TARİH,SAAT,CEH.3 ÜST2 SET ISI_FARK
2024-11-07,22:18:00,211
2024-11-07,22:19:00,193
2024-11-07,22:19:59,176
2024-11-07,22:20:59,161
2024-11-07,22:22:00,146
2024-11-07,22:23:00,131
2024-11-07,22:23:59,118
2024-11-07,22:25:00,104
2024-11-07,22:26:00,91
2024-11-07,22:27:00,79
2024-11-07,22:29:00,57
2024-11-07,22:17:00,230
2024-11-07,22:14:59,281
2024-11-07,22:13:00,353
2024-11-07,22:14:00,315
2024-11-07,22:10:00,390
2024-11-07,22:11:00,389
2024-11-07,22:12:00,382
2024-11-08,05:15:19,120
2024-11-08,06:30:05,243
2024-11-08,06:31:05,241
2024-11-08,06:32:05,227
2024-11-08,06:34:05,159
2024-11-08,06:35:05,131
2024-11-08,06:36:05,108
2024-11-08,06:38:05,69
2024-11-08,06:39:05,52
2024-11-08,04:22:44,107
2024-11-08,04:23:44,77
2024-11-08,06:33:05,194
2024-11-10,23:36:46,206
2024-11-10,23:35:46,225
2024-11-10,23:34:46,222
2024-11-10,23:33:47,211
2024-11-10,23:30:18,151
2024-11-10,23:25:57,80
2024-11-10,23:24:57,87
2024-11-10,23:14:57,157
2024-11-10,23:20:57,114
2024-11-10,23:19:57,121
2024-11-10,23:17:57,135
2024-11-10,23:16:57,143
2024-11-10,23:15:57,150
2024-11-10,23:21:57,108
2024-11-10,23:18:57,128
2024-11-10,23:50:36,63
2024-11-10,23:40:36,176
2024-11-10,23:13:57,164
2024-11-10,23:53:14,70
2024-11-10,23:38:37,177
2024-11-10,23:52:14,69
2024-11-10,23:47:36,88
2024-11-10,23:46:36,98
2024-11-10,23:45:36,109
2024-11-10,23:43:36,133
2024-11-10,23:42:36,146
2024-11-10,23:41:36,158
2024-11-10,23:48:36,79
2024-11-10,23:12:57,172
2024-11-10,23:39:36,187
2024-11-10,23:10:57,188
2024-11-10,22:50:57,395
2024-11-10,22:49:57,408
2024-11-10,22:48:57,421
2024-11-10,22:47:57,435
2024-11-10,22:46:57,449
2024-11-10,22:45:57,464
2024-11-10,22:51:57,382
2024-11-10,22:44:57,482
2024-11-10,22:42:57,524
2024-11-10,22:41:57,552
2024-11-10,22:40:57,585
2024-11-10,22:38:57,649
2024-11-10,22:37:57,671
2024-11-10,23:11:57,180
2024-11-10,22:43:57,501
2024-11-10,22:52:57,369
2024-11-10,22:39:57,620
2024-11-10,22:54:57,345
2024-11-10,22:53:57,357
2024-11-10,23:08:57,205
2024-11-10,23:06:57,223
2024-11-10,23:05:57,232
2024-11-10,23:04:57,241
2024-11-10,23:03:57,250
2024-11-10,23:07:57,214
2024-11-10,23:00:57,279
2024-11-10,22:55:57,334
2024-11-10,23:01:57,269
2024-11-10,22:56:57,322
2024-11-10,23:09:58,196
2024-11-10,22:57:58,311
2024-11-10,22:58:57,300
2024-11-10,22:59:57,289
2024-11-11,22:35:48,411
2024-11-11,22:38:47,350
2024-11-11,23:29:27,58
2024-11-11,23:28:27,72
2024-11-11,23:27:27,86
2024-11-11,23:26:27,101
2024-11-11,22:39:47,312
2024-11-11,22:40:47,280
2024-11-11,22:41:47,254
2024-11-11,22:42:47,232
2024-11-11,22:44:47,195
2024-11-11,22:45:47,178
2024-11-11,22:47:47,147
2024-11-11,22:48:47,133
2024-11-11,22:49:47,120
2024-11-11,22:50:47,107
2024-11-11,22:51:47,94
2024-11-11,22:52:47,82
2024-11-11,22:36:47,409
2024-11-11,22:53:47,71
2024-11-11,23:17:28,231
2024-11-11,23:18:27,235
2024-11-11,23:19:27,240
2024-11-11,23:20:27,240
2024-11-11,23:21:27,219
2024-11-11,23:22:27,186
2024-11-11,23:23:27,158
2024-11-11,23:24:27,136
2024-11-11,23:25:27,118
2024-11-11,22:54:47,60
2024-11-11,03:11:45,253
2024-11-11,03:14:44,259
2024-11-11,03:15:44,260
2024-11-11,03:16:44,262
2024-11-11,03:17:44,264
2024-11-11,03:18:44,266
2024-11-11,03:19:44,257
2024-11-11,03:20:44,227
2024-11-11,03:21:44,193
2024-11-11,03:22:45,165
2024-11-11,03:23:45,142
2024-11-11,03:24:44,122
2024-11-11,03:26:44,89
2024-11-11,03:27:45,74
2024-11-11,03:28:44,61
2024-11-11,03:10:44,251
2024-11-11,03:09:45,249
2024-11-11,03:07:44,245
2024-11-11,02:39:44,174
2024-11-11,02:40:44,178
2024-11-11,02:41:44,181
2024-11-11,02:42:44,183
2024-11-11,02:43:44,186
2024-11-11,02:45:44,192
2024-11-11,02:46:44,195
2024-11-11,02:47:44,197
2024-11-11,02:48:44,200
2024-11-11,02:49:44,203
2024-11-11,02:50:44,205
2024-11-11,02:53:44,213
2024-11-11,02:54:44,215
2024-11-11,02:55:44,218
2024-11-11,02:56:44,220
2024-11-11,02:57:44,223
2024-11-11,02:58:44,225
2024-11-11,02:59:44,228
2024-11-11,03:00:45,230
2024-11-11,03:01:44,232
2024-11-11,03:02:45,234
2024-11-11,03:03:45,236
2024-11-11,03:04:44,239
2024-11-11,03:05:45,241
2024-11-11,03:06:44,243
2024-11-11,03:08:45,247
2024-11-11,02:38:44,171
2024-11-11,02:35:44,162
2024-11-11,02:34:44,158
2024-11-11,02:33:44,155
2024-11-11,02:19:45,109
2024-11-11,02:20:44,111
2024-11-11,02:21:44,114
2024-11-11,02:22:44,117
2024-11-11,02:23:44,120
2024-11-11,02:24:44,124
2024-11-11,02:25:44,127
2024-11-11,02:27:44,133
2024-11-11,02:28:44,136
2024-11-11,02:29:44,140
2024-11-11,02:30:44,144
2024-11-11,02:31:44,147
2024-11-11,02:32:44,151
2024-11-11,02:37:44,168
2024-11-12,22:41:03,401
2024-11-12,22:42:03,364
2024-11-12,22:43:03,329
2024-11-12,22:44:03,301
2024-11-12,22:46:03,257
2024-11-12,22:47:03,239
2024-11-12,22:48:03,223
2024-11-12,22:51:03,177
2024-11-12,22:52:03,164
2024-11-12,22:54:03,140
2024-11-12,22:55:03,128
2024-11-12,22:56:03,117
2024-11-12,22:57:02,106
2024-11-12,22:58:03,96
2024-11-12,22:59:03,86
2024-11-12,23:00:03,76
2024-11-12,23:01:02,67
2024-11-12,23:02:03,58
2024-11-12,22:50:03,192
2024-11-12,23:16:52,122
2024-11-12,23:17:52,124
2024-11-12,23:18:52,102
2024-11-12,23:19:52,78
2024-11-12,23:20:52,59
2024-11-13,22:38:57,435
2024-11-13,22:39:57,415
2024-11-13,22:40:57,385
2024-11-13,22:41:57,357
2024-11-13,22:43:58,313
2024-11-13,22:44:58,297
2024-11-13,22:45:58,282
2024-11-13,22:46:58,268
2024-11-13,22:47:58,255
2024-11-13,22:49:57,232
2024-11-13,22:50:58,220
2024-11-13,22:54:57,178
2024-11-13,22:51:58,209
2024-11-13,22:55:58,168
2024-11-13,22:56:58,158
2024-11-13,22:57:58,149
2024-11-13,22:58:58,140
2024-11-13,22:59:58,132
2024-11-13,23:00:58,123
2024-11-13,23:01:57,115
2024-11-13,23:03:57,100
2024-11-13,23:04:57,93
2024-11-13,23:05:58,86
2024-11-13,23:06:57,80
2024-11-13,23:07:58,73
2024-11-13,23:08:58,69
2024-11-13,23:10:57,62
2024-11-13,23:11:57,59
2024-11-13,23:14:57,51
2024-11-13,23:15:57,51
2024-11-14,22:18:00,359
2024-11-14,22:19:00,320
2024-11-14,22:20:00,285
2024-11-14,22:21:00,256
2024-11-14,22:22:00,232
2024-11-14,22:23:00,211
2024-11-14,22:24:00,193
2024-11-14,22:25:00,175
2024-11-14,22:26:01,159
2024-11-14,22:27:00,143
2024-11-14,22:28:00,128
2024-11-14,22:29:00,114
2024-11-14,22:17:00,388
2024-11-14,22:30:00,100
2024-11-14,22:32:00,74
2024-11-14,22:35:06,123
2024-11-14,22:36:05,140
2024-11-14,22:37:05,154
2024-11-14,22:38:06,167
2024-11-14,22:39:06,177
2024-11-14,22:40:06,187
2024-11-14,22:41:06,195
2024-11-14,22:43:06,210
2024-11-14,22:44:06,217
2024-11-14,22:45:06,223
2024-11-14,22:47:06,234
2024-11-14,22:31:00,87
2024-11-14,22:16:00,396
2024-11-14,22:15:00,396
2024-11-14,22:48:06,239
2024-11-14,22:50:06,248
2024-11-14,22:52:06,257
2024-11-14,22:53:06,261
2024-11-14,22:54:06,265
2024-11-14,22:55:06,269
2024-11-14,22:56:06,272
2024-11-14,22:57:06,276
2024-11-14,22:58:06,279
2024-11-14,22:59:06,282
2024-11-14,23:01:06,288
2024-11-14,23:02:06,291
2024-11-14,23:03:06,294
2024-11-14,23:04:06,296
2024-11-14,23:05:06,299
2024-11-14,23:09:06,309
2024-11-14,23:10:06,311
2024-11-14,23:11:06,313
2024-11-14,23:12:06,304
2024-11-14,23:13:06,279
2024-11-14,23:14:06,242
2024-11-14,23:18:06,147
2024-11-14,23:19:06,130
2024-11-14,23:20:06,115
2024-11-14,23:21:06,99
2024-11-14,23:22:06,85
2024-11-14,23:23:06,71
2024-11-14,23:24:06,58
2024-11-14,22:51:06,253
2024-11-15,22:33:03,412
2024-11-15,22:35:03,373
2024-11-15,22:36:03,334
2024-11-15,22:37:03,298
2024-11-15,22:39:03,245
2024-11-15,22:40:03,224
2024-11-15,22:41:03,205
2024-11-15,22:42:03,188
2024-11-15,22:43:03,171
2024-11-15,22:44:03,156
2024-11-15,22:45:03,141
2024-11-15,22:46:03,126
2024-11-15,22:47:03,113
2024-11-15,22:48:02,100
2024-11-15,22:49:03,87
2024-11-15,22:50:03,74
2024-11-15,22:38:03,269
2024-11-15,22:51:03,63
2024-11-15,22:52:03,51
2024-11-18,22:29:00,156
2024-11-18,22:30:00,145
2024-11-18,22:31:01,135
2024-11-18,22:32:01,125
2024-11-18,22:33:01,114
2024-11-18,22:34:01,104
2024-11-18,22:35:01,94
2024-11-18,22:36:01,85
2024-11-18,22:38:01,67
2024-11-18,22:39:01,58
2024-11-18,22:37:01,76
2024-11-18,22:28:00,168
2024-11-18,22:26:00,192
2024-11-18,22:23:00,232
2024-11-18,15:00:58,51
2024-11-18,15:01:58,53
2024-11-18,15:02:58,54
2024-11-18,15:03:58,59
2024-11-18,15:04:58,61
2024-11-18,15:05:58,63
2024-11-18,15:06:58,68
2024-11-18,15:09:58,75
2024-11-18,15:10:58,76
2024-11-18,15:11:58,81
2024-11-18,15:13:58,84
2024-11-18,15:14:58,89
2024-11-18,15:15:58,90
2024-11-18,15:16:58,91
2024-11-18,15:17:58,92
2024-11-18,15:18:59,94
2024-11-18,15:19:59,98
2024-11-18,15:44:58,140
2024-11-18,15:45:59,141
2024-11-18,15:48:11,144
2024-11-18,22:10:01,506
2024-11-18,22:11:00,505
2024-11-18,22:12:00,500
2024-11-18,22:13:00,475
2024-11-18,15:43:59,139
2024-11-18,22:14:00,436
2024-11-18,22:16:00,364
2024-11-18,22:17:01,337
2024-11-18,22:18:00,314
2024-11-18,22:19:00,295
2024-11-18,22:20:00,278
2024-11-18,22:21:00,262
2024-11-18,22:22:00,247
2024-11-18,22:15:00,397
2024-11-18,22:25:00,205
2024-11-18,15:42:59,137
2024-11-18,15:40:58,134
2024-11-18,15:20:59,101
2024-11-18,15:21:59,101
2024-11-18,15:23:58,104
2024-11-18,15:24:59,105
2024-11-18,15:25:58,107
2024-11-18,15:26:59,109
2024-11-18,15:27:59,110
2024-11-18,15:41:58,136
2024-11-18,15:28:59,112
2024-11-18,15:32:59,119
2024-11-18,15:33:58,121
2024-11-18,15:34:58,123
2024-11-18,15:36:59,127
2024-11-18,15:37:59,129
2024-11-18,15:38:59,130
2024-11-18,15:39:58,132
2024-11-18,15:31:59,118
2024-11-19,22:17:00,385
2024-11-19,22:18:00,368
2024-11-19,22:19:00,350
2024-11-19,22:21:00,322
2024-11-19,22:22:00,311
2024-11-19,22:23:46,300
2024-11-19,22:24:47,298
2024-11-19,22:25:47,278
2024-11-19,22:29:46,188
2024-11-19,22:31:47,156
2024-11-19,22:32:46,142
2024-11-19,22:33:47,129
2024-11-19,22:34:46,115
2024-11-19,22:35:46,103
2024-11-19,22:36:46,92
2024-11-19,22:37:47,80
2024-11-19,22:38:46,69
2024-11-19,22:27:46,226
2024-11-20,23:31:00,89
2024-11-20,23:32:01,76
2024-11-20,23:33:00,64
2024-11-20,23:34:00,52
2024-11-20,23:28:00,135
2024-11-20,23:27:00,154
2024-11-20,23:25:00,203
2024-11-20,22:32:10,372
2024-11-20,22:33:09,372
2024-11-20,22:34:09,362
2024-11-20,22:36:09,293
2024-11-20,22:37:09,261
2024-11-20,22:39:09,212
2024-11-20,22:40:09,193
2024-11-20,22:41:09,175
2024-11-20,22:42:09,159
2024-11-20,22:43:09,143
2024-11-20,22:44:09,128
2024-11-20,22:45:09,113
2024-11-20,22:46:09,100
2024-11-20,22:47:09,88
2024-11-20,22:48:09,75
2024-11-20,22:49:09,64
2024-11-20,23:21:01,271
2024-11-20,23:23:00,264
2024-11-20,23:24:00,235
2024-11-20,23:26:00,175
2024-11-21,15:01:35,53
2024-11-21,15:02:35,56
2024-11-21,15:03:35,59
2024-11-21,15:04:35,62
2024-11-21,15:05:36,65
2024-11-21,15:06:35,67
2024-11-21,15:07:35,70
2024-11-21,15:08:35,72
2024-11-21,15:09:35,75
2024-11-21,15:11:35,80
2024-11-21,15:13:35,84
2024-11-21,10:46:22,55
2024-11-21,10:47:22,59
2024-11-21,10:48:22,62
2024-11-21,10:49:22,64
2024-11-21,10:50:22,68
2024-11-21,10:52:22,73
2024-11-21,10:53:22,76
2024-11-21,10:45:22,52
2024-11-21,15:14:35,86
2024-11-21,12:59:40,145
2024-11-21,13:00:40,141
2024-11-21,13:01:39,86
2024-11-21,13:02:40,54
2024-11-21,15:15:36,89
2024-11-21,15:17:36,94
2024-11-21,22:30:01,109
2024-11-21,22:31:01,98
2024-11-21,22:32:01,88
2024-11-21,22:33:01,78
2024-11-21,22:34:01,68
2024-11-21,22:29:01,120
2024-11-21,22:27:01,143
2024-11-21,22:26:01,156
2024-11-21,22:10:01,465
2024-11-21,22:11:00,465
2024-11-21,22:12:00,459
2024-11-21,22:13:00,432
2024-11-21,22:14:00,393
2024-11-21,22:15:01,355
2024-11-21,22:16:01,325
2024-11-21,22:17:01,300
2024-11-21,22:19:01,260
2024-11-21,22:20:01,242
2024-11-21,22:21:01,226
2024-11-21,22:23:01,196
2024-11-21,22:24:01,182
2024-11-21,22:25:01,169
2024-11-21,17:22:36,60
2024-11-21,17:21:36,73
2024-11-21,17:19:36,103
2024-11-21,17:18:36,120
2024-11-21,15:49:36,155
2024-11-21,15:50:36,157
2024-11-21,15:51:36,159
2024-11-21,15:52:36,160
2024-11-21,15:53:36,162
2024-11-21,15:54:36,164
2024-11-21,15:57:35,169
2024-11-21,15:58:36,170
2024-11-21,15:59:35,172
2024-11-21,16:00:35,174
2024-11-21,16:01:36,175
2024-11-21,16:02:35,177
2024-11-21,16:04:35,180
2024-11-21,16:05:35,181
2024-11-21,16:06:35,183
2024-11-21,16:07:35,184
2024-11-21,16:08:36,186
2024-11-21,16:09:36,202
2024-11-21,16:10:36,204
2024-11-21,16:11:36,205
2024-11-21,16:13:36,208
2024-11-21,16:15:36,211
2024-11-21,16:16:36,213
2024-11-21,15:48:35,153
2024-11-21,16:17:36,214
2024-11-21,15:47:35,151
2024-11-21,15:45:36,148
2024-11-21,15:18:36,96
2024-11-21,15:19:36,99
2024-11-21,15:20:36,101
2024-11-21,15:21:36,103
2024-11-21,15:22:36,105
2024-11-21,15:23:36,107
2024-11-21,15:24:36,109
2024-11-21,15:26:36,113
2024-11-21,15:27:36,115
2024-11-21,15:29:36,119
2024-11-21,15:30:36,121
2024-11-21,15:32:36,124
2024-11-21,15:33:36,126
2024-11-21,15:34:35,128
2024-11-21,15:35:36,130
2024-11-21,15:36:36,131
2024-11-21,15:37:36,133
2024-11-21,15:38:36,135
2024-11-21,15:39:36,137
2024-11-21,15:41:36,141
2024-11-21,15:42:36,143
2024-11-21,15:43:36,144
2024-11-21,15:44:36,146
2024-11-21,15:46:36,150
2024-11-21,15:16:36,92
2024-11-21,16:18:36,215
2024-11-21,16:20:36,218
2024-11-21,16:51:35,257
2024-11-21,16:52:35,258
2024-11-21,16:53:36,260
2024-11-21,16:54:35,261
2024-11-21,16:55:35,262
2024-11-21,16:57:35,264
2024-11-21,16:58:35,266
2024-11-21,16:59:36,267
2024-11-21,17:00:35,268
2024-11-21,17:02:36,270
2024-11-21,17:03:36,272
2024-11-21,17:04:36,273
2024-11-21,17:05:36,274
2024-11-21,17:06:36,275
2024-11-21,17:07:36,276
2024-11-21,17:08:36,277
2024-11-21,17:09:36,278
2024-11-21,17:10:36,279
2024-11-21,17:12:36,274
2024-11-21,17:13:36,244
2024-11-21,17:14:36,210
2024-11-21,17:15:36,181
2024-11-21,17:17:36,138
2024-11-21,16:50:35,256
2024-11-21,16:19:36,217
2024-11-21,16:49:35,255
2024-11-21,16:47:36,253
2024-11-21,16:21:36,219
2024-11-21,16:22:36,221
2024-11-21,16:23:36,222
2024-11-21,16:24:36,224
2024-11-21,16:25:36,225
2024-11-21,16:26:36,226
2024-11-21,16:28:36,229
2024-11-21,16:29:36,231
2024-11-21,16:30:36,232
2024-11-21,16:31:36,233
2024-11-21,16:32:36,234
2024-11-21,16:33:36,236
2024-11-21,16:35:36,238
2024-11-21,16:36:36,239
2024-11-21,16:37:35,241
2024-11-21,16:38:36,242
2024-11-21,16:39:36,243
2024-11-21,16:40:35,244
2024-11-21,16:41:35,245
2024-11-21,16:43:36,248
2024-11-21,16:44:36,249
2024-11-21,16:45:35,250
2024-11-21,16:46:36,251
2024-11-21,16:48:35,254
2024-11-21,08:47:58,180
2024-11-21,08:48:57,173
2024-11-21,08:49:57,142
2024-11-21,08:50:57,110
2024-11-21,08:51:57,83
2024-11-21,08:52:57,60
2024-11-24,23:02:01,51
2024-11-24,23:01:01,57
2024-11-24,23:00:01,64
2024-11-24,22:58:01,78
2024-11-24,22:26:00,353
2024-11-24,22:25:00,366
2024-11-24,22:24:00,378
2024-11-24,22:23:00,392
2024-11-24,22:22:00,405
2024-11-24,22:21:00,419
2024-11-24,22:20:00,434
2024-11-24,22:19:00,448
2024-11-24,22:18:00,464
2024-11-24,22:17:00,481
2024-11-24,22:27:00,341
2024-11-24,22:15:00,522
2024-11-24,22:13:00,579
2024-11-24,22:12:01,616
2024-11-24,22:11:00,662
2024-11-24,22:10:01,715
2024-11-24,22:09:00,769
2024-11-24,22:08:01,811
2024-11-24,22:07:00,828
2024-11-24,22:06:00,831
2024-11-24,22:05:01,831
2024-11-24,22:59:01,71
2024-11-24,22:14:00,548
2024-11-24,22:28:00,329
2024-11-24,22:16:00,500
2024-11-24,22:31:00,296
2024-11-24,22:57:01,86
2024-11-24,22:29:00,318
2024-11-24,22:54:01,108
2024-11-24,22:53:01,116
2024-11-24,22:52:01,124
2024-11-24,22:51:01,133
2024-11-24,22:50:01,141
2024-11-24,22:48:01,159
2024-11-24,22:47:01,168
2024-11-24,22:46:01,178
2024-11-24,22:45:01,188
2024-11-24,22:44:01,197
2024-11-24,22:49:01,150
2024-11-24,22:43:01,207
2024-11-24,22:32:00,286
2024-11-24,22:34:00,265
2024-11-24,22:35:00,255
2024-11-24,22:36:00,246
2024-11-24,22:38:01,245
2024-11-24,22:33:00,275
2024-11-24,22:40:01,244
2024-11-24,22:41:01,230
2024-11-24,22:42:01,218
2024-11-24,22:39:01,253
2024-11-25,22:16:00,410
2024-11-25,22:17:00,402
2024-11-25,22:18:00,374
2024-11-25,22:19:00,337
2024-11-25,22:20:00,302
2024-11-25,22:21:00,274
2024-11-25,22:22:00,250
2024-11-25,22:23:00,229
2024-11-25,22:24:00,210
2024-11-25,22:25:00,193
2024-11-25,22:26:00,176
2024-11-25,22:27:00,161
2024-11-25,22:28:00,146
2024-11-25,22:30:00,118
2024-11-25,22:31:00,105
2024-11-25,22:32:00,93
2024-11-25,22:33:00,80
2024-11-25,22:35:00,58
2024-11-26,22:31:00,171
2024-11-26,22:32:00,157
2024-11-26,22:33:00,145
2024-11-26,22:34:00,133
2024-11-26,22:35:00,122
2024-11-26,22:36:00,110
2024-11-26,22:37:00,100
2024-11-26,22:38:00,90
2024-11-26,22:39:00,79
2024-11-26,22:42:00,51
2024-11-26,22:30:00,184
2024-11-26,22:28:00,212
2024-11-26,22:26:00,242
2024-11-26,22:27:00,227
2024-11-26,17:45:13,229
2024-11-26,22:15:01,490
2024-11-26,22:19:00,417
2024-11-26,22:20:00,378
2024-11-26,22:21:00,346
2024-11-26,22:22:00,320
2024-11-26,22:24:00,277
2024-11-26,22:25:00,259
2024-11-26,16:17:54,234
2024-11-26,16:18:53,219
2024-11-26,16:19:53,201
2024-11-26,16:20:53,187
2024-11-26,16:21:53,158
2024-11-26,16:23:53,102
2024-11-26,16:24:53,80
2024-11-26,16:25:53,61
2024-11-27,22:28:00,165
2024-11-27,22:29:01,150
2024-11-27,22:30:01,136
2024-11-27,22:31:01,123
2024-11-27,22:33:01,97
2024-11-27,22:34:01,85
2024-11-27,22:35:01,73
2024-11-27,22:36:01,62
2024-11-27,22:37:01,52
2024-11-27,22:26:00,197
2024-11-27,22:25:01,214
2024-11-27,22:23:00,254
2024-11-27,22:24:00,233
2024-11-27,17:15:32,90
2024-11-27,22:15:01,425
2024-11-27,22:16:01,425
2024-11-27,22:17:00,422
2024-11-27,22:18:01,411
2024-11-27,22:19:01,380
2024-11-27,22:20:01,342
2024-11-27,22:21:00,307
2024-11-27,01:24:20,56
2024-11-27,01:25:19,57
2024-11-28,22:20:00,392
2024-11-28,22:21:00,389
2024-11-28,22:22:00,385
2024-11-28,22:23:00,382
2024-11-28,22:24:00,379
2024-11-28,22:26:00,373
2024-11-28,22:27:00,371
2024-11-28,22:28:00,368
2024-11-28,22:29:00,366
2024-11-28,22:30:00,364
2024-11-28,22:32:00,359
2024-11-28,22:33:00,357
2024-11-28,22:34:00,354
2024-11-28,22:35:00,352
2024-11-28,22:36:00,350
2024-11-28,22:36:59,348
2024-11-28,22:37:59,346
2024-11-28,22:39:35,342
2024-11-28,22:40:35,330
2024-11-28,22:41:35,296
2024-11-28,22:42:35,265
2024-11-28,22:43:35,239
2024-11-28,22:44:35,217
2024-11-28,22:45:35,198
2024-11-28,22:46:35,181
2024-11-28,22:47:35,165
2024-11-28,22:48:35,149
2024-11-28,22:18:00,400
2024-11-28,22:17:00,403
2024-11-28,22:16:00,405
2024-11-28,22:15:01,405
2024-11-28,22:49:35,134
2024-11-28,22:50:35,121
2024-11-28,22:53:35,83
2024-11-28,22:54:35,73
2024-11-28,22:55:35,64
2024-11-28,22:52:35,94
2024-12-01,23:20:20,55
2024-12-01,23:18:20,91
2024-12-01,23:17:20,110
2024-12-01,23:16:20,132
2024-12-01,23:14:20,185
2024-12-01,23:13:20,195
2024-12-01,23:12:20,206
2024-12-01,23:10:20,229
2024-12-01,23:09:20,242
2024-12-01,23:19:20,75
2024-12-01,23:07:20,275
2024-12-01,23:05:20,323
2024-12-01,23:03:20,383
2024-12-01,22:21:00,378
2024-12-01,22:20:00,391
2024-12-01,22:19:00,404
2024-12-01,22:18:00,417
2024-12-01,22:16:00,445
2024-12-01,22:15:00,459
2024-12-01,22:14:00,475
2024-12-01,22:13:00,492
2024-12-01,22:12:00,511
2024-12-01,22:11:00,532
2024-12-01,22:10:00,558
2024-12-01,22:07:00,668
2024-12-01,22:06:00,718
2024-12-01,22:05:00,770
2024-12-01,22:04:00,810
2024-12-01,22:03:00,826
2024-12-01,22:02:00,828
2024-12-01,22:01:00,829
2024-12-01,23:04:20,355
2024-12-01,22:22:00,366
2024-12-01,22:23:00,355
2024-12-01,22:09:00,589
2024-12-01,22:25:00,334
2024-12-01,23:02:20,391
2024-12-01,22:24:00,345
2024-12-01,23:01:20,386
2024-12-01,22:45:14,197
2024-12-01,22:44:14,193
2024-12-01,22:42:00,197
2024-12-01,22:41:00,203
2024-12-01,22:40:00,209
2024-12-01,22:39:00,215
2024-12-01,22:43:00,186
2024-12-01,22:37:00,228
2024-12-01,22:36:00,235
2024-12-01,22:35:00,243
2024-12-01,22:34:00,251
2024-12-01,22:32:00,268
2024-12-01,22:30:00,286
2024-12-01,22:28:00,304
2024-12-01,22:38:00,221
2024-12-01,22:26:00,324
2024-12-01,22:27:00,314
2024-12-02,22:37:27,405
2024-12-02,22:38:27,391
2024-12-02,22:39:27,357
2024-12-02,22:40:27,318
2024-12-02,22:41:27,285
2024-12-02,22:42:27,258
2024-12-02,22:43:27,236
2024-12-02,22:44:27,217
2024-12-02,22:45:27,199
2024-12-02,22:46:27,183
2024-12-02,22:47:27,167
2024-12-02,22:48:27,152
2024-12-02,22:49:27,138
2024-12-02,22:52:27,99
2024-12-02,22:50:27,125
2024-12-02,22:53:27,87
2024-12-02,22:54:27,75
2024-12-02,22:55:27,64
2024-12-02,22:51:27,112
2024-12-03,22:19:00,202
2024-12-03,22:20:00,186
2024-12-03,22:21:00,170
2024-12-03,22:22:00,156
2024-12-03,22:24:00,129
2024-12-03,22:25:00,116
2024-12-03,22:26:01,104
2024-12-03,22:27:01,93
2024-12-03,22:28:01,82
2024-12-03,22:29:01,71
2024-12-03,22:30:01,61
2024-12-03,22:18:00,220
2024-12-03,22:17:00,239
2024-12-03,22:16:00,262
2024-12-03,22:15:01,290
2024-12-03,22:11:01,396
2024-12-03,22:13:00,361
2024-12-03,22:14:00,323
2024-12-04,22:20:00,408
2024-12-04,22:40:42,419
2024-12-04,22:49:02,422
2024-12-04,22:50:01,415
2024-12-04,22:51:01,388
