TARİH,SAAT,CEH.2 ALT1 SET ISI_FARK
2024-11-14,22:18:00,340
2024-11-14,22:19:00,305
2024-11-14,22:20:00,273
2024-11-14,22:21:00,246
2024-11-14,22:22:00,222
2024-11-14,22:23:00,201
2024-11-14,22:24:00,182
2024-11-14,22:25:00,163
2024-11-14,22:26:01,146
2024-11-14,22:27:00,129
2024-11-14,22:28:00,113
2024-11-14,22:29:00,97
2024-11-14,22:17:00,369
2024-11-14,22:30:00,83
2024-11-14,22:32:00,56
2024-11-14,22:35:06,89
2024-11-14,22:36:05,103
2024-11-14,22:37:05,114
2024-11-14,22:38:06,125
2024-11-14,22:39:06,134
2024-11-14,22:40:06,142
2024-11-14,22:41:06,150
2024-11-14,22:43:06,163
2024-11-14,22:44:06,169
2024-11-14,22:45:06,175
2024-11-14,22:47:06,185
2024-11-14,22:31:00,69
2024-11-14,22:16:00,375
2024-11-14,22:15:00,372
2024-11-14,22:48:06,190
2024-11-14,22:50:06,199
2024-11-14,22:52:06,207
2024-11-14,23:28:06,64
2024-11-14,23:27:06,83
2024-11-14,22:53:06,211
2024-11-14,22:54:06,215
2024-11-14,22:55:06,219
2024-11-14,22:56:06,222
2024-11-14,22:57:06,226
2024-11-14,22:58:06,229
2024-11-14,22:59:06,232
2024-11-14,23:01:06,238
2024-11-14,23:02:06,241
2024-11-14,23:03:06,243
2024-11-14,23:04:06,246
2024-11-14,23:05:06,249
2024-11-14,23:09:06,259
2024-11-14,23:10:06,261
2024-11-14,23:11:06,263
2024-11-14,23:12:06,253
2024-11-14,23:13:06,529
2024-11-14,23:14:06,547
2024-11-14,23:18:06,591
2024-11-14,23:19:06,602
2024-11-14,23:20:06,613
2024-11-14,23:21:06,624
2024-11-14,23:22:06,635
2024-11-14,23:23:06,646
2024-11-14,23:24:06,655
2024-11-14,23:25:06,664
2024-11-14,23:26:06,673
2024-11-14,22:51:06,203
2024-11-15,22:33:03,395
2024-11-15,22:35:03,360
2024-11-15,22:36:03,323
2024-11-15,22:37:03,291
2024-11-15,22:39:03,240
2024-11-15,22:40:03,219
2024-11-15,22:41:03,198
2024-11-15,22:42:03,180
2024-11-15,22:43:03,162
2024-11-15,22:44:03,145
2024-11-15,22:45:03,129
2024-11-15,22:46:03,114
2024-11-15,22:47:03,99
2024-11-15,22:48:02,85
2024-11-15,22:49:03,71
2024-11-15,22:50:03,59
2024-11-15,22:38:03,264
2024-11-18,22:29:00,116
2024-11-18,22:30:00,103
2024-11-18,22:31:01,90
2024-11-18,22:32:01,78
2024-11-18,22:33:01,66
2024-11-18,22:34:01,55
2024-11-18,22:28:00,130
2024-11-18,22:26:00,160
2024-11-18,22:23:00,207
2024-11-18,14:57:58,84
2024-11-18,14:58:59,83
2024-11-18,15:00:58,89
2024-11-18,15:01:58,89
2024-11-18,15:02:58,98
2024-11-18,15:03:58,94
2024-11-18,15:04:58,95
2024-11-18,15:05:58,99
2024-11-18,15:06:58,97
2024-11-18,15:09:58,103
2024-11-18,15:10:58,112
2024-11-18,15:11:58,108
2024-11-18,15:13:58,114
2024-11-18,15:14:58,111
2024-11-18,15:15:58,116
2024-11-18,14:56:58,82
2024-11-18,14:55:59,81
2024-11-18,14:54:58,72
2024-11-18,14:53:58,62
2024-11-18,15:16:58,126
2024-11-18,14:52:58,51
2024-11-18,15:17:58,130
2024-11-18,15:18:59,134
2024-11-18,15:19:59,136
2024-11-18,15:44:58,159
2024-11-18,15:45:59,161
2024-11-18,15:48:11,165
2024-11-18,22:10:01,483
2024-11-18,22:11:00,482
2024-11-18,22:12:00,477
2024-11-18,22:13:00,452
2024-11-18,15:43:59,156
2024-11-18,22:14:00,416
2024-11-18,22:16:00,350
2024-11-18,22:17:01,324
2024-11-18,22:18:00,301
2024-11-18,22:19:00,280
2024-11-18,22:20:00,260
2024-11-18,22:21:00,242
2024-11-18,22:22:00,224
2024-11-18,22:15:00,381
2024-11-18,22:25:00,175
2024-11-18,15:42:59,153
2024-11-18,15:40:58,151
2024-11-18,15:20:59,139
2024-11-18,15:21:59,137
2024-11-18,15:23:58,134
2024-11-18,15:24:59,134
2024-11-18,15:25:58,135
2024-11-18,15:26:59,136
2024-11-18,15:27:59,137
2024-11-18,15:41:58,152
2024-11-18,15:28:59,138
2024-11-18,15:32:59,141
2024-11-18,15:33:58,142
2024-11-18,15:34:58,144
2024-11-18,15:36:59,146
2024-11-18,15:37:59,147
2024-11-18,15:38:59,148
2024-11-18,15:39:58,150
2024-11-18,15:31:59,140
2024-11-19,22:17:00,374
2024-11-19,22:18:00,370
2024-11-19,22:19:00,365
2024-11-19,22:21:00,355
2024-11-19,22:22:00,350
2024-11-19,22:23:46,343
2024-11-19,22:24:47,334
2024-11-19,22:25:47,308
2024-11-19,22:29:46,199
2024-11-19,22:31:47,161
2024-11-19,22:32:46,143
2024-11-19,22:33:47,126
2024-11-19,22:34:46,110
2024-11-19,22:35:46,94
2024-11-19,22:36:46,80
2024-11-19,22:37:47,65
2024-11-19,22:38:46,52
2024-11-19,22:27:46,246
2024-11-20,23:31:00,87
2024-11-20,23:32:01,74
2024-11-20,23:33:00,61
2024-11-20,23:28:00,133
2024-11-20,23:27:00,150
2024-11-20,23:25:00,191
2024-11-20,22:32:10,392
2024-11-20,22:33:09,392
2024-11-20,22:34:09,382
2024-11-20,22:36:09,324
2024-11-20,22:37:09,296
2024-11-20,22:39:09,253
2024-11-20,22:40:09,235
2024-11-20,22:41:09,218
2024-11-20,22:42:09,202
2024-11-20,22:43:09,186
2024-11-20,22:44:09,170
2024-11-20,22:45:09,155
2024-11-20,22:46:09,140
2024-11-20,22:47:09,127
2024-11-20,22:48:09,114
2024-11-20,22:49:09,101
2024-11-20,23:21:01,249
2024-11-20,23:23:00,241
2024-11-20,23:24:00,217
2024-11-20,23:26:00,169
2024-11-21,14:51:36,57
2024-11-21,14:52:36,64
2024-11-21,14:53:36,71
2024-11-21,14:54:35,77
2024-11-21,14:55:35,82
2024-11-21,14:56:36,86
2024-11-21,14:57:36,90
2024-11-21,14:58:36,93
2024-11-21,14:59:35,97
2024-11-21,15:00:36,100
2024-11-21,15:01:35,103
2024-11-21,15:02:35,106
2024-11-21,15:03:35,108
2024-11-21,15:04:35,111
2024-11-21,15:05:36,113
2024-11-21,15:06:35,116
2024-11-21,15:07:35,119
2024-11-21,15:08:35,122
2024-11-21,15:09:35,124
2024-11-21,15:11:35,129
2024-11-21,15:13:35,133
2024-11-21,10:35:21,51
2024-11-21,10:38:21,76
2024-11-21,10:39:21,76
2024-11-21,10:41:21,83
2024-11-21,10:42:21,89
2024-11-21,10:43:22,92
2024-11-21,10:44:22,95
2024-11-21,10:46:22,102
2024-11-21,10:47:22,110
2024-11-21,10:48:22,109
2024-11-21,10:49:22,111
2024-11-21,10:50:22,119
2024-11-21,10:52:22,127
2024-11-21,10:53:22,131
2024-11-21,10:55:22,86
2024-11-21,10:56:22,56
2024-11-21,10:45:22,103
2024-11-21,15:14:35,136
2024-11-21,12:59:40,158
2024-11-21,13:00:40,155
2024-11-21,13:01:39,109
2024-11-21,13:02:40,77
2024-11-21,15:15:36,138
2024-11-21,15:17:36,130
2024-11-21,22:29:01,61
2024-11-21,22:27:01,88
2024-11-21,22:26:01,102
2024-11-21,22:10:01,431
2024-11-21,22:11:00,431
2024-11-21,22:12:00,423
2024-11-21,22:13:00,394
2024-11-21,22:14:00,357
2024-11-21,22:15:01,322
2024-11-21,22:16:01,292
2024-11-21,22:17:01,267
2024-11-21,22:19:01,224
2024-11-21,22:20:01,204
2024-11-21,22:21:01,185
2024-11-21,22:23:01,149
2024-11-21,22:24:01,133
2024-11-21,22:25:01,117
2024-11-21,17:19:36,78
2024-11-21,17:18:36,97
2024-11-21,15:49:36,166
2024-11-21,15:50:36,167
2024-11-21,15:51:36,168
2024-11-21,15:52:36,169
2024-11-21,15:53:36,171
2024-11-21,15:54:36,172
2024-11-21,15:57:35,175
2024-11-21,15:58:36,176
2024-11-21,15:59:35,177
2024-11-21,16:00:35,179
2024-11-21,16:01:36,180
2024-11-21,16:02:35,181
2024-11-21,16:04:35,183
2024-11-21,16:05:35,185
2024-11-21,16:06:35,186
2024-11-21,16:07:35,187
2024-11-21,16:08:36,188
2024-11-21,16:09:36,204
2024-11-21,16:10:36,205
2024-11-21,16:11:36,206
2024-11-21,16:13:36,209
2024-11-21,16:15:36,211
2024-11-21,16:16:36,212
2024-11-21,15:48:35,165
2024-11-21,16:17:36,213
2024-11-21,15:47:35,164
2024-11-21,15:45:36,162
2024-11-21,15:18:36,130
2024-11-21,15:19:36,130
2024-11-21,15:20:36,131
2024-11-21,15:21:36,132
2024-11-21,15:22:36,133
2024-11-21,15:23:36,134
2024-11-21,15:24:36,136
2024-11-21,15:26:36,139
2024-11-21,15:27:36,140
2024-11-21,15:29:36,143
2024-11-21,15:30:36,144
2024-11-21,15:32:36,147
2024-11-21,15:33:36,148
2024-11-21,15:34:35,150
2024-11-21,15:35:36,151
2024-11-21,15:36:36,152
2024-11-21,15:37:36,154
2024-11-21,15:38:36,154
2024-11-21,15:39:36,155
2024-11-21,15:41:36,157
2024-11-21,15:42:36,158
2024-11-21,15:43:36,159
2024-11-21,15:44:36,160
2024-11-21,15:46:36,163
2024-11-21,15:16:36,133
2024-11-21,16:18:36,214
2024-11-21,16:20:36,217
2024-11-21,16:51:35,249
2024-11-21,16:52:35,250
2024-11-21,16:53:36,252
2024-11-21,16:54:35,252
2024-11-21,16:55:35,253
2024-11-21,16:57:35,255
2024-11-21,16:58:35,256
2024-11-21,16:59:36,257
2024-11-21,17:00:35,258
2024-11-21,17:02:36,259
2024-11-21,17:03:36,260
2024-11-21,17:04:36,261
2024-11-21,17:05:36,262
2024-11-21,17:06:36,263
2024-11-21,17:07:36,264
2024-11-21,17:08:36,265
2024-11-21,17:09:36,266
2024-11-21,17:10:36,267
2024-11-21,17:12:36,261
2024-11-21,17:13:36,231
2024-11-21,17:14:36,196
2024-11-21,17:15:36,167
2024-11-21,17:17:36,118
2024-11-21,16:50:35,248
2024-11-21,16:19:36,215
2024-11-21,16:49:35,247
2024-11-21,16:47:36,245
2024-11-21,16:21:36,218
2024-11-21,16:22:36,219
2024-11-21,16:23:36,220
2024-11-21,16:24:36,221
2024-11-21,16:25:36,222
2024-11-21,16:26:36,223
2024-11-21,16:28:36,225
2024-11-21,16:29:36,226
2024-11-21,16:30:36,227
2024-11-21,16:31:36,228
2024-11-21,16:32:36,229
2024-11-21,16:33:36,230
2024-11-21,16:35:36,233
2024-11-21,16:36:36,234
2024-11-21,16:37:35,235
2024-11-21,16:38:36,236
2024-11-21,16:39:36,237
2024-11-21,16:40:35,238
2024-11-21,16:41:35,239
2024-11-21,16:43:36,241
2024-11-21,16:44:36,242
2024-11-21,16:45:35,243
2024-11-21,16:46:36,244
2024-11-21,16:48:35,246
2024-11-21,08:47:58,185
2024-11-21,08:48:57,184
2024-11-21,08:49:57,161
2024-11-21,08:50:57,133
2024-11-21,08:51:57,110
2024-11-21,08:52:57,91
2024-11-21,08:53:57,74
2024-11-21,08:54:57,58
2024-11-24,22:26:00,352
2024-11-24,22:25:00,368
2024-11-24,22:24:00,385
2024-11-24,22:23:00,403
2024-11-24,22:22:00,422
2024-11-24,22:21:00,441
2024-11-24,22:20:00,462
2024-11-24,22:19:00,483
2024-11-24,22:18:00,505
2024-11-24,22:17:00,529
2024-11-24,22:27:00,336
2024-11-24,22:15:00,581
2024-11-24,22:13:00,639
2024-11-24,22:12:01,672
2024-11-24,22:11:00,708
2024-11-24,22:10:01,746
2024-11-24,22:09:00,785
2024-11-24,22:08:01,816
2024-11-24,22:07:00,829
2024-11-24,22:06:00,831
2024-11-24,22:05:01,832
2024-11-24,22:14:00,609
2024-11-24,22:28:00,321
2024-11-24,22:16:00,554
2024-11-24,22:31:00,278
2024-11-24,22:29:00,306
2024-11-24,22:54:01,55
2024-11-24,22:53:01,62
2024-11-24,22:52:01,70
2024-11-24,22:51:01,78
2024-11-24,22:50:01,86
2024-11-24,22:48:01,103
2024-11-24,22:47:01,113
2024-11-24,22:46:01,123
2024-11-24,22:45:01,133
2024-11-24,22:44:01,144
2024-11-24,22:49:01,94
2024-11-24,22:43:01,155
2024-11-24,22:32:00,264
2024-11-24,22:34:00,238
2024-11-24,22:35:00,226
2024-11-24,22:36:00,214
2024-11-24,22:38:01,206
2024-11-24,22:33:00,251
2024-11-24,22:40:01,196
2024-11-24,22:41:01,181
2024-11-24,22:42:01,167
2024-11-24,22:39:01,209
2024-11-25,22:16:00,393
2024-11-25,22:17:00,387
2024-11-25,22:18:00,359
2024-11-25,22:19:00,324
2024-11-25,22:20:00,291
2024-11-25,22:21:00,264
2024-11-25,22:22:00,240
2024-11-25,22:23:00,219
2024-11-25,22:24:00,200
2024-11-25,22:25:00,181
2024-11-25,22:26:00,163
2024-11-25,22:27:00,146
2024-11-25,22:28:00,129
2024-11-25,22:30:00,100
2024-11-25,22:31:00,86
2024-11-25,22:32:00,73
2024-11-25,22:33:00,61
2024-11-26,22:31:00,132
2024-11-26,22:32:00,116
2024-11-26,22:33:00,102
2024-11-26,22:34:00,89
2024-11-26,22:35:00,76
2024-11-26,22:36:00,65
2024-11-26,22:37:00,54
2024-11-26,22:30:00,147
2024-11-26,22:28:00,178
2024-11-26,22:26:00,211
2024-11-26,22:27:00,194
2024-11-26,17:45:13,170
2024-11-26,22:15:01,452
2024-11-26,22:19:00,381
2024-11-26,22:20:00,346
2024-11-26,22:21:00,317
2024-11-26,22:22:00,290
2024-11-26,22:24:00,248
2024-11-26,22:25:00,229
2024-11-26,16:17:54,219
2024-11-26,16:18:53,206
2024-11-26,16:19:53,191
2024-11-26,16:20:53,177
2024-11-26,16:21:53,149
2024-11-26,16:23:53,94
2024-11-26,16:24:53,71
2024-11-26,16:25:53,51
2024-11-27,13:52:19,53
2024-11-27,13:32:19,55
2024-11-27,13:51:19,52
2024-11-27,13:53:19,54
2024-11-27,13:54:19,55
2024-11-27,13:55:19,56
2024-11-27,13:57:19,56
2024-11-27,13:58:19,56
2024-11-27,13:59:19,56
2024-11-27,14:00:19,57
2024-11-27,14:01:19,58
2024-11-27,14:02:19,59
2024-11-27,13:31:19,61
2024-11-27,13:27:19,57
2024-11-27,13:28:19,60
2024-11-27,13:19:19,51
2024-11-27,13:20:19,51
2024-11-27,13:21:19,55
2024-11-27,13:22:19,55
2024-11-27,13:24:19,57
2024-11-27,13:25:19,54
2024-11-27,13:26:19,57
2024-11-27,14:03:19,59
2024-11-27,10:56:19,52
2024-11-27,10:57:19,64
2024-11-27,10:58:19,64
2024-11-27,10:59:19,66
2024-11-27,11:00:19,66
2024-11-27,11:01:19,63
2024-11-27,11:02:19,58
2024-11-27,11:03:19,58
2024-11-27,11:05:19,56
2024-11-27,11:06:19,55
2024-11-27,11:07:19,51
2024-11-27,11:12:19,54
2024-11-27,14:04:19,60
2024-11-27,14:06:19,61
2024-11-27,22:28:00,132
2024-11-27,22:29:01,115
2024-11-27,22:30:01,100
2024-11-27,22:31:01,86
2024-11-27,22:33:01,58
2024-11-27,22:26:00,167
2024-11-27,22:25:01,185
2024-11-27,22:23:00,227
2024-11-27,22:24:00,205
2024-11-27,17:15:32,97
2024-11-27,22:15:01,407
2024-11-27,22:16:01,409
2024-11-27,22:17:00,406
2024-11-27,22:18:01,393
2024-11-27,22:19:01,357
2024-11-27,22:20:01,316
2024-11-27,22:21:00,281
2024-11-27,14:45:19,52
2024-11-27,14:46:19,51
2024-11-27,14:47:19,52
2024-11-27,14:48:19,52
2024-11-27,14:49:19,52
2024-11-27,14:51:19,51
2024-11-27,14:53:19,52
2024-11-27,14:54:19,53
2024-11-27,14:55:19,51
2024-11-27,14:56:19,51
2024-11-27,14:58:19,51
2024-11-27,14:42:19,51
2024-11-27,15:00:19,53
2024-11-27,15:04:19,51
2024-11-27,15:08:19,51
2024-11-27,15:09:19,51
2024-11-27,15:10:19,51
2024-11-27,15:11:19,52
2024-11-27,15:01:19,51
2024-11-27,14:41:19,51
2024-11-27,14:39:19,53
2024-11-27,14:37:19,51
2024-11-27,14:07:19,63
2024-11-27,14:10:19,61
2024-11-27,14:11:19,61
2024-11-27,14:12:19,61
2024-11-27,14:13:19,60
2024-11-27,14:14:19,59
2024-11-27,14:15:19,58
2024-11-27,14:17:19,55
2024-11-27,14:18:19,55
2024-11-27,14:19:19,55
2024-11-27,14:20:19,53
2024-11-27,14:21:19,51
2024-11-27,14:22:19,51
2024-11-27,14:24:19,51
2024-11-27,14:36:19,51
2024-11-27,14:05:19,60
2024-11-27,15:57:19,72
2024-11-27,15:58:19,74
2024-11-27,15:59:19,76
2024-11-27,16:00:19,74
2024-11-27,16:01:19,75
2024-11-27,16:03:19,77
2024-11-27,16:04:19,70
2024-11-27,16:05:19,58
2024-11-27,15:56:19,70
2024-11-27,15:55:19,71
2024-11-27,15:54:19,68
2024-11-27,15:53:19,66
2024-11-27,15:49:19,55
2024-11-27,15:50:19,61
2024-11-27,15:51:19,64
2024-11-27,15:52:19,64
2024-11-27,01:53:19,65
2024-11-27,01:55:19,61
2024-11-27,01:56:19,63
2024-11-27,01:59:19,76
2024-11-27,02:00:19,75
2024-11-27,02:01:19,77
2024-11-27,02:02:19,77
2024-11-27,02:03:19,75
2024-11-27,02:04:19,77
2024-11-27,02:05:19,78
2024-11-27,02:07:19,78
2024-11-27,02:08:19,73
2024-11-27,01:52:19,65
2024-11-27,02:09:19,73
2024-11-27,02:11:19,71
2024-11-27,02:12:19,71
2024-11-27,02:13:19,71
2024-11-27,02:14:19,70
2024-11-27,02:15:19,68
2024-11-27,02:16:19,70
2024-11-27,02:17:19,69
2024-11-27,02:18:19,70
2024-11-27,02:19:19,67
2024-11-27,02:20:19,69
2024-11-27,02:21:19,58
2024-11-27,02:10:19,71
2024-11-27,01:51:19,64
2024-11-27,01:50:19,62
2024-11-27,01:48:19,60
2024-11-27,01:24:20,88
2024-11-27,01:25:19,89
2024-11-27,01:26:19,80
2024-11-27,01:27:19,65
2024-11-27,01:28:19,56
2024-11-27,01:40:20,51
2024-11-27,01:41:19,54
2024-11-27,01:42:20,55
2024-11-27,01:43:19,58
2024-11-27,01:44:19,59
2024-11-27,01:46:19,61
2024-11-27,01:47:19,61
2024-11-28,22:20:00,286
2024-11-28,22:21:00,272
2024-11-28,22:22:00,261
2024-11-28,22:23:00,251
2024-11-28,22:24:00,243
2024-11-28,22:26:00,228
2024-11-28,22:27:00,222
2024-11-28,22:28:00,215
2024-11-28,22:29:00,209
2024-11-28,22:30:00,203
2024-11-28,22:32:00,193
2024-11-28,22:33:00,187
2024-11-28,22:34:00,182
2024-11-28,22:35:00,178
2024-11-28,22:36:00,173
2024-11-28,22:36:59,169
2024-11-28,22:37:59,165
2024-11-28,22:39:35,167
2024-11-28,22:40:35,167
2024-11-28,22:41:35,146
2024-11-28,22:42:35,127
2024-11-28,22:43:35,109
2024-11-28,22:44:35,94
2024-11-28,22:45:35,79
2024-11-28,22:46:35,66
2024-11-28,22:47:35,53
2024-11-28,22:18:00,326
2024-11-28,22:17:00,352
2024-11-28,22:16:00,372
2024-11-28,22:15:01,375
2024-11-28,15:23:35,613
2024-11-28,15:24:35,606
2024-11-29,09:27:26,58
2024-11-29,09:26:26,56
2024-12-01,23:18:20,76
2024-12-01,23:17:20,94
2024-12-01,23:16:20,114
2024-12-01,23:14:20,152
2024-12-01,23:13:20,164
2024-12-01,23:12:20,176
2024-12-01,23:10:20,202
2024-12-01,23:09:20,216
2024-12-01,23:19:20,59
2024-12-01,23:07:20,249
2024-12-01,23:05:20,292
2024-12-01,23:03:20,344
