TARİH,SAAT,CEH.3 ÜST1 SET ISI_FARK
2024-11-13,22:47:58,195
2024-11-13,22:49:57,167
2024-11-13,22:50:58,154
2024-11-13,22:54:57,106
2024-11-13,22:51:58,141
2024-11-13,22:55:58,95
2024-11-13,22:56:58,84
2024-11-13,22:57:58,74
2024-11-13,22:58:58,64
2024-11-13,22:59:58,54
2024-11-14,22:18:00,339
2024-11-14,22:19:00,296
2024-11-14,22:20:00,260
2024-11-14,22:21:00,230
2024-11-14,22:22:00,204
2024-11-14,22:23:00,182
2024-11-14,22:24:00,163
2024-11-14,22:25:00,144
2024-11-14,22:26:01,127
2024-11-14,22:27:00,111
2024-11-14,22:28:00,95
2024-11-14,22:29:00,80
2024-11-14,22:17:00,375
2024-11-14,22:30:00,66
2024-11-14,22:35:06,94
2024-11-14,22:36:05,111
2024-11-14,22:37:05,125
2024-11-14,22:38:06,137
2024-11-14,22:39:06,147
2024-11-14,22:40:06,157
2024-11-14,22:41:06,165
2024-11-14,22:43:06,181
2024-11-14,22:44:06,189
2024-11-14,22:45:06,195
2024-11-14,22:47:06,207
2024-11-14,22:31:00,53
2024-11-14,22:16:00,385
2024-11-14,22:15:00,386
2024-11-14,22:48:06,213
2024-11-14,22:50:06,223
2024-11-14,22:52:06,232
2024-11-14,22:53:06,236
2024-11-14,22:54:06,240
2024-11-14,22:55:06,244
2024-11-14,22:56:06,248
2024-11-14,22:57:06,252
2024-11-14,22:58:06,255
2024-11-14,22:59:06,259
2024-11-14,23:01:06,265
2024-11-14,23:02:06,268
2024-11-14,23:03:06,271
2024-11-14,23:04:06,274
2024-11-14,23:05:06,276
2024-11-14,23:09:06,287
2024-11-14,23:10:06,289
2024-11-14,23:11:06,291
2024-11-14,23:12:06,278
2024-11-14,23:13:06,246
2024-11-14,23:14:06,207
2024-11-14,23:18:06,112
2024-11-14,23:19:06,94
2024-11-14,23:20:06,78
2024-11-14,23:21:06,63
2024-11-14,22:51:06,227
2024-11-15,22:33:03,398
2024-11-15,22:35:03,350
2024-11-15,22:36:03,307
2024-11-15,22:37:03,270
2024-11-15,22:39:03,214
2024-11-15,22:40:03,192
2024-11-15,22:41:03,172
2024-11-15,22:42:03,154
2024-11-15,22:43:03,136
2024-11-15,22:44:03,120
2024-11-15,22:45:03,104
2024-11-15,22:46:03,89
2024-11-15,22:47:03,75
2024-11-15,22:48:02,61
2024-11-15,22:38:03,239
2024-11-18,22:29:00,113
2024-11-18,22:30:00,101
2024-11-18,22:31:01,90
2024-11-18,22:32:01,79
2024-11-18,22:33:01,69
2024-11-18,22:34:01,58
2024-11-18,22:28:00,126
2024-11-18,22:26:00,152
2024-11-18,22:23:00,195
2024-11-18,14:58:59,53
2024-11-18,15:00:58,58
2024-11-18,15:01:58,59
2024-11-18,15:02:58,61
2024-11-18,15:03:58,64
2024-11-18,15:04:58,66
2024-11-18,15:05:58,68
2024-11-18,15:06:58,71
2024-11-18,15:09:58,78
2024-11-18,15:10:58,80
2024-11-18,15:11:58,83
2024-11-18,15:13:58,87
2024-11-18,15:14:58,90
2024-11-18,15:15:58,91
2024-11-18,15:16:58,94
2024-11-18,15:17:58,96
2024-11-18,15:18:59,98
2024-11-18,15:19:59,101
2024-11-18,15:44:58,139
2024-11-18,15:45:59,141
2024-11-18,15:48:11,144
2024-11-18,22:10:01,494
2024-11-18,22:11:00,493
2024-11-18,22:12:00,486
2024-11-18,22:13:00,454
2024-11-18,15:43:59,138
2024-11-18,22:14:00,409
2024-11-18,22:16:00,334
2024-11-18,22:17:01,307
2024-11-18,22:18:00,284
2024-11-18,22:19:00,263
2024-11-18,22:20:00,245
2024-11-18,22:21:00,227
2024-11-18,22:22:00,210
2024-11-18,22:15:00,367
2024-11-18,22:25:00,166
2024-11-18,15:42:59,137
2024-11-18,15:40:58,133
2024-11-18,15:20:59,104
2024-11-18,15:21:59,104
2024-11-18,15:23:58,107
2024-11-18,15:24:59,108
2024-11-18,15:25:58,110
2024-11-18,15:26:59,111
2024-11-18,15:27:59,112
2024-11-18,15:41:58,135
2024-11-18,15:28:59,114
2024-11-18,15:32:59,120
2024-11-18,15:33:58,122
2024-11-18,15:34:58,124
2024-11-18,15:36:59,127
2024-11-18,15:37:59,129
2024-11-18,15:38:59,130
2024-11-18,15:39:58,132
2024-11-18,15:31:59,119
2024-11-19,22:17:00,384
2024-11-19,22:18:00,377
2024-11-19,22:19:00,369
2024-11-19,22:21:00,353
2024-11-19,22:22:00,346
2024-11-19,22:23:46,335
2024-11-19,22:24:47,325
2024-11-19,22:25:47,292
2024-11-19,22:29:46,173
2024-11-19,22:31:47,136
2024-11-19,22:32:46,119
2024-11-19,22:33:47,103
2024-11-19,22:34:46,88
2024-11-19,22:35:46,75
2024-11-19,22:36:46,62
2024-11-19,22:27:46,220
2024-11-20,23:31:00,55
2024-11-20,23:28:00,103
2024-11-20,23:27:00,122
2024-11-20,23:25:00,173
2024-11-20,22:32:10,371
2024-11-20,22:33:09,371
2024-11-20,22:34:09,356
2024-11-20,22:36:09,276
2024-11-20,22:37:09,242
2024-11-20,22:39:09,191
2024-11-20,22:40:09,171
2024-11-20,22:41:09,152
2024-11-20,22:42:09,135
2024-11-20,22:43:09,117
2024-11-20,22:44:09,101
2024-11-20,22:45:09,86
2024-11-20,22:46:09,72
2024-11-20,22:47:09,58
2024-11-20,23:21:01,255
2024-11-20,23:23:00,243
2024-11-20,23:24:00,208
2024-11-20,23:26:00,145
2024-11-21,15:00:36,52
2024-11-21,15:01:35,55
2024-11-21,15:02:35,58
2024-11-21,15:03:35,60
2024-11-21,15:04:35,63
2024-11-21,15:05:36,66
2024-11-21,15:06:35,68
2024-11-21,15:07:35,71
2024-11-21,15:08:35,74
2024-11-21,15:09:35,76
2024-11-21,15:11:35,81
2024-11-21,15:13:35,85
2024-11-21,10:43:22,52
2024-11-21,10:44:22,55
2024-11-21,10:46:22,61
2024-11-21,10:47:22,65
2024-11-21,10:48:22,67
2024-11-21,10:49:22,70
2024-11-21,10:50:22,74
2024-11-21,10:52:22,79
2024-11-21,10:53:22,82
2024-11-21,10:45:22,59
2024-11-21,15:14:35,88
2024-11-21,12:59:40,139
2024-11-21,13:00:40,133
2024-11-21,13:01:39,80
2024-11-21,15:15:36,90
2024-11-21,15:17:36,93
2024-11-21,22:30:01,61
2024-11-21,22:29:01,73
2024-11-21,22:27:01,98
2024-11-21,22:26:01,111
2024-11-21,22:10:01,454
2024-11-21,22:11:00,454
2024-11-21,22:12:00,445
2024-11-21,22:13:00,410
2024-11-21,22:14:00,365
2024-11-21,22:15:01,325
2024-11-21,22:16:01,293
2024-11-21,22:17:01,267
2024-11-21,22:19:01,225
2024-11-21,22:20:01,206
2024-11-21,22:21:01,188
2024-11-21,22:23:01,155
2024-11-21,22:24:01,140
2024-11-21,22:25:01,125
2024-11-21,17:19:36,70
2024-11-21,17:18:36,88
2024-11-21,15:49:36,147
2024-11-21,15:50:36,149
2024-11-21,15:51:36,150
2024-11-21,15:52:36,152
2024-11-21,15:53:36,153
2024-11-21,15:54:36,155
2024-11-21,15:57:35,160
2024-11-21,15:58:36,161
2024-11-21,15:59:35,163
2024-11-21,16:00:35,164
2024-11-21,16:01:36,166
2024-11-21,16:02:35,167
2024-11-21,16:04:35,170
2024-11-21,16:05:35,171
2024-11-21,16:06:35,173
2024-11-21,16:07:35,174
2024-11-21,16:08:36,176
2024-11-21,16:09:36,197
2024-11-21,16:10:36,198
2024-11-21,16:11:36,200
2024-11-21,16:13:36,202
2024-11-21,16:15:36,205
2024-11-21,16:16:36,206
2024-11-21,15:48:35,146
2024-11-21,16:17:36,208
2024-11-21,15:47:35,144
2024-11-21,15:45:36,141
2024-11-21,15:18:36,95
2024-11-21,15:19:36,97
2024-11-21,15:20:36,99
2024-11-21,15:21:36,100
2024-11-21,15:22:36,102
2024-11-21,15:23:36,104
2024-11-21,15:24:36,106
2024-11-21,15:26:36,109
2024-11-21,15:27:36,111
2024-11-21,15:29:36,114
2024-11-21,15:30:36,116
2024-11-21,15:32:36,119
2024-11-21,15:33:36,121
2024-11-21,15:34:35,123
2024-11-21,15:35:36,124
2024-11-21,15:36:36,126
2024-11-21,15:37:36,128
2024-11-21,15:38:36,129
2024-11-21,15:39:36,131
2024-11-21,15:41:36,134
2024-11-21,15:42:36,136
2024-11-21,15:43:36,138
2024-11-21,15:44:36,139
2024-11-21,15:46:36,142
2024-11-21,15:16:36,91
2024-11-21,16:18:36,209
2024-11-21,16:20:36,211
2024-11-21,16:51:35,249
2024-11-21,16:52:35,250
2024-11-21,16:53:36,251
2024-11-21,16:54:35,252
2024-11-21,16:55:35,253
2024-11-21,16:57:35,256
2024-11-21,16:58:35,257
2024-11-21,16:59:36,258
2024-11-21,17:00:35,259
2024-11-21,17:02:36,261
2024-11-21,17:03:36,262
2024-11-21,17:04:36,263
2024-11-21,17:05:36,264
2024-11-21,17:06:36,265
2024-11-21,17:07:36,266
2024-11-21,17:08:36,268
2024-11-21,17:09:36,269
2024-11-21,17:10:36,270
2024-11-21,17:12:36,261
2024-11-21,17:13:36,225
2024-11-21,17:14:36,186
2024-11-21,17:15:36,155
2024-11-21,17:17:36,108
2024-11-21,16:50:35,248
2024-11-21,16:19:36,210
2024-11-21,16:49:35,247
2024-11-21,16:47:36,244
2024-11-21,16:21:36,213
2024-11-21,16:22:36,214
2024-11-21,16:23:36,216
2024-11-21,16:24:36,217
2024-11-21,16:25:36,218
2024-11-21,16:26:36,219
2024-11-21,16:28:36,222
2024-11-21,16:29:36,223
2024-11-21,16:30:36,225
2024-11-21,16:31:36,226
2024-11-21,16:32:36,227
2024-11-21,16:33:36,228
2024-11-21,16:35:36,231
2024-11-21,16:36:36,232
2024-11-21,16:37:35,233
2024-11-21,16:38:36,234
2024-11-21,16:39:36,236
2024-11-21,16:40:35,237
2024-11-21,16:41:35,238
2024-11-21,16:43:36,240
2024-11-21,16:44:36,241
2024-11-21,16:45:35,242
2024-11-21,16:46:36,243
2024-11-21,16:48:35,246
2024-11-21,08:47:58,176
2024-11-21,08:48:57,164
2024-11-21,08:49:57,127
2024-11-21,08:50:57,91
2024-11-21,08:51:57,62
2024-11-24,22:26:00,317
2024-11-24,22:25:00,331
2024-11-24,22:24:00,345
2024-11-24,22:23:00,359
2024-11-24,22:22:00,374
2024-11-24,22:21:00,390
2024-11-24,22:20:00,406
2024-11-24,22:19:00,423
2024-11-24,22:18:00,440
2024-11-24,22:17:00,459
2024-11-24,22:27:00,305
2024-11-24,22:15:00,503
2024-11-24,22:13:00,560
2024-11-24,22:12:01,597
2024-11-24,22:11:00,644
2024-11-24,22:10:01,699
2024-11-24,22:09:00,758
2024-11-24,22:08:01,806
2024-11-24,22:07:00,828
2024-11-24,22:06:00,831
2024-11-24,22:05:01,831
2024-11-24,22:14:00,529
2024-11-24,22:28:00,292
2024-11-24,22:16:00,480
2024-11-24,22:31:00,256
2024-11-24,22:29:00,280
2024-11-24,22:54:01,58
2024-11-24,22:53:01,66
2024-11-24,22:52:01,74
2024-11-24,22:51:01,82
2024-11-24,22:50:01,91
2024-11-24,22:48:01,109
2024-11-24,22:47:01,118
2024-11-24,22:46:01,128
2024-11-24,22:45:01,138
2024-11-24,22:44:01,148
2024-11-24,22:49:01,100
2024-11-24,22:43:01,158
2024-11-24,22:32:00,245
2024-11-24,22:34:00,223
2024-11-24,22:35:00,212
2024-11-24,22:36:00,202
2024-11-24,22:38:01,203
2024-11-24,22:33:00,234
2024-11-24,22:40:01,197
2024-11-24,22:41:01,182
2024-11-24,22:42:01,169
2024-11-24,22:39:01,210
2024-11-25,22:16:00,395
2024-11-25,22:17:00,385
2024-11-25,22:18:00,349
2024-11-25,22:19:00,307
2024-11-25,22:20:00,271
2024-11-25,22:21:00,241
2024-11-25,22:22:00,217
2024-11-25,22:23:00,195
2024-11-25,22:24:00,176
2024-11-25,22:25:00,157
2024-11-25,22:26:00,140
2024-11-25,22:27:00,123
2024-11-25,22:28:00,108
2024-11-25,22:30:00,79
2024-11-25,22:31:00,66
2024-11-25,22:32:00,53
2024-11-26,22:31:00,134
2024-11-26,22:32:00,120
2024-11-26,22:33:00,106
2024-11-26,22:34:00,94
2024-11-26,22:35:00,81
2024-11-26,22:36:00,70
2024-11-26,22:37:00,59
2024-11-26,22:30:00,148
2024-11-26,22:28:00,178
2024-11-26,22:26:00,210
2024-11-26,22:27:00,193
2024-11-26,17:45:13,208
2024-11-26,22:15:01,479
2024-11-26,22:19:00,390
2024-11-26,22:20:00,349
2024-11-26,22:21:00,316
2024-11-26,22:22:00,289
2024-11-26,22:24:00,246
2024-11-26,22:25:00,227
2024-11-26,16:17:54,219
2024-11-26,16:18:53,201
2024-11-26,16:19:53,181
2024-11-26,16:20:53,165
2024-11-26,16:21:53,131
2024-11-26,16:23:53,70
2024-11-27,22:28:00,137
2024-11-27,22:29:01,122
2024-11-27,22:30:01,107
2024-11-27,22:31:01,93
2024-11-27,22:33:01,66
2024-11-27,22:34:01,54
2024-11-27,22:26:00,171
2024-11-27,22:25:01,189
2024-11-27,22:23:00,230
2024-11-27,22:24:00,209
2024-11-27,17:15:32,86
2024-11-27,22:15:01,420
2024-11-27,22:16:01,420
2024-11-27,22:17:00,416
2024-11-27,22:18:01,402
2024-11-27,22:19:01,364
2024-11-27,22:20:01,321
2024-11-27,22:21:00,284
2024-11-27,01:24:20,56
2024-11-27,01:25:19,56
2024-11-28,22:20:00,387
2024-11-28,22:21:00,384
2024-11-28,22:22:00,382
2024-11-28,22:23:00,378
2024-11-28,22:24:00,376
2024-11-28,22:26:00,371
2024-11-28,22:27:00,368
2024-11-28,22:28:00,365
2024-11-28,22:29:00,363
2024-11-28,22:30:00,360
2024-11-28,22:32:00,355
2024-11-28,22:33:00,353
2024-11-28,22:34:00,350
2024-11-28,22:35:00,348
2024-11-28,22:36:00,345
2024-11-28,22:36:59,343
2024-11-28,22:37:59,341
2024-11-28,22:39:35,335
2024-11-28,22:40:35,307
2024-11-28,22:41:35,264
2024-11-28,22:42:35,228
2024-11-28,22:43:35,200
2024-11-28,22:44:35,177
2024-11-28,22:45:35,157
2024-11-28,22:46:35,139
2024-11-28,22:47:35,121
2024-11-28,22:48:35,105
2024-11-28,22:18:00,392
2024-11-28,22:17:00,393
2024-11-28,22:16:00,395
2024-11-28,22:15:01,395
2024-11-28,22:49:35,89
2024-11-28,22:50:35,75
2024-12-01,23:18:20,65
2024-12-01,23:17:20,82
2024-12-01,23:16:20,102
2024-12-01,23:14:20,146
2024-12-01,23:13:20,157
2024-12-01,23:12:20,169
2024-12-01,23:10:20,194
2024-12-01,23:09:20,207
2024-12-01,23:07:20,240
2024-12-01,23:05:20,288
2024-12-01,23:03:20,353
2024-12-01,22:21:00,352
2024-12-01,22:20:00,365
2024-12-01,22:19:00,379
2024-12-01,22:18:00,393
2024-12-01,22:16:00,423
2024-12-01,22:15:00,439
2024-12-01,22:14:00,456
2024-12-01,22:13:00,474
2024-12-01,22:12:00,494
2024-12-01,22:11:00,516
2024-12-01,22:10:00,541
2024-12-01,22:07:00,652
2024-12-01,22:06:00,705
2024-12-01,22:05:00,760
2024-12-01,22:04:00,805
2024-12-01,22:03:00,825
2024-12-01,22:02:00,828
2024-12-01,22:01:00,828
2024-12-01,23:04:20,321
2024-12-01,22:22:00,340
2024-12-01,22:23:00,328
2024-12-01,22:09:00,571
2024-12-01,22:25:00,305
2024-12-01,23:02:20,365
2024-12-01,22:24:00,316
2024-12-01,23:01:20,360
2024-12-01,22:45:14,164
2024-12-01,22:44:14,161
2024-12-01,22:42:00,158
2024-12-01,22:41:00,164
2024-12-01,22:40:00,171
2024-12-01,22:39:00,177
2024-12-01,22:43:00,152
2024-12-01,22:37:00,190
2024-12-01,22:36:00,197
2024-12-01,22:35:00,206
2024-12-01,22:34:00,215
2024-12-01,22:32:00,234
2024-12-01,22:30:00,253
2024-12-01,22:28:00,273
2024-12-01,22:38:00,184
2024-12-01,22:26:00,294
2024-12-01,22:27:00,283
2024-12-02,22:37:27,397
2024-12-02,22:38:27,377
2024-12-02,22:39:27,337
2024-12-02,22:40:27,295
2024-12-02,22:41:27,262
2024-12-02,22:42:27,234
2024-12-02,22:43:27,211
2024-12-02,22:44:27,191
2024-12-02,22:45:27,172
2024-12-02,22:46:27,155
2024-12-02,22:47:27,139
2024-12-02,22:48:27,124
2024-12-02,22:49:27,109
2024-12-02,22:52:27,69
2024-12-02,22:50:27,95
2024-12-02,22:53:27,57
2024-12-02,22:51:27,82
2024-12-03,22:19:00,176
2024-12-03,22:20:00,159
2024-12-03,22:21:00,143
2024-12-03,22:22:00,127
2024-12-03,22:24:00,98
2024-12-03,22:25:00,85
2024-12-03,22:26:01,73
2024-12-03,22:27:01,61
2024-12-03,22:18:00,195
2024-12-03,22:17:00,215
2024-12-03,22:16:00,238
2024-12-03,22:15:01,266
2024-12-03,22:11:01,388
2024-12-03,22:13:00,344
2024-12-03,22:14:00,302
2024-12-04,22:20:00,400
2024-12-04,22:40:42,414
2024-12-04,22:49:02,417
2024-12-04,22:50:01,407
2024-12-04,22:51:01,373
2024-12-04,22:52:01,331
2024-12-04,22:53:01,295
2024-12-04,22:54:01,266
2024-12-04,22:55:02,243
2024-12-04,22:56:01,223
2024-12-04,22:57:01,204
2024-12-04,22:58:01,187
2024-12-04,22:59:01,171
2024-12-04,23:00:02,156
2024-12-04,23:01:01,142
2024-12-04,23:02:01,128
2024-12-04,23:03:01,116
2024-12-04,23:06:01,81
2024-12-04,23:07:01,71
2024-12-04,23:08:01,61
2024-12-04,23:09:01,52
2024-12-04,08:11:16,176
2024-12-04,08:12:16,152
2024-12-04,08:13:16,114
2024-12-04,08:15:17,55
2024-12-05,22:12:00,345
2024-12-05,22:13:00,311
2024-12-05,22:15:00,236
2024-12-05,22:16:00,208
2024-12-05,22:18:00,165
2024-12-05,22:19:00,147
2024-12-05,22:20:00,130
2024-12-05,22:21:00,114
2024-12-05,22:22:00,119
2024-12-05,22:23:00,105
2024-12-05,22:24:00,91
2024-12-05,22:26:00,66
2024-12-05,22:11:00,356
2024-12-05,22:27:00,54
2024-12-05,22:10:01,356
2024-12-09,22:26:29,373
2024-12-09,22:27:29,371
2024-12-09,22:29:29,310
2024-12-09,22:31:29,240
2024-12-09,22:32:29,215
2024-12-09,22:33:29,194
2024-12-09,22:34:28,175
2024-12-09,22:35:29,158
2024-12-09,22:36:28,141
2024-12-09,22:37:29,125
2024-12-09,22:38:29,110
2024-12-09,22:39:29,96
2024-12-09,22:40:29,82
2024-12-09,22:41:29,69
2024-12-10,22:26:01,372
2024-12-10,22:51:07,407
2024-12-10,22:52:07,395
2024-12-10,22:53:07,359
2024-12-10,22:54:07,317
2024-12-10,22:55:07,282
2024-12-10,22:56:07,253
2024-12-10,22:58:08,209
2024-12-10,22:59:08,190
2024-12-10,23:00:08,173
2024-12-10,23:01:08,157
2024-12-10,23:02:08,142
2024-12-10,23:04:08,113
2024-12-10,23:03:08,127
2024-12-10,23:05:08,100
2024-12-10,23:06:08,87
2024-12-10,23:07:07,75
2024-12-10,23:08:08,64
2024-12-10,23:09:08,53
2024-12-11,14:35:47,62
2024-12-11,14:36:47,59
2024-12-11,22:22:00,128
2024-12-11,22:23:00,114
2024-12-11,22:24:00,100
2024-12-11,22:26:00,73
2024-12-11,22:27:00,62
2024-12-11,22:21:00,144
2024-12-11,22:20:00,160
2024-12-11,22:18:00,196
2024-12-11,22:19:00,177
2024-12-11,22:11:00,388
2024-12-11,22:12:00,378
2024-12-11,22:13:00,344
2024-12-11,22:14:00,302
2024-12-11,22:17:00,216
2024-12-11,00:28:43,89
2024-12-11,00:29:42,85
2024-12-11,00:30:42,52
2024-12-12,22:15:01,380
2024-12-12,22:16:00,379
2024-12-12,22:17:00,369
2024-12-12,22:19:00,294
2024-12-12,22:20:00,259
2024-12-12,22:21:00,230
2024-12-12,22:22:00,206
2024-12-12,22:23:00,186
2024-12-12,22:24:00,167
2024-12-12,22:25:00,150
2024-12-12,22:26:00,133
2024-12-12,22:27:00,118
