TARİH,SAAT,CEH.2 ÜST2 SET ISI_FARK
2024-12-11,22:14:00,309
2024-12-11,22:17:00,231
2024-12-11,00:28:43,75
2024-12-11,00:29:42,74
2024-12-11,00:30:42,53
2024-12-12,22:15:01,363
2024-12-12,22:16:00,363
2024-12-12,22:17:00,356
2024-12-12,22:19:00,302
2024-12-12,22:20:00,273
2024-12-12,22:21:00,248
2024-12-12,22:22:00,226
2024-12-12,22:23:00,206
2024-12-12,22:24:00,188
2024-12-12,22:25:00,171
2024-12-12,22:26:00,155
2024-12-12,22:27:00,140
2024-12-12,22:28:00,125
2024-12-12,22:31:00,85
2024-12-12,22:32:00,72
2024-12-12,22:33:00,60
2024-12-12,22:30:00,98
2024-12-16,10:15:09,53
2024-12-16,22:12:00,358
2024-12-16,22:15:00,275
2024-12-16,22:16:00,250
2024-12-16,22:17:00,229
2024-12-16,22:19:01,192
2024-12-16,22:20:00,175
2024-12-16,22:21:00,159
2024-12-16,22:22:01,143
2024-12-16,22:23:01,129
2024-12-16,22:25:01,101
2024-12-16,22:27:01,75
2024-12-16,22:29:01,52
2024-12-16,22:11:00,364
2024-12-16,22:10:01,366
2024-12-16,09:39:08,66
2024-12-16,09:40:09,57
2024-12-16,09:29:09,100
2024-12-16,09:28:09,100
2024-12-16,09:31:09,61
2024-12-17,22:27:03,240
2024-12-17,22:28:03,220
2024-12-17,22:29:03,202
2024-12-17,22:30:03,185
2024-12-17,22:31:03,169
2024-12-17,22:32:03,153
2024-12-17,22:33:03,138
2024-12-17,22:34:03,124
2024-12-17,22:35:03,110
2024-12-17,22:36:03,97
2024-12-17,22:38:03,72
2024-12-17,22:26:03,262
2024-12-17,22:39:03,60
2024-12-17,22:25:03,288
2024-12-17,22:23:03,349
2024-12-17,22:24:03,317
2024-12-17,17:31:27,67
2024-12-17,22:20:03,380
2024-12-17,22:21:03,380
2024-12-17,22:22:03,373
2024-12-17,08:40:27,60
2024-12-17,08:15:28,170
2024-12-17,08:16:27,169
2024-12-17,08:18:28,65
2024-12-18,22:37:16,400
2024-12-18,22:39:17,387
2024-12-18,22:40:17,360
2024-12-18,22:41:17,328
2024-12-18,22:44:17,253
2024-12-18,22:45:17,234
2024-12-18,22:47:16,200
2024-12-18,22:48:17,183
2024-12-18,22:49:16,168
2024-12-18,22:51:16,139
2024-12-18,22:52:16,125
2024-12-18,22:53:16,111
2024-12-18,22:54:17,99
2024-12-18,22:55:16,86
2024-12-18,22:57:16,63
2024-12-18,22:42:17,299
2024-12-18,22:58:16,52
2024-12-18,04:27:27,64
2024-12-18,04:30:35,73
2024-12-18,04:32:35,60
2024-12-18,07:45:16,209
2024-12-18,07:46:16,194
2024-12-18,07:47:16,167
2024-12-18,07:43:16,212
2024-12-18,07:49:16,118
2024-12-18,07:50:16,98
2024-12-18,07:51:16,80
2024-12-18,07:52:16,63
2024-12-18,07:48:16,141
2024-12-19,22:48:43,378
2024-12-19,22:49:42,378
2024-12-19,22:50:42,363
2024-12-19,22:51:42,333
2024-12-19,22:53:42,274
2024-12-19,22:54:42,250
2024-12-19,22:55:42,229
2024-12-19,22:56:42,210
2024-12-19,22:57:42,193
2024-12-19,22:58:42,176
2024-12-19,22:59:42,160
2024-12-19,23:00:42,145
2024-12-19,23:01:42,130
2024-12-19,23:03:42,102
2024-12-19,23:04:42,89
2024-12-19,23:06:42,63
2024-12-19,23:05:42,76
2024-12-19,03:46:48,200
2024-12-19,03:47:48,193
2024-12-19,03:48:48,169
2024-12-19,03:49:48,140
2024-12-19,03:50:48,115
2024-12-19,03:52:47,73
2024-12-19,03:45:48,200
2024-12-19,03:08:24,133
2024-12-19,07:41:37,51
2024-12-19,06:11:24,162
2024-12-19,07:30:37,265
2024-12-19,07:31:38,247
2024-12-19,07:32:37,218
2024-12-19,07:34:37,166
2024-12-19,07:35:37,145
2024-12-19,07:36:37,126
2024-12-19,07:37:37,109
2024-12-19,07:39:37,79
2024-12-19,07:40:37,64
2024-12-19,07:29:38,267
2024-12-23,22:49:27,431
2024-12-23,22:50:26,430
2024-12-23,22:51:26,419
2024-12-23,22:52:26,393
2024-12-23,22:53:26,361
2024-12-23,22:54:26,332
2024-12-23,22:55:26,306
2024-12-23,22:56:26,284
2024-12-23,22:57:26,265
2024-12-23,22:58:26,246
2024-12-23,23:00:26,213
2024-12-23,23:01:26,198
2024-12-23,23:02:27,183
2024-12-23,23:03:26,168
2024-12-23,23:04:26,155
2024-12-23,23:05:26,141
2024-12-23,23:06:26,128
2024-12-23,23:08:26,103
2024-12-23,23:09:27,92
2024-12-23,23:10:26,80
2024-12-23,23:11:26,69
2024-12-23,23:12:26,59
2024-12-24,22:23:00,124
2024-12-24,22:25:00,96
2024-12-24,22:26:00,83
2024-12-24,22:27:00,70
2024-12-24,22:28:00,57
2024-12-24,22:20:00,170
2024-12-24,22:18:00,205
2024-12-24,22:15:00,270
2024-12-24,22:16:00,245
2024-12-24,22:10:01,360
2024-12-24,22:12:00,353
2024-12-24,22:14:00,299
2024-12-25,22:39:25,88
2024-12-25,22:40:25,85
2024-12-25,22:41:25,73
2024-12-25,22:42:25,62
2024-12-25,22:43:26,52
2024-12-26,22:55:04,87
2024-12-26,17:00:51,132
2024-12-26,22:34:04,436
2024-12-26,22:35:04,440
2024-12-26,22:36:04,435
2024-12-26,22:37:04,412
2024-12-26,22:38:04,379
2024-12-26,22:40:04,320
2024-12-26,22:41:04,297
2024-12-26,22:42:04,276
2024-12-26,22:43:04,257
2024-12-26,22:44:04,240
2024-12-26,22:45:04,223
2024-12-26,22:47:04,192
2024-12-26,22:48:04,177
2024-12-26,22:49:04,163
2024-12-26,22:50:04,149
2024-12-26,22:53:04,110
2024-12-26,22:39:04,347
2024-12-26,22:54:04,98
2024-12-26,22:58:04,55
2024-12-26,22:57:04,66
2024-12-30,16:41:17,520
2024-12-30,16:42:16,521
