TARİH,SAAT,CEH.1 ALT1 SET ISI_FARK
2024-11-11,17:02:44,115
2024-11-11,17:03:44,116
2024-11-11,17:04:44,112
2024-11-11,17:05:44,111
2024-11-11,17:07:44,108
2024-11-11,17:08:44,109
2024-11-11,17:09:44,107
2024-11-11,17:10:44,109
2024-11-11,17:11:44,109
2024-11-11,17:12:44,111
2024-11-11,17:13:44,113
2024-11-11,17:14:44,112
2024-11-11,17:15:44,114
2024-11-11,17:16:44,111
2024-11-11,17:17:44,109
2024-11-11,17:19:44,86
2024-11-11,17:21:44,68
2024-11-11,17:22:44,60
2024-11-11,17:23:44,56
2024-11-11,17:24:44,54
2024-11-11,17:25:44,53
2024-11-11,17:00:44,109
2024-11-11,16:59:44,106
2024-11-11,16:58:44,112
2024-11-11,16:56:44,120
2024-11-11,16:26:44,60
2024-11-11,16:39:44,67
2024-11-11,16:41:44,62
2024-11-11,16:42:44,71
2024-11-11,16:44:44,84
2024-11-11,16:45:44,89
2024-11-11,16:46:44,95
2024-11-11,16:47:44,105
2024-11-11,16:48:44,111
2024-11-11,16:49:45,114
2024-11-11,16:50:44,122
2024-11-11,16:51:44,123
2024-11-11,16:52:44,127
2024-11-11,16:53:44,124
2024-11-11,16:54:44,124
2024-11-11,16:55:44,119
2024-11-11,16:43:44,66
2024-11-11,16:24:44,59
2024-11-11,22:35:48,302
2024-11-11,22:38:47,289
2024-11-11,22:39:47,273
2024-11-11,22:40:47,258
2024-11-11,22:41:47,243
2024-11-11,22:42:47,229
2024-11-11,22:44:47,203
2024-11-11,22:45:47,191
2024-11-11,22:47:47,168
2024-11-11,22:48:47,157
2024-11-11,22:49:47,147
2024-11-11,22:50:47,136
2024-11-11,22:51:47,126
2024-11-11,22:52:47,116
2024-11-11,22:36:47,306
2024-11-11,22:53:47,106
2024-11-11,22:55:47,88
2024-11-11,22:56:47,79
2024-11-11,22:57:47,72
2024-11-11,23:17:28,150
2024-11-11,23:18:27,154
2024-11-11,23:19:27,156
2024-11-11,23:20:27,155
2024-11-11,23:21:27,127
2024-11-11,23:22:27,86
2024-11-11,22:54:47,97
2024-11-11,14:05:44,148
2024-11-11,16:23:44,60
2024-11-11,16:21:44,61
2024-11-11,14:45:44,79
2024-11-11,14:46:44,77
2024-11-11,14:47:44,79
2024-11-11,14:48:44,75
2024-11-11,14:49:44,79
2024-11-11,14:50:44,81
2024-11-11,14:51:44,81
2024-11-11,14:52:44,77
2024-11-11,14:53:44,72
2024-11-11,14:54:44,80
2024-11-11,14:55:44,82
2024-11-11,14:56:44,84
2024-11-11,14:57:44,82
2024-11-11,14:58:44,79
2024-11-11,15:00:44,76
2024-11-11,15:01:44,84
2024-11-11,15:02:44,83
2024-11-11,15:04:44,75
2024-11-11,15:05:44,70
2024-11-11,15:07:44,63
2024-11-11,15:08:44,67
2024-11-11,15:09:44,69
2024-11-11,15:10:44,82
2024-11-11,15:11:44,86
2024-11-11,15:13:44,104
2024-11-11,14:44:44,77
2024-11-11,14:43:44,78
2024-11-11,14:40:44,74
2024-11-11,14:39:45,72
2024-11-11,14:07:44,143
2024-11-11,14:08:44,146
2024-11-11,14:09:44,140
2024-11-11,14:10:44,137
2024-11-11,14:11:44,132
2024-11-11,14:12:44,127
2024-11-11,14:13:44,121
2024-11-11,14:15:44,108
2024-11-11,14:16:44,99
2024-11-11,14:17:44,97
2024-11-11,14:18:44,91
2024-11-11,14:19:44,93
2024-11-11,15:14:44,101
2024-11-11,14:21:44,91
2024-11-11,14:25:44,85
2024-11-11,14:27:44,79
2024-11-11,14:28:44,75
2024-11-11,14:29:44,78
2024-11-11,14:30:44,70
2024-11-11,14:31:44,77
2024-11-11,14:32:44,75
2024-11-11,14:33:44,77
2024-11-11,14:34:44,79
2024-11-11,14:35:44,75
2024-11-11,14:36:44,74
2024-11-11,14:38:44,74
2024-11-11,14:24:44,92
2024-11-11,16:22:44,62
2024-11-11,15:15:44,110
2024-11-11,15:17:44,115
2024-11-11,15:53:44,52
2024-11-11,15:55:44,51
2024-11-11,15:56:44,52
2024-11-11,15:59:44,53
2024-11-11,16:10:44,51
2024-11-11,16:11:44,52
2024-11-11,16:16:44,52
2024-11-11,16:17:44,59
2024-11-11,16:18:44,63
2024-11-11,16:19:44,63
2024-11-11,16:20:44,62
2024-11-11,15:52:44,51
2024-11-11,15:51:44,53
2024-11-11,15:49:44,56
2024-11-11,15:18:44,117
2024-11-11,15:19:44,118
2024-11-11,15:20:44,123
2024-11-11,15:21:44,123
2024-11-11,15:22:44,130
2024-11-11,15:23:44,128
2024-11-11,15:25:45,135
2024-11-11,15:26:44,135
2024-11-11,15:27:44,136
2024-11-11,15:29:44,111
2024-11-11,15:30:44,99
2024-11-11,15:31:44,93
2024-11-11,15:16:44,107
2024-11-11,15:32:44,87
2024-11-11,15:35:44,69
2024-11-11,15:36:44,70
2024-11-11,15:38:44,68
2024-11-11,15:39:44,67
2024-11-11,15:40:44,63
2024-11-11,15:41:44,63
2024-11-11,15:43:44,56
2024-11-11,15:44:44,57
2024-11-11,15:45:44,51
2024-11-11,15:46:44,53
2024-11-11,15:47:44,53
2024-11-11,15:48:44,52
2024-11-11,15:34:44,74
2024-11-11,03:11:45,166
2024-11-11,03:14:44,169
2024-11-11,03:15:44,170
2024-11-11,03:16:44,170
2024-11-11,03:17:44,171
2024-11-11,03:18:44,171
2024-11-11,03:19:44,158
2024-11-11,03:20:44,115
2024-11-11,03:21:44,70
2024-11-11,03:10:44,164
2024-11-11,03:09:45,163
2024-11-11,03:07:44,159
2024-11-11,02:39:44,138
2024-11-11,02:40:44,139
2024-11-11,02:41:44,140
2024-11-11,02:42:44,141
2024-11-11,02:43:44,142
2024-11-11,02:45:44,144
2024-11-11,02:46:44,144
2024-11-11,02:47:44,145
2024-11-11,02:48:44,146
2024-11-11,02:49:44,147
2024-11-11,02:50:44,147
2024-11-11,02:53:44,148
2024-11-11,02:54:44,149
2024-11-11,02:55:44,150
2024-11-11,02:56:44,151
2024-11-11,02:57:44,152
2024-11-11,02:58:44,153
2024-11-11,02:59:44,154
2024-11-11,03:00:45,155
2024-11-11,03:01:44,155
2024-11-11,03:02:45,157
2024-11-11,03:03:45,158
2024-11-11,03:04:44,157
2024-11-11,03:05:45,157
2024-11-11,03:06:44,157
2024-11-11,03:08:45,161
2024-11-11,02:38:44,137
2024-11-11,02:35:44,136
2024-11-11,02:34:44,135
2024-11-11,02:33:44,135
2024-11-11,02:19:45,130
2024-11-11,02:20:44,129
2024-11-11,02:21:44,131
2024-11-11,02:22:44,135
2024-11-11,02:23:44,135
2024-11-11,02:24:44,139
2024-11-11,02:25:44,143
2024-11-11,02:27:44,148
2024-11-11,02:28:44,148
2024-11-11,02:29:44,141
2024-11-11,02:30:44,137
2024-11-11,02:31:44,136
2024-11-11,02:32:44,135
2024-11-11,02:37:44,137
2024-11-12,22:41:03,240
2024-11-12,22:42:03,193
2024-11-12,22:43:03,153
2024-11-12,22:44:03,123
2024-11-12,22:46:03,77
2024-11-12,22:47:03,59
2024-11-13,22:38:57,294
2024-11-13,22:39:57,265
2024-11-13,22:40:57,218
2024-11-13,22:41:57,176
2024-11-13,22:43:58,115
2024-11-13,22:44:58,92
2024-11-13,22:45:58,74
2024-11-13,22:46:58,56
2024-11-14,22:18:00,238
2024-11-14,22:19:00,192
2024-11-14,22:20:00,152
2024-11-14,22:21:00,121
2024-11-14,22:22:00,95
2024-11-14,22:23:00,74
2024-11-14,22:24:00,55
2024-11-14,22:17:00,272
2024-11-14,22:39:06,58
2024-11-14,22:40:06,65
2024-11-14,22:41:06,72
2024-11-14,22:43:06,84
2024-11-14,22:44:06,89
2024-11-14,22:45:06,94
2024-11-14,22:47:06,103
2024-11-14,22:16:00,277
2024-11-14,22:15:00,273
2024-11-14,22:48:06,108
2024-11-14,22:50:06,115
2024-11-14,22:52:06,122
2024-11-14,22:53:06,125
2024-11-14,22:54:06,127
2024-11-14,22:55:06,130
2024-11-14,22:56:06,133
2024-11-14,22:57:06,136
2024-11-14,22:58:06,139
2024-11-14,22:59:06,141
2024-11-14,23:01:06,147
2024-11-14,23:02:06,150
2024-11-14,23:03:06,152
2024-11-14,23:04:06,154
2024-11-14,23:05:06,157
2024-11-14,23:09:06,166
2024-11-14,23:10:06,167
2024-11-14,23:11:06,169
2024-11-14,23:12:06,153
2024-11-14,23:13:06,107
2024-11-14,23:14:06,71
2024-11-14,22:51:06,119
2024-11-15,22:33:03,291
2024-11-15,22:35:03,250
2024-11-15,22:36:03,203
2024-11-15,22:37:03,163
2024-11-15,22:39:03,105
2024-11-15,22:40:03,84
2024-11-15,22:41:03,65
2024-11-15,22:38:03,131
2024-11-15,00:51:48,58
2024-11-15,00:52:48,79
2024-11-15,00:53:48,76
2024-11-15,00:54:48,64
2024-11-15,00:55:49,58
2024-11-18,14:57:58,68
2024-11-18,14:58:59,63
2024-11-18,15:00:58,72
2024-11-18,15:01:58,67
2024-11-18,15:02:58,82
2024-11-18,15:03:58,72
2024-11-18,15:04:58,71
2024-11-18,15:05:58,78
2024-11-18,15:06:58,68
2024-11-18,15:09:58,74
2024-11-18,15:10:58,88
2024-11-18,15:11:58,79
2024-11-18,15:13:58,85
2024-11-18,15:14:58,76
2024-11-18,15:15:58,83
2024-11-18,14:56:58,65
2024-11-18,14:55:59,73
2024-11-18,14:54:58,74
2024-11-18,14:53:58,75
2024-11-18,15:16:58,100
2024-11-18,14:50:58,65
2024-11-18,14:51:59,66
2024-11-18,14:52:58,74
2024-11-18,15:17:58,107
2024-11-18,15:18:59,113
2024-11-18,15:19:59,114
2024-11-18,15:44:58,113
2024-11-18,15:45:59,115
2024-11-18,15:48:11,119
2024-11-18,22:10:01,366
2024-11-18,22:11:00,366
2024-11-18,22:12:00,358
2024-11-18,22:13:00,323
2024-11-18,15:43:59,110
2024-11-18,22:14:00,272
2024-11-18,22:16:00,184
2024-11-18,22:17:01,153
2024-11-18,22:18:00,127
2024-11-18,22:19:00,105
2024-11-18,22:20:00,85
2024-11-18,22:21:00,66
2024-11-18,22:15:00,224
2024-11-18,15:42:59,105
2024-11-18,15:40:58,104
2024-11-18,15:20:59,117
2024-11-18,15:21:59,112
2024-11-18,15:23:58,103
2024-11-18,15:24:59,101
2024-11-18,15:25:58,101
2024-11-18,15:26:59,101
2024-11-18,15:27:59,101
2024-11-18,15:41:58,105
2024-11-18,15:28:59,101
2024-11-18,15:32:59,99
2024-11-18,15:33:58,100
2024-11-18,15:34:58,101
2024-11-18,15:36:59,101
2024-11-18,15:37:59,102
2024-11-18,15:38:59,103
2024-11-18,15:39:58,103
2024-11-18,15:31:59,100
2024-11-19,22:17:00,272
2024-11-19,22:18:00,272
2024-11-19,22:19:00,271
2024-11-19,22:21:00,269
2024-11-19,22:22:00,267
2024-11-19,22:23:46,263
2024-11-19,22:24:47,255
2024-11-19,22:25:47,218
2024-11-19,22:29:46,63
2024-11-19,22:27:46,125
2024-11-20,23:25:00,60
2024-11-20,22:32:10,298
2024-11-20,22:33:09,298
2024-11-20,22:34:09,284
2024-11-20,22:36:09,189
2024-11-20,22:37:09,146
2024-11-20,22:39:09,85
2024-11-20,22:40:09,61
2024-11-20,23:21:01,165
2024-11-20,23:23:00,148
2024-11-20,23:24:00,105
2024-11-21,14:50:36,66
2024-11-21,14:51:36,76
2024-11-21,14:52:36,80
2024-11-21,14:53:36,83
2024-11-21,14:54:35,85
2024-11-21,14:55:35,87
2024-11-21,14:56:36,91
2024-11-21,14:57:36,94
2024-11-21,14:58:36,98
2024-11-21,14:59:35,101
2024-11-21,15:00:36,103
2024-11-21,15:01:35,104
2024-11-21,15:02:35,106
2024-11-21,15:03:35,108
2024-11-21,15:04:35,110
2024-11-21,15:05:36,111
2024-11-21,15:06:35,113
2024-11-21,15:07:35,116
2024-11-21,15:08:35,119
2024-11-21,15:09:35,120
2024-11-21,15:11:35,124
2024-11-21,15:13:35,127
2024-11-21,14:49:36,52
2024-11-21,10:34:21,56
2024-11-21,10:35:21,76
2024-11-21,10:38:21,83
2024-11-21,10:39:21,78
2024-11-21,10:41:21,81
2024-11-21,10:42:21,90
2024-11-21,10:43:22,92
2024-11-21,10:44:22,94
2024-11-21,10:46:22,102
2024-11-21,10:47:22,113
2024-11-21,10:48:22,116
2024-11-21,10:49:22,117
2024-11-21,10:50:22,124
2024-11-21,10:52:22,124
2024-11-21,10:53:22,126
2024-11-21,10:55:22,74
2024-11-21,10:45:22,104
2024-11-21,15:14:35,129
2024-11-21,12:59:40,112
2024-11-21,13:00:40,109
2024-11-21,13:01:39,76
2024-11-21,15:15:36,130
2024-11-21,15:17:36,114
2024-11-21,22:10:01,319
2024-11-21,22:11:00,320
2024-11-21,22:12:00,311
2024-11-21,22:13:00,273
2024-11-21,22:14:00,221
2024-11-21,22:15:01,175
2024-11-21,22:16:01,139
2024-11-21,22:17:01,109
2024-11-21,22:19:01,63
2024-11-21,15:49:36,123
2024-11-21,15:50:36,123
2024-11-21,15:51:36,123
2024-11-21,15:52:36,125
2024-11-21,15:53:36,125
2024-11-21,15:54:36,126
2024-11-21,15:57:35,127
2024-11-21,15:58:36,127
2024-11-21,15:59:35,129
2024-11-21,16:00:35,130
2024-11-21,16:01:36,130
2024-11-21,16:02:35,131
2024-11-21,16:04:35,133
2024-11-21,16:05:35,135
2024-11-21,16:06:35,135
2024-11-21,16:07:35,137
2024-11-21,16:08:36,136
2024-11-21,16:09:36,137
2024-11-21,16:10:36,138
2024-11-21,16:11:36,139
2024-11-21,16:13:36,141
2024-11-21,16:15:36,143
2024-11-21,16:16:36,144
2024-11-21,15:48:35,123
2024-11-21,16:17:36,144
2024-11-21,15:47:35,122
2024-11-21,15:45:36,121
2024-11-21,15:18:36,111
2024-11-21,15:19:36,108
2024-11-21,15:20:36,108
2024-11-21,15:21:36,107
2024-11-21,15:22:36,108
2024-11-21,15:23:36,109
2024-11-21,15:24:36,110
2024-11-21,15:26:36,112
2024-11-21,15:27:36,113
2024-11-21,15:29:36,114
2024-11-21,15:30:36,116
2024-11-21,15:32:36,117
2024-11-21,15:33:36,117
2024-11-21,15:34:35,118
2024-11-21,15:35:36,119
2024-11-21,15:36:36,120
2024-11-21,15:37:36,120
2024-11-21,15:38:36,120
2024-11-21,15:39:36,119
2024-11-21,15:41:36,118
2024-11-21,15:42:36,119
2024-11-21,15:43:36,119
2024-11-21,15:44:36,120
2024-11-21,15:46:36,121
2024-11-21,15:16:36,120
2024-11-21,16:18:36,144
2024-11-21,16:20:36,147
2024-11-21,16:51:35,172
2024-11-21,16:52:35,173
2024-11-21,16:53:36,173
2024-11-21,16:54:35,174
2024-11-21,16:55:35,175
2024-11-21,16:57:35,176
2024-11-21,16:58:35,177
2024-11-21,16:59:36,178
2024-11-21,17:00:35,177
2024-11-21,17:02:36,177
2024-11-21,17:03:36,177
2024-11-21,17:04:36,178
2024-11-21,17:05:36,179
2024-11-21,17:06:36,180
2024-11-21,17:07:36,181
2024-11-21,17:08:36,182
2024-11-21,17:09:36,184
2024-11-21,17:10:36,185
2024-11-21,17:12:36,175
2024-11-21,17:13:36,133
2024-11-21,17:14:36,84
2024-11-21,16:50:35,171
2024-11-21,16:19:36,146
2024-11-21,16:49:35,170
2024-11-21,16:47:36,169
2024-11-21,16:21:36,148
2024-11-21,16:22:36,149
2024-11-21,16:23:36,150
2024-11-21,16:24:36,150
2024-11-21,16:25:36,150
2024-11-21,16:26:36,150
2024-11-21,16:28:36,150
2024-11-21,16:29:36,150
2024-11-21,16:30:36,151
2024-11-21,16:31:36,153
2024-11-21,16:32:36,155
2024-11-21,16:33:36,156
2024-11-21,16:35:36,158
2024-11-21,16:36:36,159
2024-11-21,16:37:35,160
2024-11-21,16:38:36,161
2024-11-21,16:39:36,162
2024-11-21,16:40:35,163
2024-11-21,16:41:35,164
2024-11-21,16:43:36,165
2024-11-21,16:44:36,166
2024-11-21,16:45:35,167
2024-11-21,16:46:36,168
2024-11-21,16:48:35,169
2024-11-21,08:47:58,124
2024-11-21,08:48:57,117
2024-11-21,08:49:57,84
2024-11-22,02:40:37,51
2024-11-22,02:41:37,64
2024-11-24,22:26:00,149
2024-11-24,22:25:00,163
2024-11-24,22:24:00,178
2024-11-24,22:23:00,192
2024-11-24,22:22:00,208
2024-11-24,22:21:00,224
2024-11-24,22:20:00,240
2024-11-24,22:19:00,257
2024-11-24,22:18:00,275
2024-11-24,22:17:00,293
2024-11-24,22:27:00,136
2024-11-24,22:15:00,332
2024-11-24,22:13:00,388
2024-11-24,22:12:01,427
2024-11-24,22:11:00,475
2024-11-24,22:10:01,530
2024-11-24,22:09:00,590
2024-11-24,22:08:01,637
2024-11-24,22:07:00,659
2024-11-24,22:06:00,662
2024-11-24,22:05:01,663
2024-11-24,22:14:00,357
2024-11-24,22:28:00,124
2024-11-24,22:16:00,312
2024-11-24,22:31:00,90
2024-11-24,22:29:00,112
2024-11-24,22:32:00,78
2024-11-24,22:34:00,58
2024-11-24,22:33:00,68
2024-11-25,22:16:00,289
2024-11-25,22:17:00,285
2024-11-25,22:18:00,251
2024-11-25,22:19:00,205
2024-11-25,22:20:00,165
2024-11-25,22:21:00,134
2024-11-25,22:22:00,109
2024-11-25,22:23:00,87
2024-11-25,22:24:00,69
2024-11-25,22:25:00,51
2024-11-25,00:44:01,54
2024-11-25,00:46:01,54
2024-11-25,00:47:01,53
2024-11-25,00:49:01,51
2024-11-26,22:26:00,55
2024-11-26,17:45:13,73
2024-11-26,22:15:01,329
2024-11-26,22:19:00,240
2024-11-26,22:20:00,195
2024-11-26,22:21:00,160
2024-11-26,22:22:00,133
2024-11-26,22:24:00,90
2024-11-26,22:25:00,72
2024-11-26,16:17:54,173
2024-11-26,16:18:53,171
2024-11-26,16:19:53,155
2024-11-26,16:20:53,139
2024-11-26,16:21:53,103
2024-11-27,22:26:00,53
2024-11-27,22:25:01,70
2024-11-27,22:23:00,110
2024-11-27,22:24:00,89
2024-11-27,22:15:01,300
2024-11-27,22:16:01,304
2024-11-27,22:17:00,305
2024-11-27,22:18:01,294
2024-11-27,22:19:01,256
2024-11-27,22:20:01,208
2024-11-27,22:21:00,167
2024-11-27,01:24:20,62
2024-11-27,01:25:19,60
2024-11-28,22:20:00,238
2024-11-28,22:21:00,229
2024-11-28,22:22:00,222
2024-11-28,22:23:00,215
2024-11-28,22:24:00,209
2024-11-28,22:26:00,200
2024-11-28,22:27:00,195
2024-11-28,22:28:00,190
2024-11-28,22:29:00,186
2024-11-28,22:30:00,182
2024-11-28,22:32:00,174
2024-11-28,22:33:00,170
2024-11-28,22:34:00,167
2024-11-28,22:35:00,163
2024-11-28,22:36:00,160
2024-11-28,22:36:59,156
2024-11-28,22:37:59,153
2024-11-28,22:39:35,149
2024-11-28,22:40:35,125
2024-11-28,22:41:35,88
2024-11-28,22:42:35,57
2024-11-28,22:18:00,261
2024-11-28,22:17:00,271
2024-11-28,22:16:00,275
2024-11-28,22:15:01,273
2024-11-29,09:56:25,51
2024-11-29,09:47:25,51
2024-11-29,09:52:26,53
2024-11-29,09:54:26,52
2024-11-29,09:55:25,54
2024-11-29,09:57:25,53
2024-11-29,09:58:26,51
2024-11-29,17:20:26,71
2024-11-29,17:21:26,73
2024-11-29,17:22:26,74
2024-11-29,17:23:26,75
2024-11-29,17:24:26,76
2024-11-29,17:25:26,77
2024-11-29,17:26:26,77
2024-11-29,17:27:26,78
2024-11-29,17:28:25,80
2024-11-29,17:29:26,81
2024-11-29,17:30:26,83
2024-11-29,17:17:26,65
2024-11-29,17:32:25,85
2024-11-29,17:34:25,85
2024-11-29,17:35:26,85
2024-11-29,17:36:26,85
2024-11-29,17:37:26,86
2024-11-29,17:38:26,87
2024-11-29,17:39:26,87
2024-11-29,17:40:25,88
2024-11-29,17:41:25,88
2024-11-29,17:42:26,89
2024-11-29,17:43:25,89
2024-11-29,17:33:25,84
2024-11-29,17:16:26,64
2024-11-29,17:15:26,62
2024-11-29,17:14:26,59
2024-11-29,17:10:26,52
2024-11-29,17:11:26,54
2024-11-29,17:12:26,56
2024-11-29,17:13:26,57
2024-12-01,23:10:20,64
2024-12-01,23:09:20,77
2024-12-01,23:07:20,109
2024-12-01,23:05:20,156
2024-12-01,23:03:20,219
2024-12-01,22:21:00,264
2024-12-01,22:20:00,279
2024-12-01,22:19:00,294
2024-12-01,22:18:00,309
2024-12-01,22:16:00,342
2024-12-01,22:15:00,358
2024-12-01,22:14:00,375
2024-12-01,22:13:00,392
2024-12-01,22:12:00,410
2024-12-01,22:11:00,429
2024-12-01,22:10:00,452
2024-12-01,22:07:00,538
2024-12-01,22:06:00,575
2024-12-01,22:05:00,611
2024-12-01,22:04:00,641
2024-12-01,22:03:00,656
2024-12-01,22:02:00,659
2024-12-01,22:01:00,660
2024-12-01,23:04:20,187
2024-12-01,22:22:00,251
2024-12-01,22:23:00,238
2024-12-01,22:09:00,477
2024-12-01,22:25:00,214
2024-12-01,23:02:20,235
2024-12-01,22:24:00,226
2024-12-01,23:01:20,235
2024-12-01,22:40:00,58
2024-12-01,22:39:00,67
2024-12-01,22:37:00,86
2024-12-01,22:36:00,99
2024-12-01,22:35:00,109
2024-12-01,22:34:00,118
2024-12-01,22:32:00,139
2024-12-01,22:30:00,159
2024-12-01,22:28:00,180
2024-12-01,22:38:00,75
2024-12-01,22:26:00,202
2024-12-01,22:27:00,191
2024-12-02,17:17:20,52
2024-12-02,17:18:20,65
2024-12-02,17:19:20,67
