TARİH,SAAT,CEH.1 ÜST1 SET ISI_FARK
2024-11-05,22:15:01,130
2024-11-05,22:10:01,257
2024-11-05,22:11:01,256
2024-11-05,22:12:01,246
2024-11-05,22:13:01,211
2024-11-06,22:56:29,276
2024-11-06,22:58:28,271
2024-11-06,22:59:28,248
2024-11-06,23:00:28,206
2024-11-06,23:01:28,163
2024-11-06,23:02:28,129
2024-11-06,23:04:28,77
2024-11-06,23:05:28,57
2024-11-07,22:17:00,66
2024-11-07,22:14:59,120
2024-11-07,22:13:00,201
2024-11-07,22:14:00,157
2024-11-07,22:10:00,246
2024-11-07,22:11:00,246
2024-11-07,22:12:00,236
2024-11-08,06:30:05,123
2024-11-08,06:31:05,122
2024-11-08,06:32:05,110
2024-11-08,06:33:05,80
2024-11-10,23:36:46,73
2024-11-10,23:35:46,96
2024-11-10,23:34:46,98
2024-11-10,23:33:47,90
2024-11-10,23:10:57,60
2024-11-10,22:50:57,255
2024-11-10,22:49:57,268
2024-11-10,22:48:57,281
2024-11-10,22:47:57,296
2024-11-10,22:46:57,311
2024-11-10,22:45:57,327
2024-11-10,22:51:57,242
2024-11-10,22:44:57,346
2024-11-10,22:42:57,388
2024-11-10,22:41:57,414
2024-11-10,22:40:57,444
2024-11-10,22:38:57,502
2024-11-10,22:37:57,520
2024-11-10,23:11:57,52
2024-11-10,22:43:57,365
2024-11-10,22:52:57,229
2024-11-10,22:39:57,475
2024-11-10,22:54:57,207
2024-11-10,22:53:57,218
2024-11-10,23:08:57,75
2024-11-10,23:06:57,92
2024-11-10,23:05:57,101
2024-11-10,23:04:57,110
2024-11-10,23:03:57,119
2024-11-10,23:07:57,83
2024-11-10,23:00:57,147
2024-11-10,22:55:57,196
2024-11-10,23:01:57,138
2024-11-10,22:56:57,186
2024-11-10,23:09:58,68
2024-11-10,22:57:58,176
2024-11-10,22:58:57,166
2024-11-10,22:59:57,157
2024-11-11,22:35:48,281
2024-11-11,22:38:47,233
2024-11-11,22:39:47,204
2024-11-11,22:40:47,180
2024-11-11,22:41:47,162
2024-11-11,22:42:47,146
2024-11-11,22:44:47,120
2024-11-11,22:45:47,109
2024-11-11,22:47:47,87
2024-11-11,22:48:47,77
2024-11-11,22:49:47,67
2024-11-11,22:50:47,58
2024-11-11,22:36:47,279
2024-11-11,23:17:28,128
2024-11-11,23:18:27,131
2024-11-11,23:19:27,133
2024-11-11,23:20:27,132
2024-11-11,23:21:27,106
2024-11-11,23:22:27,68
2024-11-11,03:11:45,155
2024-11-11,03:14:44,158
2024-11-11,03:15:44,159
2024-11-11,03:16:44,159
2024-11-11,03:17:44,160
2024-11-11,03:18:44,161
2024-11-11,03:19:44,151
2024-11-11,03:20:44,118
2024-11-11,03:21:44,81
2024-11-11,03:22:45,51
2024-11-11,03:10:44,154
2024-11-11,03:09:45,153
2024-11-11,03:07:44,151
2024-11-11,02:39:44,127
2024-11-11,02:40:44,127
2024-11-11,02:41:44,128
2024-11-11,02:42:44,129
2024-11-11,02:43:44,130
2024-11-11,02:45:44,132
2024-11-11,02:46:44,133
2024-11-11,02:47:44,134
2024-11-11,02:48:44,134
2024-11-11,02:49:44,135
2024-11-11,02:50:44,136
2024-11-11,02:53:44,139
2024-11-11,02:54:44,140
2024-11-11,02:55:44,140
2024-11-11,02:56:44,141
2024-11-11,02:57:44,142
2024-11-11,02:58:44,143
2024-11-11,02:59:44,144
2024-11-11,03:00:45,145
2024-11-11,03:01:44,146
2024-11-11,03:02:45,147
2024-11-11,03:03:45,148
2024-11-11,03:04:44,148
2024-11-11,03:05:45,149
2024-11-11,03:06:44,150
2024-11-11,03:08:45,152
2024-11-11,02:38:44,126
2024-11-11,02:35:44,123
2024-11-11,02:34:44,123
2024-11-11,02:33:44,122
2024-11-11,02:19:45,103
2024-11-11,02:20:44,104
2024-11-11,02:21:44,105
2024-11-11,02:22:44,107
2024-11-11,02:23:44,109
2024-11-11,02:24:44,111
2024-11-11,02:25:44,113
2024-11-11,02:27:44,118
2024-11-11,02:28:44,120
2024-11-11,02:29:44,120
2024-11-11,02:30:44,120
2024-11-11,02:31:44,121
2024-11-11,02:32:44,121
2024-11-11,02:37:44,125
2024-11-12,22:41:03,228
2024-11-12,22:42:03,188
2024-11-12,22:43:03,155
2024-11-12,22:44:03,129
2024-11-12,22:46:03,90
2024-11-12,22:47:03,73
2024-11-12,22:48:03,57
2024-11-13,22:38:57,275
2024-11-13,22:39:57,246
2024-11-13,22:40:57,201
2024-11-13,22:41:57,160
2024-11-13,22:43:58,102
2024-11-13,22:44:58,81
2024-11-13,22:45:58,62
2024-11-14,22:18:00,211
2024-11-14,22:19:00,168
2024-11-14,22:20:00,131
2024-11-14,22:21:00,102
2024-11-14,22:22:00,78
2024-11-14,22:23:00,57
2024-11-14,22:17:00,245
2024-11-14,22:40:06,54
2024-11-14,22:41:06,61
2024-11-14,22:43:06,72
2024-11-14,22:44:06,77
2024-11-14,22:45:06,82
2024-11-14,22:47:06,90
2024-11-14,22:16:00,255
2024-11-14,22:15:00,256
2024-11-14,22:48:06,94
2024-11-14,22:50:06,102
2024-11-14,22:52:06,109
2024-11-14,22:53:06,112
2024-11-14,22:54:06,115
2024-11-14,22:55:06,118
2024-11-14,22:56:06,120
2024-11-14,22:57:06,123
2024-11-14,22:58:06,126
2024-11-14,22:59:06,128
2024-11-14,23:01:06,133
2024-11-14,23:02:06,136
2024-11-14,23:03:06,138
2024-11-14,23:04:06,140
2024-11-14,23:05:06,142
2024-11-14,23:09:06,151
2024-11-14,23:10:06,153
2024-11-14,23:11:06,154
2024-11-14,23:12:06,141
2024-11-14,23:13:06,100
2024-11-14,23:14:06,62
2024-11-14,22:51:06,105
2024-11-15,22:33:03,268
2024-11-15,22:35:03,223
2024-11-15,22:36:03,179
2024-11-15,22:37:03,142
2024-11-15,22:39:03,89
2024-11-15,22:40:03,68
2024-11-15,22:38:03,113
2024-11-18,14:57:58,57
2024-11-18,14:58:59,55
2024-11-18,15:00:58,57
2024-11-18,15:01:58,56
2024-11-18,15:02:58,59
2024-11-18,15:03:58,58
2024-11-18,15:04:58,57
2024-11-18,15:05:58,59
2024-11-18,15:06:58,57
2024-11-18,15:09:58,61
2024-11-18,15:10:58,64
2024-11-18,15:11:58,62
2024-11-18,15:13:58,65
2024-11-18,15:14:58,64
2024-11-18,15:15:58,65
2024-11-18,14:56:58,58
2024-11-18,14:55:59,62
2024-11-18,14:54:58,64
2024-11-18,14:53:58,68
2024-11-18,15:16:58,70
2024-11-18,14:51:59,58
2024-11-18,14:52:58,69
2024-11-18,15:17:58,73
2024-11-18,15:18:59,76
2024-11-18,15:19:59,78
2024-11-18,15:44:58,94
2024-11-18,15:45:59,96
2024-11-18,15:48:11,98
2024-11-18,22:10:01,348
2024-11-18,22:11:00,347
2024-11-18,22:12:00,339
2024-11-18,22:13:00,308
2024-11-18,15:43:59,93
2024-11-18,22:14:00,261
2024-11-18,22:16:00,184
2024-11-18,22:17:01,155
2024-11-18,22:18:00,132
2024-11-18,22:19:00,111
2024-11-18,22:20:00,91
2024-11-18,22:21:00,73
2024-11-18,22:22:00,56
2024-11-18,22:15:00,218
2024-11-18,15:42:59,92
2024-11-18,15:40:58,91
2024-11-18,15:20:59,80
2024-11-18,15:21:59,81
2024-11-18,15:23:58,82
2024-11-18,15:24:59,82
2024-11-18,15:25:58,83
2024-11-18,15:26:59,83
2024-11-18,15:27:59,84
2024-11-18,15:41:58,91
2024-11-18,15:28:59,84
2024-11-18,15:32:59,86
2024-11-18,15:33:58,87
2024-11-18,15:34:58,87
2024-11-18,15:36:59,88
2024-11-18,15:37:59,89
2024-11-18,15:38:59,90
2024-11-18,15:39:58,90
2024-11-18,15:31:59,85
2024-11-19,22:17:00,252
2024-11-19,22:18:00,251
2024-11-19,22:19:00,250
2024-11-19,22:21:00,246
2024-11-19,22:22:00,245
2024-11-19,22:23:46,241
2024-11-19,22:24:47,232
2024-11-19,22:25:47,198
2024-11-19,22:29:46,62
2024-11-19,22:27:46,117
2024-11-20,23:25:00,57
2024-11-20,22:32:10,275
2024-11-20,22:33:09,274
2024-11-20,22:34:09,262
2024-11-20,22:36:09,179
2024-11-20,22:37:09,141
2024-11-20,22:39:09,85
2024-11-20,22:40:09,64
2024-11-20,23:21:01,148
2024-11-20,23:23:00,135
2024-11-20,23:24:00,97
2024-11-21,14:51:36,53
2024-11-21,14:52:36,54
2024-11-21,14:53:36,54
2024-11-21,14:54:35,55
2024-11-21,14:55:35,56
2024-11-21,14:56:36,58
2024-11-21,14:57:36,60
2024-11-21,14:58:36,62
2024-11-21,14:59:35,64
2024-11-21,15:00:36,66
2024-11-21,15:01:35,68
2024-11-21,15:02:35,70
2024-11-21,15:03:35,72
2024-11-21,15:04:35,74
2024-11-21,15:05:36,76
2024-11-21,15:06:35,78
2024-11-21,15:07:35,80
2024-11-21,15:08:35,82
2024-11-21,15:09:35,83
2024-11-21,15:11:35,87
2024-11-21,15:13:35,90
2024-11-21,10:42:21,52
2024-11-21,10:43:22,55
2024-11-21,10:44:22,57
2024-11-21,10:46:22,63
2024-11-21,10:47:22,71
2024-11-21,10:48:22,79
2024-11-21,10:49:22,83
2024-11-21,10:50:22,85
2024-11-21,10:52:22,86
2024-11-21,10:53:22,87
2024-11-21,10:45:22,60
2024-11-21,15:14:35,92
2024-11-21,12:59:40,106
2024-11-21,13:00:40,102
2024-11-21,13:01:39,71
2024-11-21,15:15:36,93
2024-11-21,15:17:36,93
2024-11-21,22:10:01,301
2024-11-21,22:11:00,301
2024-11-21,22:12:00,291
2024-11-21,22:13:00,257
2024-11-21,22:14:00,211
2024-11-21,22:15:01,171
2024-11-21,22:16:01,138
2024-11-21,22:17:01,112
2024-11-21,22:19:01,69
2024-11-21,15:49:36,111
2024-11-21,15:50:36,112
2024-11-21,15:51:36,112
2024-11-21,15:52:36,113
2024-11-21,15:53:36,113
2024-11-21,15:54:36,114
2024-11-21,15:57:35,116
2024-11-21,15:58:36,117
2024-11-21,15:59:35,117
2024-11-21,16:00:35,118
2024-11-21,16:01:36,119
2024-11-21,16:02:35,120
2024-11-21,16:04:35,121
2024-11-21,16:05:35,122
2024-11-21,16:06:35,122
2024-11-21,16:07:35,123
2024-11-21,16:08:36,124
2024-11-21,16:09:36,125
2024-11-21,16:10:36,125
2024-11-21,16:11:36,126
2024-11-21,16:13:36,128
2024-11-21,16:15:36,129
2024-11-21,16:16:36,130
2024-11-21,15:48:35,110
2024-11-21,16:17:36,130
2024-11-21,15:47:35,110
2024-11-21,15:45:36,108
2024-11-21,15:18:36,93
2024-11-21,15:19:36,93
2024-11-21,15:20:36,93
2024-11-21,15:21:36,93
2024-11-21,15:22:36,94
2024-11-21,15:23:36,94
2024-11-21,15:24:36,95
2024-11-21,15:26:36,96
2024-11-21,15:27:36,97
2024-11-21,15:29:36,98
2024-11-21,15:30:36,98
2024-11-21,15:32:36,100
2024-11-21,15:33:36,101
2024-11-21,15:34:35,102
2024-11-21,15:35:36,102
2024-11-21,15:36:36,103
2024-11-21,15:37:36,104
2024-11-21,15:38:36,104
2024-11-21,15:39:36,105
2024-11-21,15:41:36,106
2024-11-21,15:42:36,107
2024-11-21,15:43:36,107
2024-11-21,15:44:36,108
2024-11-21,15:46:36,109
2024-11-21,15:16:36,93
2024-11-21,16:18:36,131
2024-11-21,16:20:36,133
2024-11-21,16:51:35,155
2024-11-21,16:52:35,156
2024-11-21,16:53:36,156
2024-11-21,16:54:35,157
2024-11-21,16:55:35,158
2024-11-21,16:57:35,159
2024-11-21,16:58:35,160
2024-11-21,16:59:36,161
2024-11-21,17:00:35,161
2024-11-21,17:02:36,162
2024-11-21,17:03:36,163
2024-11-21,17:04:36,164
2024-11-21,17:05:36,164
2024-11-21,17:06:36,165
2024-11-21,17:07:36,166
2024-11-21,17:08:36,166
2024-11-21,17:09:36,167
2024-11-21,17:10:36,168
2024-11-21,17:12:36,160
2024-11-21,17:13:36,123
2024-11-21,17:14:36,80
2024-11-21,16:50:35,154
2024-11-21,16:19:36,132
2024-11-21,16:49:35,154
2024-11-21,16:47:36,152
2024-11-21,16:21:36,133
2024-11-21,16:22:36,134
2024-11-21,16:23:36,135
2024-11-21,16:24:36,136
2024-11-21,16:25:36,136
2024-11-21,16:26:36,137
2024-11-21,16:28:36,138
2024-11-21,16:29:36,138
2024-11-21,16:30:36,139
2024-11-21,16:31:36,140
2024-11-21,16:32:36,141
2024-11-21,16:33:36,142
2024-11-21,16:35:36,143
2024-11-21,16:36:36,144
2024-11-21,16:37:35,145
2024-11-21,16:38:36,145
2024-11-21,16:39:36,146
2024-11-21,16:40:35,147
2024-11-21,16:41:35,147
2024-11-21,16:43:36,149
2024-11-21,16:44:36,150
2024-11-21,16:45:35,150
2024-11-21,16:46:36,151
2024-11-21,16:48:35,153
2024-11-21,08:47:58,109
2024-11-21,08:48:57,100
2024-11-21,08:49:57,67
2024-11-24,22:26:00,142
2024-11-24,22:25:00,156
2024-11-24,22:24:00,169
2024-11-24,22:23:00,183
2024-11-24,22:22:00,197
2024-11-24,22:21:00,213
2024-11-24,22:20:00,229
2024-11-24,22:19:00,246
2024-11-24,22:18:00,264
2024-11-24,22:17:00,283
2024-11-24,22:27:00,130
2024-11-24,22:15:00,329
2024-11-24,22:13:00,390
2024-11-24,22:12:01,427
2024-11-24,22:11:00,474
2024-11-24,22:10:01,529
2024-11-24,22:09:00,589
2024-11-24,22:08:01,637
2024-11-24,22:07:00,659
2024-11-24,22:06:00,662
2024-11-24,22:05:01,663
2024-11-24,22:14:00,358
2024-11-24,22:28:00,117
2024-11-24,22:16:00,304
2024-11-24,22:31:00,82
2024-11-24,22:29:00,105
2024-11-24,22:32:00,71
2024-11-24,22:33:00,61
2024-11-25,22:16:00,265
2024-11-25,22:17:00,257
2024-11-25,22:18:00,224
2024-11-25,22:19:00,182
2024-11-25,22:20:00,145
2024-11-25,22:21:00,116
2024-11-25,22:22:00,93
2024-11-25,22:23:00,72
2024-11-25,22:24:00,54
2024-11-26,17:45:13,66
2024-11-26,22:15:01,312
2024-11-26,22:19:00,225
2024-11-26,22:20:00,184
2024-11-26,22:21:00,151
2024-11-26,22:22:00,125
2024-11-26,22:24:00,85
2024-11-26,22:25:00,67
2024-11-26,16:17:54,157
2024-11-26,16:18:53,151
2024-11-26,16:19:53,133
2024-11-26,16:20:53,117
2024-11-26,16:21:53,85
2024-11-27,22:25:01,56
2024-11-27,22:23:00,95
2024-11-27,22:24:00,75
2024-11-27,22:15:01,281
2024-11-27,22:16:01,281
2024-11-27,22:17:00,278
2024-11-27,22:18:01,264
2024-11-27,22:19:01,228
2024-11-27,22:20:01,185
2024-11-27,22:21:00,148
2024-11-28,22:20:00,231
2024-11-28,22:21:00,224
2024-11-28,22:22:00,219
2024-11-28,22:23:00,213
2024-11-28,22:24:00,208
2024-11-28,22:26:00,199
2024-11-28,22:27:00,195
2024-11-28,22:28:00,190
2024-11-28,22:29:00,186
2024-11-28,22:30:00,183
2024-11-28,22:32:00,175
2024-11-28,22:33:00,171
2024-11-28,22:34:00,168
2024-11-28,22:35:00,165
2024-11-28,22:36:00,161
2024-11-28,22:36:59,158
2024-11-28,22:37:59,154
2024-11-28,22:39:35,149
2024-11-28,22:40:35,123
2024-11-28,22:41:35,86
2024-11-28,22:42:35,55
2024-11-28,22:18:00,245
2024-11-28,22:17:00,252
2024-11-28,22:16:00,256
2024-11-28,22:15:01,257
2024-11-29,17:20:26,54
2024-11-29,17:21:26,55
2024-11-29,17:22:26,56
2024-11-29,17:23:26,57
2024-11-29,17:24:26,59
2024-11-29,17:25:26,60
2024-11-29,17:26:26,60
2024-11-29,17:27:26,61
2024-11-29,17:28:25,62
2024-11-29,17:29:26,64
2024-11-29,17:30:26,65
2024-11-29,17:32:25,67
2024-11-29,17:34:25,67
2024-11-29,17:35:26,68
2024-11-29,17:36:26,68
2024-11-29,17:37:26,69
2024-11-29,17:38:26,69
2024-11-29,17:39:26,70
2024-11-29,17:40:25,70
2024-11-29,17:41:25,71
2024-11-29,17:42:26,71
2024-11-29,17:43:25,72
2024-11-29,17:33:25,67
2024-12-01,23:09:20,61
2024-12-01,23:07:20,93
2024-12-01,23:05:20,138
2024-12-01,23:03:20,200
2024-12-01,22:21:00,217
2024-12-01,22:20:00,229
2024-12-01,22:19:00,240
2024-12-01,22:18:00,253
2024-12-01,22:16:00,280
2024-12-01,22:15:00,296
2024-12-01,22:14:00,313
2024-12-01,22:13:00,330
2024-12-01,22:12:00,349
2024-12-01,22:11:00,371
2024-12-01,22:10:00,395
2024-12-01,22:07:00,501
2024-12-01,22:06:00,549
2024-12-01,22:05:00,598
2024-12-01,22:04:00,638
2024-12-01,22:03:00,657
2024-12-01,22:02:00,660
2024-12-01,22:01:00,660
2024-12-01,23:04:20,170
2024-12-01,22:22:00,205
2024-12-01,22:23:00,195
2024-12-01,22:09:00,424
2024-12-01,22:25:00,174
2024-12-01,23:02:20,211
2024-12-01,22:24:00,184
2024-12-01,23:01:20,207
2024-12-01,22:37:00,64
2024-12-01,22:36:00,72
2024-12-01,22:35:00,81
2024-12-01,22:34:00,90
2024-12-01,22:32:00,108
2024-12-01,22:30:00,127
2024-12-01,22:28:00,146
2024-12-01,22:38:00,56
2024-12-01,22:26:00,164
2024-12-01,22:27:00,155
2024-12-02,22:37:27,271
2024-12-02,22:38:27,254
2024-12-02,22:39:27,217
2024-12-02,22:40:27,177
2024-12-02,22:41:27,145
2024-12-02,22:42:27,120
2024-12-02,22:43:27,98
2024-12-02,22:44:27,80
2024-12-02,22:45:27,63
2024-12-03,22:19:00,60
2024-12-03,22:18:00,78
2024-12-03,22:17:00,98
2024-12-03,22:16:00,121
2024-12-03,22:15:01,150
2024-12-03,22:11:01,267
2024-12-03,22:13:00,225
2024-12-03,22:14:00,184
2024-12-03,00:42:27,55
2024-12-03,00:43:26,55
2024-12-03,00:44:27,55
2024-12-03,00:45:26,54
2024-12-03,00:46:26,54
2024-12-03,00:47:26,55
2024-12-03,00:48:26,56
2024-12-03,00:49:27,57
2024-12-03,00:50:26,56
2024-12-03,00:51:26,56
2024-12-03,00:52:26,56
2024-12-03,00:53:27,57
2024-12-03,00:40:27,53
2024-12-03,00:54:26,57
2024-12-03,00:58:26,57
2024-12-03,00:59:27,57
2024-12-03,01:00:27,58
2024-12-03,01:01:27,58
2024-12-03,01:02:27,59
2024-12-03,01:03:27,60
2024-12-03,01:04:27,60
2024-12-03,01:05:27,60
2024-12-03,01:06:27,60
2024-12-03,01:07:27,60
2024-12-03,01:08:27,60
2024-12-03,01:10:27,61
2024-12-03,00:57:26,58
2024-12-03,00:39:27,52
2024-12-03,00:38:27,52
2024-12-03,00:37:27,52
2024-12-03,00:33:27,51
2024-12-03,00:35:26,53
2024-12-03,00:36:27,53
2024-12-03,01:11:27,62
2024-12-03,01:12:27,62
2024-12-03,01:14:27,62
2024-12-03,01:15:27,62
2024-12-03,01:16:27,63
2024-12-03,01:17:27,63
2024-12-03,01:18:27,63
2024-12-03,01:19:27,64
2024-12-03,01:20:27,64
2024-12-03,01:21:27,65
2024-12-03,01:23:26,59
2024-12-03,01:13:27,62
2024-12-03,00:34:26,52
2024-12-04,22:20:00,277
2024-12-04,22:40:42,295
2024-12-04,22:49:02,298
2024-12-04,22:50:01,289
2024-12-04,22:51:01,261
2024-12-04,22:52:01,224
2024-12-04,22:53:01,191
2024-12-04,22:54:01,164
2024-12-04,22:55:02,142
2024-12-04,22:56:01,122
2024-12-04,22:57:01,104
2024-12-04,22:58:01,88
2024-12-04,22:59:01,72
2024-12-04,23:00:02,56
2024-12-04,08:11:16,97
2024-12-04,08:12:16,78
2024-12-05,22:12:00,248
2024-12-05,22:13:00,218
2024-12-05,22:15:00,144
2024-12-05,22:16:00,116
2024-12-05,22:18:00,74
2024-12-05,22:19:00,56
2024-12-05,22:11:00,256
2024-12-05,22:10:01,256
2024-12-09,22:26:29,279
2024-12-09,22:27:29,277
2024-12-09,22:29:29,224
2024-12-09,22:31:29,150
2024-12-09,22:32:29,122
2024-12-09,22:33:29,99
2024-12-09,22:34:28,79
2024-12-09,22:35:29,60
2024-12-10,22:26:01,267
2024-12-10,22:51:07,290
2024-12-10,22:52:07,281
2024-12-10,22:53:07,250
2024-12-10,22:54:07,209
2024-12-10,22:55:07,173
2024-12-10,22:56:07,145
2024-12-10,22:58:08,101
2024-12-10,22:59:08,84
2024-12-10,23:00:08,67
2024-12-10,23:01:08,52
2024-12-11,22:18:00,60
2024-12-11,22:11:00,252
2024-12-11,22:12:00,244
2024-12-11,22:13:00,212
2024-12-11,22:14:00,171
2024-12-11,22:17:00,81
2024-12-12,22:15:01,253
2024-12-12,22:16:00,252
2024-12-12,22:17:00,244
2024-12-12,22:19:00,175
2024-12-12,22:20:00,141
2024-12-12,22:21:00,114
2024-12-12,22:22:00,91
2024-12-12,22:23:00,72
2024-12-12,22:24:00,55
2024-12-16,22:12:00,250
2024-12-16,22:15:00,144
2024-12-16,22:16:00,116
2024-12-16,22:17:00,94
2024-12-16,22:19:01,56
2024-12-16,22:11:00,257
2024-12-16,22:10:01,259
2024-12-16,09:29:09,65
2024-12-16,09:28:09,66
2024-12-17,22:27:03,110
2024-12-17,22:28:03,91
2024-12-17,22:29:03,74
2024-12-17,22:30:03,57
2024-12-17,22:26:03,133
2024-12-17,22:25:03,161
2024-12-17,22:23:03,237
2024-12-17,22:24:03,196
2024-12-17,22:20:03,278
2024-12-17,22:21:03,277
2024-12-17,22:22:03,268
2024-12-17,08:15:28,101
2024-12-17,08:16:27,100
2024-12-18,22:37:16,287
2024-12-18,22:39:17,270
2024-12-18,22:40:17,235
2024-12-18,22:41:17,195
2024-12-18,22:44:17,113
2024-12-18,22:45:17,94
2024-12-18,22:47:16,61
2024-12-18,22:42:17,162
2024-12-18,04:30:35,56
2024-12-18,07:45:16,126
2024-12-18,07:46:16,106
2024-12-18,07:47:16,69
2024-12-18,07:43:16,131
2024-12-19,22:48:43,291
2024-12-19,22:49:42,290
2024-12-19,22:50:42,272
2024-12-19,22:51:42,238
2024-12-19,22:53:42,171
2024-12-19,22:54:42,146
2024-12-19,22:55:42,126
2024-12-19,22:56:42,107
2024-12-19,22:57:42,90
2024-12-19,22:58:42,74
2024-12-19,22:59:42,58
2024-12-19,03:46:48,140
2024-12-19,03:47:48,132
2024-12-19,03:48:48,103
2024-12-19,03:49:48,69
2024-12-19,03:45:48,139
2024-12-19,03:08:24,72
2024-12-19,06:11:24,87
2024-12-19,07:30:37,163
2024-12-19,07:31:38,142
2024-12-19,07:32:37,108
2024-12-19,07:34:37,54
2024-12-19,07:29:38,165
2024-12-23,23:50:26,55
2024-12-23,22:49:27,368
2024-12-23,22:50:26,359
2024-12-23,22:51:26,342
2024-12-23,22:52:26,308
2024-12-23,23:33:26,53
2024-12-23,23:34:26,53
2024-12-23,23:35:26,57
2024-12-23,23:36:26,60
2024-12-23,23:37:26,62
2024-12-23,23:39:26,63
2024-12-23,23:40:26,66
2024-12-23,23:41:26,66
2024-12-23,23:42:26,67
2024-12-23,23:44:26,51
2024-12-23,23:45:26,55
2024-12-23,23:46:26,54
2024-12-23,23:48:26,53
2024-12-23,23:51:26,53
2024-12-23,23:52:26,58
2024-12-23,23:53:26,57
2024-12-23,23:56:26,59
2024-12-23,23:57:27,63
2024-12-23,23:58:27,63
2024-12-23,23:59:26,62
2024-12-23,22:53:26,269
2024-12-23,22:54:26,234
2024-12-23,22:55:26,205
2024-12-23,22:56:26,181
2024-12-23,22:57:26,161
2024-12-23,22:58:26,143
2024-12-23,23:00:26,111
2024-12-23,23:01:26,98
2024-12-23,23:02:27,89
2024-12-23,23:03:26,80
2024-12-23,23:04:26,71
2024-12-23,23:05:26,62
2024-12-23,23:06:26,53
2024-12-24,22:18:00,84
2024-12-24,22:15:00,155
2024-12-24,22:16:00,127
2024-12-24,22:10:01,264
2024-12-24,22:12:00,256
2024-12-24,22:14:00,190
2024-12-24,00:00:26,64
2024-12-24,00:01:26,55
2024-12-24,00:02:26,58
2024-12-24,00:03:26,62
2024-12-24,00:04:26,63
2024-12-24,00:05:26,67
2024-12-24,00:06:26,62
2024-12-24,00:08:26,65
2024-12-24,00:09:26,68
2024-12-24,00:10:26,68
2024-12-24,00:11:26,56
2024-12-26,17:00:51,86
2024-12-26,22:34:04,320
2024-12-26,22:35:04,318
2024-12-26,22:36:04,311
2024-12-26,22:37:04,280
2024-12-26,22:38:04,239
2024-12-26,22:40:04,170
2024-12-26,22:41:04,145
2024-12-26,22:42:04,124
2024-12-26,22:43:04,105
2024-12-26,22:44:04,89
2024-12-26,22:45:04,73
2024-12-26,22:39:04,201
2024-12-30,16:41:17,371
2024-12-30,16:42:16,371
