TARİH,SAAT,CEH.2 ALT2 SET ISI_FARK
2024-11-08,04:22:44,91
2024-11-08,04:23:44,65
2024-11-08,06:33:05,175
2024-11-10,23:36:46,145
2024-11-10,23:35:46,164
2024-11-10,23:34:46,163
2024-11-10,23:33:47,151
2024-11-10,23:30:18,91
2024-11-10,23:14:57,113
2024-11-10,23:20:57,60
2024-11-10,23:19:57,69
2024-11-10,23:17:57,86
2024-11-10,23:16:57,95
2024-11-10,23:15:57,104
2024-11-10,23:21:57,52
2024-11-10,23:18:57,77
2024-11-10,23:40:36,115
2024-11-10,23:13:57,122
2024-11-10,23:38:37,118
2024-11-10,23:43:36,67
2024-11-10,23:42:36,82
2024-11-10,23:41:36,95
2024-11-10,23:12:57,132
2024-11-10,23:39:36,127
2024-11-10,23:10:57,151
2024-11-10,22:50:57,407
2024-11-10,22:49:57,425
2024-11-10,22:48:57,443
2024-11-10,22:47:57,463
2024-11-10,22:46:57,484
2024-11-10,22:45:57,507
2024-11-10,22:51:57,391
2024-11-10,22:44:57,530
2024-11-10,22:42:57,581
2024-11-10,22:41:57,610
2024-11-10,22:40:57,640
2024-11-10,22:38:57,694
2024-11-10,22:37:57,713
2024-11-10,23:11:57,141
2024-11-10,22:43:57,555
2024-11-10,22:52:57,374
2024-11-10,22:39:57,670
2024-11-10,22:54:57,343
2024-11-10,22:53:57,359
2024-11-10,23:08:57,172
2024-11-10,23:06:57,193
2024-11-10,23:05:57,204
2024-11-10,23:04:57,216
2024-11-10,23:03:57,227
2024-11-10,23:07:57,183
2024-11-10,23:00:57,263
2024-11-10,22:55:57,329
2024-11-10,23:01:57,251
2024-11-10,22:56:57,315
2024-11-10,23:09:58,162
2024-11-10,22:57:58,301
2024-11-10,22:58:57,288
2024-11-10,22:59:57,275
2024-11-11,22:35:48,397
2024-11-11,22:38:47,344
2024-11-11,23:26:27,60
2024-11-11,22:39:47,311
2024-11-11,22:40:47,281
2024-11-11,22:41:47,255
2024-11-11,22:42:47,233
2024-11-11,22:44:47,192
2024-11-11,22:45:47,174
2024-11-11,22:47:47,140
2024-11-11,22:48:47,125
2024-11-11,22:49:47,110
2024-11-11,22:50:47,95
2024-11-11,22:51:47,82
2024-11-11,22:52:47,68
2024-11-11,22:36:47,396
2024-11-11,22:53:47,56
2024-11-11,23:17:28,193
2024-11-11,23:18:27,198
2024-11-11,23:19:27,203
2024-11-11,23:20:27,203
2024-11-11,23:21:27,182
2024-11-11,23:22:27,150
2024-11-11,23:23:27,122
2024-11-11,23:24:27,99
2024-11-11,23:25:27,78
2024-11-11,03:11:45,234
2024-11-11,03:14:44,239
2024-11-11,03:15:44,240
2024-11-11,03:16:44,242
2024-11-11,03:17:44,244
2024-11-11,03:18:44,245
2024-11-11,03:19:44,236
2024-11-11,03:20:44,205
2024-11-11,03:21:44,172
2024-11-11,03:22:45,143
2024-11-11,03:23:45,119
2024-11-11,03:24:44,98
2024-11-11,03:26:44,59
2024-11-11,03:10:44,232
2024-11-11,03:09:45,230
2024-11-11,03:07:44,227
2024-11-11,02:39:44,173
2024-11-11,02:40:44,175
2024-11-11,02:41:44,177
2024-11-11,02:42:44,179
2024-11-11,02:43:44,181
2024-11-11,02:45:44,185
2024-11-11,02:46:44,187
2024-11-11,02:47:44,189
2024-11-11,02:48:44,191
2024-11-11,02:49:44,193
2024-11-11,02:50:44,195
2024-11-11,02:53:44,201
2024-11-11,02:54:44,203
2024-11-11,02:55:44,205
2024-11-11,02:56:44,207
2024-11-11,02:57:44,209
2024-11-11,02:58:44,211
2024-11-11,02:59:44,212
2024-11-11,03:00:45,214
2024-11-11,03:01:44,216
2024-11-11,03:02:45,218
2024-11-11,03:03:45,220
2024-11-11,03:04:44,222
2024-11-11,03:05:45,224
2024-11-11,03:06:44,226
2024-11-11,03:08:45,229
2024-11-11,02:38:44,171
2024-11-11,02:35:44,165
2024-11-11,02:34:44,163
2024-11-11,02:33:44,162
2024-11-11,02:19:45,133
2024-11-11,02:20:44,134
2024-11-11,02:21:44,137
2024-11-11,02:22:44,140
2024-11-11,02:23:44,143
2024-11-11,02:24:44,146
2024-11-11,02:25:44,149
2024-11-11,02:27:44,156
2024-11-11,02:28:44,158
2024-11-11,02:29:44,157
2024-11-11,02:30:44,157
2024-11-11,02:31:44,158
2024-11-11,02:32:44,160
2024-11-11,02:37:44,169
2024-11-12,22:41:03,381
2024-11-12,22:42:03,346
2024-11-12,22:43:03,313
2024-11-12,22:44:03,284
2024-11-12,22:46:03,237
2024-11-12,22:47:03,217
2024-11-12,22:48:03,199
2024-11-12,22:51:03,149
2024-11-12,22:52:03,133
2024-11-12,22:54:03,104
2024-11-12,22:55:03,90
2024-11-12,22:56:03,77
2024-11-12,22:57:02,65
2024-11-12,22:58:03,52
2024-11-12,22:50:03,165
2024-11-12,23:16:52,82
2024-11-12,23:17:52,82
2024-11-12,23:18:52,60
2024-11-13,22:38:57,415
2024-11-13,22:39:57,393
2024-11-13,22:40:57,359
2024-11-13,22:41:57,326
2024-11-13,22:43:58,271
2024-11-13,22:44:58,247
2024-11-13,22:45:58,226
2024-11-13,22:46:58,206
2024-11-13,22:47:58,187
2024-11-13,22:49:57,153
2024-11-13,22:50:58,137
2024-11-13,22:54:57,80
2024-11-13,22:51:58,122
2024-11-13,22:55:58,67
2024-11-13,22:56:58,55
2024-11-14,22:18:00,346
2024-11-14,22:19:00,313
2024-11-14,22:20:00,281
2024-11-14,22:21:00,253
2024-11-14,22:22:00,229
2024-11-14,22:23:00,206
2024-11-14,22:24:00,186
2024-11-14,22:25:00,166
2024-11-14,22:26:01,148
2024-11-14,22:27:00,130
2024-11-14,22:28:00,114
2024-11-14,22:29:00,97
2024-11-14,22:17:00,373
2024-11-14,22:30:00,82
2024-11-14,22:32:00,53
2024-11-14,22:35:06,89
2024-11-14,22:36:05,105
2024-11-14,22:37:05,118
2024-11-14,22:38:06,129
2024-11-14,22:39:06,139
2024-11-14,22:40:06,148
2024-11-14,22:41:06,156
2024-11-14,22:43:06,171
2024-11-14,22:44:06,178
2024-11-14,22:45:06,184
2024-11-14,22:47:06,195
2024-11-14,22:31:00,67
2024-11-14,22:16:00,379
2024-11-14,22:15:00,378
2024-11-14,22:48:06,200
2024-11-14,22:50:06,209
2024-11-14,22:52:06,218
2024-11-14,22:53:06,223
2024-11-14,22:54:06,227
2024-11-14,22:55:06,230
2024-11-14,22:56:06,234
2024-11-14,22:57:06,238
2024-11-14,22:58:06,241
2024-11-14,22:59:06,245
2024-11-14,23:01:06,251
2024-11-14,23:02:06,254
2024-11-14,23:03:06,257
2024-11-14,23:04:06,260
2024-11-14,23:05:06,262
2024-11-14,23:09:06,273
2024-11-14,23:10:06,275
2024-11-14,23:11:06,277
2024-11-14,23:12:06,267
2024-11-14,23:13:06,243
2024-11-14,23:14:06,211
2024-11-14,23:18:06,127
2024-11-14,23:19:06,111
2024-11-14,23:20:06,97
2024-11-14,23:21:06,83
2024-11-14,23:22:06,71
2024-11-14,23:23:06,59
2024-11-14,22:51:06,214
2024-11-15,22:33:03,393
2024-11-15,22:35:03,360
2024-11-15,22:36:03,326
2024-11-15,22:37:03,293
2024-11-15,22:39:03,240
2024-11-15,22:40:03,218
2024-11-15,22:41:03,197
2024-11-15,22:42:03,178
2024-11-15,22:43:03,159
2024-11-15,22:44:03,141
2024-11-15,22:45:03,124
2024-11-15,22:46:03,108
2024-11-15,22:47:03,93
2024-11-15,22:48:02,78
2024-11-15,22:49:03,63
2024-11-15,22:38:03,265
2024-11-18,22:29:00,117
2024-11-18,22:30:00,104
2024-11-18,22:31:01,91
2024-11-18,22:32:01,78
2024-11-18,22:33:01,66
2024-11-18,22:34:01,54
2024-11-18,22:28:00,131
2024-11-18,22:26:00,161
2024-11-18,22:23:00,209
2024-11-18,14:57:58,64
2024-11-18,14:58:59,66
2024-11-18,15:00:58,71
2024-11-18,15:01:58,72
2024-11-18,15:02:58,78
2024-11-18,15:03:58,77
2024-11-18,15:04:58,79
2024-11-18,15:05:58,82
2024-11-18,15:06:58,82
2024-11-18,15:09:58,88
2024-11-18,15:10:58,94
2024-11-18,15:11:58,93
2024-11-18,15:13:58,98
2024-11-18,15:14:58,97
2024-11-18,15:15:58,101
2024-11-18,14:56:58,59
2024-11-18,14:55:59,52
2024-11-18,15:16:58,108
2024-11-18,15:17:58,111
2024-11-18,15:18:59,114
2024-11-18,15:19:59,116
2024-11-18,15:44:58,144
2024-11-18,15:45:59,145
2024-11-18,15:48:11,149
2024-11-18,22:10:01,487
2024-11-18,22:11:00,486
2024-11-18,22:12:00,480
2024-11-18,22:13:00,457
2024-11-18,15:43:59,142
2024-11-18,22:14:00,423
2024-11-18,22:16:00,356
2024-11-18,22:17:01,330
2024-11-18,22:18:00,306
2024-11-18,22:19:00,285
2024-11-18,22:20:00,264
2024-11-18,22:21:00,245
2024-11-18,22:22:00,227
2024-11-18,22:15:00,387
2024-11-18,22:25:00,176
2024-11-18,15:42:59,140
2024-11-18,15:40:58,138
2024-11-18,15:20:59,119
2024-11-18,15:21:59,118
2024-11-18,15:23:58,117
2024-11-18,15:24:59,118
2024-11-18,15:25:58,119
2024-11-18,15:26:59,120
2024-11-18,15:27:59,122
2024-11-18,15:41:58,139
2024-11-18,15:28:59,123
2024-11-18,15:32:59,127
2024-11-18,15:33:58,129
2024-11-18,15:34:58,130
2024-11-18,15:36:59,132
2024-11-18,15:37:59,134
2024-11-18,15:38:59,135
2024-11-18,15:39:58,136
2024-11-18,15:31:59,126
2024-11-19,22:17:00,376
2024-11-19,22:18:00,368
2024-11-19,22:19:00,359
2024-11-19,22:21:00,344
2024-11-19,22:22:00,338
2024-11-19,22:23:46,329
2024-11-19,22:24:47,323
2024-11-19,22:25:47,300
2024-11-19,22:29:46,198
2024-11-19,22:31:47,159
2024-11-19,22:32:46,142
2024-11-19,22:33:47,124
2024-11-19,22:34:46,108
2024-11-19,22:35:46,92
2024-11-19,22:36:46,78
2024-11-19,22:37:47,63
2024-11-19,22:27:46,244
2024-11-20,23:31:00,65
2024-11-20,23:28:00,113
2024-11-20,23:27:00,133
2024-11-20,23:25:00,180
2024-11-20,22:32:10,378
2024-11-20,22:33:09,378
2024-11-20,22:34:09,369
2024-11-20,22:36:09,310
2024-11-20,22:37:09,280
2024-11-20,22:39:09,231
2024-11-20,22:40:09,210
2024-11-20,22:41:09,191
2024-11-20,22:42:09,173
2024-11-20,22:43:09,155
2024-11-20,22:44:09,139
2024-11-20,22:45:09,123
2024-11-20,22:46:09,108
2024-11-20,22:47:09,93
2024-11-20,22:48:09,80
2024-11-20,22:49:09,67
2024-11-20,23:21:01,244
2024-11-20,23:23:00,237
2024-11-20,23:24:00,210
2024-11-20,23:26:00,154
2024-11-21,14:54:35,51
2024-11-21,14:55:35,56
2024-11-21,14:56:36,62
2024-11-21,14:57:36,66
2024-11-21,14:58:36,70
2024-11-21,14:59:35,74
2024-11-21,15:00:36,77
2024-11-21,15:01:35,80
2024-11-21,15:02:35,82
2024-11-21,15:03:35,85
2024-11-21,15:04:35,88
2024-11-21,15:05:36,90
2024-11-21,15:06:35,93
2024-11-21,15:07:35,95
2024-11-21,15:08:35,99
2024-11-21,15:09:35,101
2024-11-21,15:11:35,106
2024-11-21,15:13:35,110
2024-11-21,10:38:21,52
2024-11-21,10:39:21,55
2024-11-21,10:41:21,64
2024-11-21,10:42:21,71
2024-11-21,10:43:22,73
2024-11-21,10:44:22,76
2024-11-21,10:46:22,83
2024-11-21,10:47:22,90
2024-11-21,10:48:22,90
2024-11-21,10:49:22,92
2024-11-21,10:50:22,98
2024-11-21,10:52:22,105
2024-11-21,10:53:22,110
2024-11-21,10:55:22,71
2024-11-21,10:45:22,84
2024-11-21,15:14:35,113
2024-11-21,12:59:40,146
2024-11-21,13:00:40,143
2024-11-21,13:01:39,99
2024-11-21,13:02:40,69
2024-11-21,15:15:36,115
2024-11-21,15:17:36,113
2024-11-21,22:29:01,54
2024-11-21,22:27:01,82
2024-11-21,22:26:01,96
2024-11-21,22:10:01,444
2024-11-21,22:11:00,442
2024-11-21,22:12:00,428
2024-11-21,22:13:00,396
2024-11-21,22:14:00,358
2024-11-21,22:15:01,322
2024-11-21,22:16:01,292
2024-11-21,22:17:01,265
2024-11-21,22:19:01,220
2024-11-21,22:20:01,200
2024-11-21,22:21:01,181
2024-11-21,22:23:01,145
2024-11-21,22:24:01,128
2024-11-21,22:25:01,112
2024-11-21,17:19:36,73
2024-11-21,17:18:36,93
2024-11-21,15:49:36,154
2024-11-21,15:50:36,155
2024-11-21,15:51:36,157
2024-11-21,15:52:36,158
2024-11-21,15:53:36,159
2024-11-21,15:54:36,161
2024-11-21,15:57:35,165
2024-11-21,15:58:36,166
2024-11-21,15:59:35,167
2024-11-21,16:00:35,168
2024-11-21,16:01:36,170
2024-11-21,16:02:35,171
2024-11-21,16:04:35,173
2024-11-21,16:05:35,175
2024-11-21,16:06:35,176
2024-11-21,16:07:35,177
2024-11-21,16:08:36,179
2024-11-21,16:09:36,200
2024-11-21,16:10:36,201
2024-11-21,16:11:36,202
2024-11-21,16:13:36,205
2024-11-21,16:15:36,207
2024-11-21,16:16:36,208
2024-11-21,15:48:35,153
2024-11-21,16:17:36,210
2024-11-21,15:47:35,151
2024-11-21,15:45:36,149
2024-11-21,15:18:36,113
2024-11-21,15:19:36,114
2024-11-21,15:20:36,115
2024-11-21,15:21:36,116
2024-11-21,15:22:36,117
2024-11-21,15:23:36,119
2024-11-21,15:24:36,120
2024-11-21,15:26:36,123
2024-11-21,15:27:36,124
2024-11-21,15:29:36,127
2024-11-21,15:30:36,129
2024-11-21,15:32:36,132
2024-11-21,15:33:36,133
2024-11-21,15:34:35,134
2024-11-21,15:35:36,136
2024-11-21,15:36:36,137
2024-11-21,15:37:36,139
2024-11-21,15:38:36,140
2024-11-21,15:39:36,141
2024-11-21,15:41:36,143
2024-11-21,15:42:36,145
2024-11-21,15:43:36,146
2024-11-21,15:44:36,147
2024-11-21,15:46:36,150
2024-11-21,15:16:36,113
2024-11-21,16:18:36,211
2024-11-21,16:20:36,213
2024-11-21,16:51:35,248
2024-11-21,16:52:35,249
2024-11-21,16:53:36,250
2024-11-21,16:54:35,251
2024-11-21,16:55:35,252
2024-11-21,16:57:35,254
2024-11-21,16:58:35,256
2024-11-21,16:59:36,257
2024-11-21,17:00:35,258
2024-11-21,17:02:36,260
2024-11-21,17:03:36,261
2024-11-21,17:04:36,262
2024-11-21,17:05:36,263
2024-11-21,17:06:36,264
2024-11-21,17:07:36,265
2024-11-21,17:08:36,266
2024-11-21,17:09:36,267
2024-11-21,17:10:36,268
2024-11-21,17:12:36,262
2024-11-21,17:13:36,231
2024-11-21,17:14:36,195
2024-11-21,17:15:36,164
2024-11-21,17:17:36,114
2024-11-21,16:50:35,247
2024-11-21,16:19:36,212
2024-11-21,16:49:35,246
2024-11-21,16:47:36,244
2024-11-21,16:21:36,214
2024-11-21,16:22:36,216
2024-11-21,16:23:36,217
2024-11-21,16:24:36,218
2024-11-21,16:25:36,219
2024-11-21,16:26:36,220
2024-11-21,16:28:36,223
2024-11-21,16:29:36,224
2024-11-21,16:30:36,225
2024-11-21,16:31:36,226
2024-11-21,16:32:36,227
2024-11-21,16:33:36,228
2024-11-21,16:35:36,231
2024-11-21,16:36:36,232
2024-11-21,16:37:35,233
2024-11-21,16:38:36,234
2024-11-21,16:39:36,235
2024-11-21,16:40:35,236
2024-11-21,16:41:35,237
2024-11-21,16:43:36,240
2024-11-21,16:44:36,241
2024-11-21,16:45:35,242
2024-11-21,16:46:36,243
2024-11-21,16:48:35,245
2024-11-21,08:47:58,177
2024-11-21,08:48:57,171
2024-11-21,08:49:57,145
2024-11-21,08:50:57,116
2024-11-21,08:51:57,91
2024-11-21,08:52:57,70
2024-11-21,08:53:57,51
2024-11-24,22:26:00,347
2024-11-24,22:25:00,363
2024-11-24,22:24:00,380
2024-11-24,22:23:00,398
2024-11-24,22:22:00,416
2024-11-24,22:21:00,434
2024-11-24,22:20:00,454
2024-11-24,22:19:00,475
2024-11-24,22:18:00,497
2024-11-24,22:17:00,520
2024-11-24,22:27:00,331
2024-11-24,22:15:00,570
2024-11-24,22:13:00,629
2024-11-24,22:12:01,664
2024-11-24,22:11:00,704
2024-11-24,22:10:01,746
2024-11-24,22:09:00,786
2024-11-24,22:08:01,815
2024-11-24,22:07:00,828
2024-11-24,22:06:00,830
2024-11-24,22:05:01,831
2024-11-24,22:14:00,598
2024-11-24,22:28:00,316
2024-11-24,22:16:00,545
2024-11-24,22:31:00,272
2024-11-24,22:29:00,301
2024-11-24,22:52:01,57
2024-11-24,22:51:01,67
2024-11-24,22:50:01,76
2024-11-24,22:48:01,96
2024-11-24,22:47:01,107
2024-11-24,22:46:01,118
2024-11-24,22:45:01,131
2024-11-24,22:44:01,143
2024-11-24,22:49:01,86
2024-11-24,22:43:01,154
2024-11-24,22:32:00,258
2024-11-24,22:34:00,230
2024-11-24,22:35:00,218
2024-11-24,22:36:00,205
2024-11-24,22:38:01,198
2024-11-24,22:33:00,244
2024-11-24,22:40:01,193
2024-11-24,22:41:01,179
2024-11-24,22:42:01,166
2024-11-24,22:39:01,203
2024-11-25,22:16:00,387
2024-11-25,22:17:00,376
2024-11-25,22:18:00,348
2024-11-25,22:19:00,315
2024-11-25,22:20:00,284
2024-11-25,22:21:00,257
2024-11-25,22:22:00,233
2024-11-25,22:23:00,211
2024-11-25,22:24:00,191
2024-11-25,22:25:00,172
2024-11-25,22:26:00,153
2024-11-25,22:27:00,136
2024-11-25,22:28:00,119
2024-11-25,22:30:00,88
2024-11-25,22:31:00,73
2024-11-25,22:32:00,59
2024-11-26,22:31:00,131
2024-11-26,22:32:00,117
2024-11-26,22:33:00,103
2024-11-26,22:34:00,89
2024-11-26,22:35:00,76
2024-11-26,22:36:00,64
2024-11-26,22:37:00,51
2024-11-26,22:30:00,147
2024-11-26,22:28:00,180
2024-11-26,22:26:00,216
2024-11-26,22:27:00,198
2024-11-26,17:45:13,181
2024-11-26,22:15:01,468
2024-11-26,22:19:00,392
2024-11-26,22:20:00,358
2024-11-26,22:21:00,328
2024-11-26,22:22:00,302
2024-11-26,22:24:00,257
2024-11-26,22:25:00,236
2024-11-26,16:17:54,210
2024-11-26,16:18:53,195
2024-11-26,16:19:53,179
2024-11-26,16:20:53,163
2024-11-26,16:21:53,135
2024-11-26,16:23:53,83
2024-11-26,16:24:53,60
2024-11-26,13:37:59,58
2024-11-26,13:38:59,55
2024-11-26,13:39:59,53
2024-11-27,22:28:00,144
2024-11-27,22:29:01,127
2024-11-27,22:30:01,111
2024-11-27,22:31:01,96
2024-11-27,22:33:01,67
2024-11-27,22:34:01,54
2024-11-27,22:26:00,181
2024-11-27,22:25:01,200
2024-11-27,22:23:00,242
2024-11-27,22:24:00,220
2024-11-27,17:15:32,74
2024-11-27,22:15:01,410
2024-11-27,22:16:01,409
2024-11-27,22:17:00,402
2024-11-27,22:18:01,386
2024-11-27,22:19:01,356
2024-11-27,22:20:01,324
2024-11-27,22:21:00,294
2024-11-27,01:24:20,63
2024-11-27,01:25:19,62
2024-11-28,22:20:00,332
2024-11-28,22:21:00,323
2024-11-28,22:22:00,315
2024-11-28,22:23:00,308
2024-11-28,22:24:00,301
2024-11-28,22:26:00,289
2024-11-28,22:27:00,284
2024-11-28,22:28:00,278
2024-11-28,22:29:00,273
2024-11-28,22:30:00,268
2024-11-28,22:32:00,259
2024-11-28,22:33:00,254
2024-11-28,22:34:00,250
2024-11-28,22:35:00,245
2024-11-28,22:36:00,241
2024-11-28,22:36:59,238
2024-11-28,22:37:59,234
2024-11-28,22:39:35,229
2024-11-28,22:40:35,220
2024-11-28,22:41:35,195
2024-11-28,22:42:35,171
2024-11-28,22:43:35,149
2024-11-28,22:44:35,130
2024-11-28,22:45:35,112
2024-11-28,22:46:35,95
2024-11-28,22:47:35,80
2024-11-28,22:48:35,65
2024-11-28,22:18:00,355
2024-11-28,22:17:00,367
2024-11-28,22:16:00,375
2024-11-28,22:15:01,378
2024-11-28,08:49:35,857
2024-12-01,23:18:20,93
2024-12-01,23:17:20,113
2024-12-01,23:16:20,134
2024-12-01,23:14:20,175
2024-12-01,23:13:20,187
2024-12-01,23:12:20,200
2024-12-01,23:10:20,226
2024-12-01,23:09:20,241
2024-12-01,23:19:20,73
2024-12-01,23:07:20,275
2024-12-01,23:05:20,317
2024-12-01,23:03:20,360
2024-12-01,22:21:00,440
2024-12-01,22:20:00,457
2024-12-01,22:19:00,473
2024-12-01,22:18:00,491
2024-12-01,22:16:00,527
2024-12-01,22:15:00,546
2024-12-01,22:14:00,564
2024-12-01,22:13:00,583
2024-12-01,22:12:00,604
2024-12-01,22:11:00,625
2024-12-01,22:10:00,649
2024-12-01,22:07:00,735
2024-12-01,22:06:00,767
2024-12-01,22:05:00,797
2024-12-01,22:04:00,818
2024-12-01,22:03:00,827
2024-12-01,22:02:00,828
2024-12-01,22:01:00,829
2024-12-01,23:04:20,341
2024-12-01,22:22:00,425
2024-12-01,22:23:00,410
2024-12-01,22:09:00,674
2024-12-01,22:25:00,382
2024-12-01,23:02:20,366
2024-12-01,22:24:00,396
2024-12-01,23:01:20,362
2024-12-01,22:45:14,208
2024-12-01,22:44:14,209
2024-12-01,22:42:00,218
2024-12-01,22:41:00,224
2024-12-01,22:40:00,230
2024-12-01,22:39:00,236
2024-12-01,22:43:00,212
2024-12-01,22:37:00,245
2024-12-01,22:36:00,250
2024-12-01,22:35:00,260
2024-12-01,22:34:00,272
2024-12-01,22:32:00,295
2024-12-01,22:30:00,319
2024-12-01,22:28:00,344
2024-12-01,22:38:00,241
2024-12-01,22:26:00,369
2024-12-01,22:27:00,356
2024-12-02,22:37:27,384
2024-12-02,22:38:27,374
2024-12-02,22:39:27,350
2024-12-02,22:40:27,322
2024-12-02,22:41:27,296
2024-12-02,22:42:27,272
2024-12-02,22:43:27,250
2024-12-02,22:44:27,231
2024-12-02,22:45:27,213
2024-12-02,22:46:27,195
2024-12-02,22:47:27,178
2024-12-02,22:48:27,162
2024-12-02,22:49:27,147
2024-12-02,22:52:27,105
2024-12-02,22:50:27,132
2024-12-02,22:53:27,92
2024-12-02,22:54:27,79
2024-12-02,22:55:27,67
2024-12-02,22:51:27,118
2024-12-03,22:19:00,219
2024-12-03,22:20:00,201
2024-12-03,22:21:00,185
2024-12-03,22:22:00,169
2024-12-03,22:24:00,139
2024-12-03,22:25:00,125
2024-12-03,22:26:01,110
2024-12-03,22:27:01,97
2024-12-03,22:28:01,84
2024-12-03,22:29:01,72
2024-12-03,22:30:01,61
2024-12-03,22:18:00,237
2024-12-03,22:17:00,256
2024-12-03,22:16:00,278
2024-12-03,22:15:01,302
2024-12-03,22:11:01,381
2024-12-03,22:13:00,356
2024-12-03,22:14:00,329
2024-12-04,22:20:00,393
2024-12-04,22:40:42,416
2024-12-04,22:49:02,415
2024-12-04,22:50:01,410
2024-12-04,22:51:01,391
2024-12-04,22:52:01,364
2024-12-04,22:53:01,336
2024-12-04,22:54:01,312
2024-12-04,22:55:02,290
2024-12-04,22:56:01,271
2024-12-04,22:57:01,252
2024-12-04,22:58:01,235
2024-12-04,22:59:01,218
2024-12-04,23:00:02,202
2024-12-04,23:01:01,186
2024-12-04,23:02:01,171
2024-12-04,23:03:01,157
2024-12-04,23:06:01,118
2024-12-04,23:07:01,106
2024-12-04,23:08:01,95
2024-12-04,23:09:01,84
2024-12-04,23:11:01,61
2024-12-04,23:10:01,72
2024-12-04,08:11:16,174
2024-12-04,08:12:16,162
2024-12-04,08:13:16,137
2024-12-04,08:15:17,90
2024-12-04,08:16:16,70
2024-12-04,08:17:17,53
2024-12-05,22:12:00,344
2024-12-05,22:13:00,325
2024-12-05,22:15:00,271
2024-12-05,22:16:00,248
2024-12-05,22:18:00,207
2024-12-05,22:19:00,189
2024-12-05,22:20:00,172
2024-12-05,22:21:00,156
2024-12-05,22:22:00,160
2024-12-05,22:23:00,145
2024-12-05,22:24:00,130
2024-12-05,22:26:00,103
2024-12-05,22:11:00,349
2024-12-05,22:27:00,90
2024-12-05,22:30:00,53
2024-12-05,22:29:00,65
2024-12-05,22:10:01,349
2024-12-09,22:26:29,380
2024-12-09,22:27:29,378
2024-12-09,22:29:29,344
2024-12-09,22:31:29,291
2024-12-09,22:32:29,268
2024-12-09,22:33:29,247
2024-12-09,22:34:28,228
2024-12-09,22:35:29,210
2024-12-09,22:36:28,193
2024-12-09,22:37:29,177
2024-12-09,22:38:29,161
2024-12-09,22:39:29,145
2024-12-09,22:40:29,131
2024-12-09,22:41:29,117
2024-12-09,22:43:28,90
2024-12-09,22:45:29,66
2024-12-10,22:26:01,366
2024-12-10,22:51:07,413
2024-12-10,22:52:07,407
2024-12-10,22:53:07,386
2024-12-10,22:54:07,358
2024-12-10,22:55:07,331
2024-12-10,22:56:07,306
2024-12-10,22:58:08,264
2024-12-10,22:59:08,245
2024-12-10,23:00:08,227
2024-12-10,23:01:08,210
2024-12-10,23:02:08,194
2024-12-10,23:04:08,163
