TARİH,SAAT,CEH.2 ALT2 SET ISI_FARK
2024-12-10,23:03:08,178
2024-12-10,23:05:08,149
2024-12-10,23:06:08,136
2024-12-10,23:07:07,123
2024-12-10,23:08:08,110
2024-12-10,23:09:08,98
2024-12-10,23:10:08,86
2024-12-10,23:11:08,75
2024-12-10,23:12:08,64
2024-12-10,23:13:08,54
2024-12-11,14:35:47,56
2024-12-11,14:36:47,52
2024-12-11,22:22:00,167
2024-12-11,22:23:00,151
2024-12-11,22:24:00,136
2024-12-11,22:26:00,108
2024-12-11,22:27:00,94
2024-12-11,22:28:00,82
2024-12-11,22:29:00,70
2024-12-11,22:30:00,58
2024-12-11,22:21:00,182
2024-12-11,22:20:00,199
2024-12-11,22:18:00,235
2024-12-11,22:19:00,217
2024-12-11,22:11:00,378
2024-12-11,22:12:00,373
2024-12-11,22:13:00,354
2024-12-11,22:14:00,327
2024-12-11,22:17:00,254
2024-12-11,00:28:43,78
2024-12-11,00:29:42,77
2024-12-11,00:30:42,59
2024-12-12,22:15:01,371
2024-12-12,22:16:00,371
2024-12-12,22:17:00,366
2024-12-12,22:19:00,320
2024-12-12,22:20:00,293
2024-12-12,22:21:00,270
2024-12-12,22:22:00,248
2024-12-12,22:23:00,228
2024-12-12,22:24:00,210
2024-12-12,22:25:00,192
2024-12-12,22:26:00,176
2024-12-12,22:27:00,160
2024-12-12,22:28:00,145
2024-12-12,22:31:00,103
2024-12-12,22:32:00,90
2024-12-12,22:33:00,77
2024-12-12,22:34:00,65
2024-12-12,22:35:00,54
2024-12-12,22:30:00,116
2024-12-16,10:15:09,54
2024-12-16,22:12:00,368
2024-12-16,22:15:00,296
2024-12-16,22:16:00,272
2024-12-16,22:17:00,251
2024-12-16,22:19:01,213
2024-12-16,22:20:00,196
2024-12-16,22:21:00,179
2024-12-16,22:22:01,163
2024-12-16,22:23:01,148
2024-12-16,22:25:01,120
2024-12-16,22:27:01,93
2024-12-16,22:29:01,69
2024-12-16,22:30:01,57
2024-12-16,22:11:00,372
2024-12-16,22:10:01,372
2024-12-16,09:39:08,64
2024-12-16,09:40:09,57
2024-12-16,09:29:09,102
2024-12-16,09:28:09,101
2024-12-16,09:31:09,68
2024-12-17,22:27:03,263
2024-12-17,22:28:03,243
2024-12-17,22:29:03,225
2024-12-17,22:30:03,207
2024-12-17,22:31:03,190
2024-12-17,22:32:03,174
2024-12-17,22:33:03,159
2024-12-17,22:34:03,144
2024-12-17,22:35:03,129
2024-12-17,22:36:03,116
2024-12-17,22:38:03,90
2024-12-17,22:26:03,285
2024-12-17,22:39:03,78
2024-12-17,22:41:03,54
2024-12-17,22:40:03,66
2024-12-17,22:25:03,309
2024-12-17,22:23:03,362
2024-12-17,22:24:03,336
2024-12-17,17:31:27,73
2024-12-17,22:20:03,387
2024-12-17,22:21:03,387
2024-12-17,22:22:03,382
2024-12-17,04:11:00,749
2024-12-17,08:40:27,61
2024-12-17,08:41:27,52
2024-12-17,08:15:28,172
2024-12-17,08:16:27,172
2024-12-17,08:18:28,73
2024-12-18,22:37:16,408
2024-12-18,22:39:17,398
2024-12-18,22:40:17,375
2024-12-18,22:41:17,348
2024-12-18,22:44:17,276
2024-12-18,22:45:17,257
2024-12-18,22:47:16,221
2024-12-18,22:48:17,205
2024-12-18,22:49:16,189
2024-12-18,22:51:16,159
2024-12-18,22:52:16,144
2024-12-18,22:53:16,130
2024-12-18,22:54:17,117
2024-12-18,22:55:16,104
2024-12-18,22:57:16,80
2024-12-18,22:42:17,321
2024-12-18,22:58:16,68
2024-12-18,22:59:16,58
2024-12-18,04:27:27,70
2024-12-18,04:30:35,79
2024-12-18,04:32:35,65
2024-12-18,07:45:16,212
2024-12-18,07:46:16,199
2024-12-18,07:47:16,176
2024-12-18,07:43:16,215
2024-12-18,07:49:16,131
2024-12-18,07:50:16,112
2024-12-18,07:51:16,94
2024-12-18,07:52:16,77
2024-12-18,07:53:16,62
2024-12-18,07:48:16,153
2024-12-19,22:48:43,387
2024-12-19,22:49:42,386
2024-12-19,22:50:42,373
2024-12-19,22:51:42,348
2024-12-19,22:53:42,295
2024-12-19,22:54:42,273
2024-12-19,22:55:42,252
2024-12-19,22:56:42,233
2024-12-19,22:57:42,216
2024-12-19,22:58:42,199
2024-12-19,22:59:42,183
2024-12-19,23:00:42,168
2024-12-19,23:01:42,153
2024-12-19,23:03:42,124
2024-12-19,23:04:42,110
2024-12-19,23:06:42,84
2024-12-19,23:07:42,71
2024-12-19,23:08:42,59
2024-12-19,23:05:42,97
2024-12-19,03:46:48,207
2024-12-19,03:47:48,200
2024-12-19,03:48:48,178
2024-12-19,03:49:48,152
2024-12-19,03:50:48,127
2024-12-19,03:52:47,86
2024-12-19,03:54:48,52
2024-12-19,03:45:48,207
2024-12-19,03:08:24,135
2024-12-19,07:41:37,66
2024-12-19,06:11:24,166
2024-12-19,07:30:37,272
2024-12-19,07:31:38,256
2024-12-19,07:32:37,231
2024-12-19,07:34:37,183
2024-12-19,07:35:37,163
2024-12-19,07:36:37,144
2024-12-19,07:37:37,127
2024-12-19,07:39:37,95
2024-12-19,07:40:37,80
2024-12-19,07:29:38,274
2024-12-19,07:42:37,53
2024-12-23,22:49:27,431
2024-12-23,22:50:26,430
2024-12-23,22:51:26,432
2024-12-23,22:52:26,409
2024-12-23,22:53:26,381
2024-12-23,22:54:26,354
2024-12-23,22:55:26,330
2024-12-23,22:56:26,308
2024-12-23,22:57:26,288
2024-12-23,22:58:26,270
2024-12-23,23:00:26,236
2024-12-23,23:01:26,220
2024-12-23,23:02:27,205
2024-12-23,23:03:26,190
2024-12-23,23:04:26,176
2024-12-23,23:05:26,162
2024-12-23,23:06:26,149
2024-12-23,23:08:26,124
2024-12-23,23:09:27,111
2024-12-23,23:10:26,100
2024-12-23,23:11:26,89
2024-12-23,23:12:26,78
2024-12-23,23:13:26,67
2024-12-24,22:23:00,144
2024-12-24,22:25:00,115
2024-12-24,22:26:00,102
2024-12-24,22:27:00,89
2024-12-24,22:28:00,76
2024-12-24,22:29:00,64
2024-12-24,22:30:00,52
2024-12-24,22:20:00,191
2024-12-24,22:18:00,226
2024-12-24,22:15:00,290
2024-12-24,22:16:00,266
2024-12-24,22:10:01,367
2024-12-24,22:12:00,361
2024-12-24,22:14:00,316
2024-12-25,22:44:25,59
2024-12-25,22:39:25,106
2024-12-25,22:40:25,101
2024-12-25,22:41:25,90
2024-12-25,22:42:25,79
2024-12-25,22:43:26,69
2024-12-26,22:55:04,105
2024-12-26,17:00:51,134
2024-12-26,22:34:04,444
2024-12-26,22:35:04,448
2024-12-26,22:36:04,444
2024-12-26,22:37:04,425
2024-12-26,22:38:04,398
2024-12-26,22:40:04,345
2024-12-26,22:41:04,321
2024-12-26,22:42:04,300
2024-12-26,22:43:04,281
2024-12-26,22:44:04,262
2024-12-26,22:45:04,245
2024-12-26,22:47:04,213
2024-12-26,22:48:04,197
2024-12-26,22:49:04,182
2024-12-26,22:50:04,168
2024-12-26,22:53:04,129
2024-12-26,22:39:04,370
2024-12-26,22:54:04,116
2024-12-26,22:58:04,72
2024-12-26,22:57:04,82
2024-12-26,22:59:04,61
2024-12-26,23:00:04,51
2024-12-30,16:41:17,537
2024-12-30,16:42:16,536
