TARİH,SAAT,CEH.3 ALT1 SET ISI_FARK
2024-11-08,06:32:05,217
2024-11-08,06:34:05,149
2024-11-08,06:35:05,120
2024-11-08,06:36:05,95
2024-11-08,06:38:05,53
2024-11-08,04:22:44,98
2024-11-08,04:23:44,68
2024-11-08,06:33:05,184
2024-11-10,23:36:46,201
2024-11-10,23:35:46,221
2024-11-10,23:34:46,218
2024-11-10,23:33:47,204
2024-11-10,23:30:18,137
2024-11-10,23:25:57,56
2024-11-10,23:24:57,64
2024-11-10,23:14:57,145
2024-11-10,23:20:57,95
2024-11-10,23:19:57,103
2024-11-10,23:17:57,119
2024-11-10,23:16:57,128
2024-11-10,23:15:57,136
2024-11-10,23:21:57,87
2024-11-10,23:18:57,111
2024-11-10,23:40:36,168
2024-11-10,23:13:57,153
2024-11-10,23:38:37,170
2024-11-10,23:47:36,69
2024-11-10,23:46:36,81
2024-11-10,23:45:36,93
2024-11-10,23:43:36,120
2024-11-10,23:42:36,135
2024-11-10,23:41:36,148
2024-11-10,23:48:36,61
2024-11-10,23:12:57,162
2024-11-10,23:39:36,179
2024-11-10,23:10:57,179
2024-11-10,22:50:57,416
2024-11-10,22:49:57,432
2024-11-10,22:48:57,448
2024-11-10,22:47:57,466
2024-11-10,22:46:57,484
2024-11-10,22:45:57,502
2024-11-10,22:51:57,401
2024-11-10,22:44:57,523
2024-11-10,22:42:57,570
2024-11-10,22:41:57,598
2024-11-10,22:40:57,627
2024-11-10,22:38:57,681
2024-11-10,22:37:57,700
2024-11-10,23:11:57,171
2024-11-10,22:43:57,545
2024-11-10,22:52:57,386
2024-11-10,22:39:57,657
2024-11-10,22:54:57,358
2024-11-10,22:53:57,372
2024-11-10,23:08:57,198
2024-11-10,23:06:57,218
2024-11-10,23:05:57,229
2024-11-10,23:04:57,239
2024-11-10,23:03:57,250
2024-11-10,23:07:57,208
2024-11-10,23:00:57,283
2024-11-10,22:55:57,345
2024-11-10,23:01:57,272
2024-11-10,22:56:57,332
2024-11-10,23:09:58,189
2024-11-10,22:57:58,320
2024-11-10,22:58:57,307
2024-11-10,22:59:57,295
2024-11-11,22:35:48,411
2024-11-11,22:38:47,349
2024-11-11,23:27:27,64
2024-11-11,23:26:27,81
2024-11-11,22:39:47,311
2024-11-11,22:40:47,279
2024-11-11,22:41:47,251
2024-11-11,22:42:47,228
2024-11-11,22:44:47,187
2024-11-11,22:45:47,168
2024-11-11,22:47:47,134
2024-11-11,22:48:47,118
2024-11-11,22:49:47,103
2024-11-11,22:50:47,89
2024-11-11,22:51:47,75
2024-11-11,22:52:47,62
2024-11-11,22:36:47,408
2024-11-11,23:17:28,219
2024-11-11,23:18:27,224
2024-11-11,23:19:27,229
2024-11-11,23:20:27,230
2024-11-11,23:21:27,207
2024-11-11,23:22:27,174
2024-11-11,23:23:27,144
2024-11-11,23:24:27,120
2024-11-11,23:25:27,100
2024-11-11,03:11:45,248
2024-11-11,03:14:44,254
2024-11-11,03:15:44,256
2024-11-11,03:16:44,258
2024-11-11,03:17:44,260
2024-11-11,03:18:44,262
2024-11-11,03:19:44,252
2024-11-11,03:20:44,220
2024-11-11,03:21:44,185
2024-11-11,03:22:45,154
2024-11-11,03:23:45,128
2024-11-11,03:24:44,107
2024-11-11,03:26:44,70
2024-11-11,03:27:45,53
2024-11-11,03:10:44,246
2024-11-11,03:09:45,245
2024-11-11,03:07:44,241
2024-11-11,02:39:44,171
2024-11-11,02:40:44,174
2024-11-11,02:41:44,176
2024-11-11,02:42:44,179
2024-11-11,02:43:44,182
2024-11-11,02:45:44,187
2024-11-11,02:46:44,190
2024-11-11,02:47:44,193
2024-11-11,02:48:44,195
2024-11-11,02:49:44,198
2024-11-11,02:50:44,200
2024-11-11,02:53:44,208
2024-11-11,02:54:44,211
2024-11-11,02:55:44,213
2024-11-11,02:56:44,216
2024-11-11,02:57:44,218
2024-11-11,02:58:44,220
2024-11-11,02:59:44,222
2024-11-11,03:00:45,225
2024-11-11,03:01:44,227
2024-11-11,03:02:45,230
2024-11-11,03:03:45,231
2024-11-11,03:04:44,234
2024-11-11,03:05:45,237
2024-11-11,03:06:44,239
2024-11-11,03:08:45,243
2024-11-11,02:38:44,168
2024-11-11,02:35:44,159
2024-11-11,02:34:44,156
2024-11-11,02:33:44,153
2024-11-11,02:19:45,112
2024-11-11,02:20:44,114
2024-11-11,02:21:44,117
2024-11-11,02:22:44,120
2024-11-11,02:23:44,123
2024-11-11,02:24:44,126
2024-11-11,02:25:44,129
2024-11-11,02:27:44,136
2024-11-11,02:28:44,138
2024-11-11,02:29:44,141
2024-11-11,02:30:44,144
2024-11-11,02:31:44,147
2024-11-11,02:32:44,150
2024-11-11,02:37:44,165
2024-11-12,22:41:03,403
2024-11-12,22:42:03,366
2024-11-12,22:43:03,332
2024-11-12,22:44:03,301
2024-11-12,22:46:03,252
2024-11-12,22:47:03,232
2024-11-12,22:48:03,213
2024-11-12,22:51:03,165
2024-11-12,22:52:03,151
2024-11-12,22:54:03,123
2024-11-12,22:55:03,110
2024-11-12,22:56:03,97
2024-11-12,22:57:02,85
2024-11-12,22:58:03,74
2024-11-12,22:59:03,62
2024-11-12,23:00:03,51
2024-11-12,22:50:03,180
2024-11-12,23:16:52,104
2024-11-12,23:17:52,105
2024-11-12,23:18:52,83
2024-11-12,23:19:52,57
2024-11-13,22:38:57,436
2024-11-13,22:39:57,412
2024-11-13,22:40:57,377
2024-11-13,22:41:57,343
2024-11-13,22:43:58,292
2024-11-13,22:44:58,272
2024-11-13,22:45:58,254
2024-11-13,22:46:58,237
2024-11-13,22:47:58,222
2024-11-13,22:49:57,193
2024-11-13,22:50:58,180
2024-11-13,22:54:57,130
2024-11-13,22:51:58,167
2024-11-13,22:55:58,118
2024-11-13,22:56:58,106
2024-11-13,22:57:58,95
2024-11-13,22:58:58,85
2024-11-13,22:59:58,75
2024-11-13,23:00:58,65
2024-11-13,23:01:57,56
2024-11-14,22:18:00,356
2024-11-14,22:19:00,319
2024-11-14,22:20:00,284
2024-11-14,22:21:00,255
2024-11-14,22:22:00,229
2024-11-14,22:23:00,207
2024-11-14,22:24:00,186
2024-11-14,22:25:00,166
2024-11-14,22:26:01,148
2024-11-14,22:27:00,130
2024-11-14,22:28:00,114
2024-11-14,22:29:00,98
2024-11-14,22:17:00,385
2024-11-14,22:30:00,83
2024-11-14,22:32:00,54
2024-11-14,22:35:06,105
2024-11-14,22:36:05,123
2024-11-14,22:37:05,138
2024-11-14,22:38:06,151
2024-11-14,22:39:06,162
2024-11-14,22:40:06,172
2024-11-14,22:41:06,181
2024-11-14,22:43:06,197
2024-11-14,22:44:06,204
2024-11-14,22:45:06,210
2024-11-14,22:47:06,222
2024-11-14,22:31:00,68
2024-11-14,22:16:00,393
2024-11-14,22:15:00,395
2024-11-14,22:48:06,227
2024-11-14,22:50:06,238
2024-11-14,22:52:06,247
2024-11-14,22:53:06,251
2024-11-14,22:54:06,256
2024-11-14,22:55:06,260
2024-11-14,22:56:06,264
2024-11-14,22:57:06,267
2024-11-14,22:58:06,271
2024-11-14,22:59:06,274
2024-11-14,23:01:06,281
2024-11-14,23:02:06,284
2024-11-14,23:03:06,287
2024-11-14,23:04:06,290
2024-11-14,23:05:06,293
2024-11-14,23:09:06,303
2024-11-14,23:10:06,305
2024-11-14,23:11:06,308
2024-11-14,23:12:06,298
2024-11-14,23:13:06,273
2024-11-14,23:14:06,233
2024-11-14,23:18:06,129
2024-11-14,23:19:06,111
2024-11-14,23:20:06,93
2024-11-14,23:21:06,76
2024-11-14,23:22:06,60
2024-11-14,22:51:06,242
2024-11-15,22:33:03,406
2024-11-15,22:35:03,368
2024-11-15,22:36:03,330
2024-11-15,22:37:03,296
2024-11-15,22:39:03,240
2024-11-15,22:40:03,218
2024-11-15,22:41:03,196
2024-11-15,22:42:03,177
2024-11-15,22:43:03,158
2024-11-15,22:44:03,140
2024-11-15,22:45:03,123
2024-11-15,22:46:03,107
2024-11-15,22:47:03,92
2024-11-15,22:48:02,77
2024-11-15,22:49:03,63
2024-11-15,22:38:03,266
2024-11-18,22:29:00,137
2024-11-18,22:30:00,124
2024-11-18,22:31:01,112
2024-11-18,22:32:01,101
2024-11-18,22:33:01,90
2024-11-18,22:34:01,79
2024-11-18,22:35:01,68
2024-11-18,22:36:01,57
2024-11-18,22:28:00,149
2024-11-18,22:26:00,176
2024-11-18,22:23:00,220
2024-11-18,14:58:59,51
2024-11-18,15:00:58,59
2024-11-18,15:01:58,61
2024-11-18,15:02:58,65
2024-11-18,15:03:58,66
2024-11-18,15:04:58,68
2024-11-18,15:05:58,71
2024-11-18,15:06:58,73
2024-11-18,15:09:58,80
2024-11-18,15:10:58,83
2024-11-18,15:11:58,85
2024-11-18,15:13:58,89
2024-11-18,15:14:58,91
2024-11-18,15:15:58,94
2024-11-18,15:16:58,98
2024-11-18,15:17:58,100
2024-11-18,15:18:59,103
2024-11-18,15:19:59,105
2024-11-18,15:44:58,142
2024-11-18,15:45:59,143
2024-11-18,15:48:11,146
2024-11-18,22:10:01,507
2024-11-18,22:11:00,505
2024-11-18,22:12:00,499
2024-11-18,22:13:00,475
2024-11-18,15:43:59,141
2024-11-18,22:14:00,438
2024-11-18,22:16:00,367
2024-11-18,22:17:01,339
2024-11-18,22:18:00,314
2024-11-18,22:19:00,292
2024-11-18,22:20:00,273
2024-11-18,22:21:00,254
2024-11-18,22:22:00,236
2024-11-18,22:15:00,401
2024-11-18,22:25:00,190
2024-11-18,15:42:59,139
2024-11-18,15:40:58,136
2024-11-18,15:20:59,108
2024-11-18,15:21:59,108
2024-11-18,15:23:58,109
2024-11-18,15:24:59,111
2024-11-18,15:25:58,112
2024-11-18,15:26:59,114
2024-11-18,15:27:59,115
2024-11-18,15:41:58,138
2024-11-18,15:28:59,117
2024-11-18,15:32:59,123
2024-11-18,15:33:58,125
2024-11-18,15:34:58,127
2024-11-18,15:36:59,130
2024-11-18,15:37:59,131
2024-11-18,15:38:59,133
2024-11-18,15:39:58,135
2024-11-18,15:31:59,122
2024-11-19,22:17:00,391
2024-11-19,22:18:00,384
2024-11-19,22:19:00,376
2024-11-19,22:21:00,362
2024-11-19,22:22:00,355
2024-11-19,22:23:46,345
2024-11-19,22:24:47,337
2024-11-19,22:25:47,311
2024-11-19,22:29:46,194
2024-11-19,22:31:47,155
2024-11-19,22:32:46,139
2024-11-19,22:33:47,122
2024-11-19,22:34:46,107
2024-11-19,22:35:46,92
2024-11-19,22:36:46,79
2024-11-19,22:37:47,65
2024-11-19,22:38:46,53
2024-11-19,22:27:46,244
2024-11-20,23:31:00,72
2024-11-20,23:32:01,58
2024-11-20,23:28:00,123
2024-11-20,23:27:00,143
2024-11-20,23:25:00,196
2024-11-20,22:32:10,374
2024-11-20,22:33:09,374
2024-11-20,22:34:09,364
2024-11-20,22:36:09,297
2024-11-20,22:37:09,264
2024-11-20,22:39:09,211
2024-11-20,22:40:09,189
2024-11-20,22:41:09,170
2024-11-20,22:42:09,151
2024-11-20,22:43:09,134
2024-11-20,22:44:09,117
2024-11-20,22:45:09,102
2024-11-20,22:46:09,88
2024-11-20,22:47:09,75
2024-11-20,22:48:09,62
2024-11-20,23:21:01,265
2024-11-20,23:23:00,258
2024-11-20,23:24:00,229
2024-11-20,23:26:00,167
2024-11-21,14:58:36,51
2024-11-21,14:59:35,54
2024-11-21,15:00:36,57
2024-11-21,15:01:35,59
2024-11-21,15:02:35,62
2024-11-21,15:03:35,65
2024-11-21,15:04:35,68
2024-11-21,15:05:36,70
2024-11-21,15:06:35,73
2024-11-21,15:07:35,76
2024-11-21,15:08:35,79
2024-11-21,15:09:35,81
2024-11-21,15:11:35,85
2024-11-21,15:13:35,90
2024-11-21,10:42:21,52
2024-11-21,10:43:22,55
2024-11-21,10:44:22,58
2024-11-21,10:46:22,65
2024-11-21,10:47:22,70
2024-11-21,10:48:22,71
2024-11-21,10:49:22,73
2024-11-21,10:50:22,78
2024-11-21,10:52:22,84
2024-11-21,10:53:22,87
2024-11-21,10:45:22,63
2024-11-21,15:14:35,92
2024-11-21,12:59:40,141
2024-11-21,13:00:40,138
2024-11-21,13:01:39,92
2024-11-21,13:02:40,59
2024-11-21,15:15:36,94
2024-11-21,15:17:36,96
2024-11-21,22:30:01,84
2024-11-21,22:31:01,71
2024-11-21,22:32:01,60
2024-11-21,22:29:01,96
2024-11-21,22:27:01,123
2024-11-21,22:26:01,137
2024-11-21,22:10:01,469
2024-11-21,22:11:00,468
2024-11-21,22:12:00,460
2024-11-21,22:13:00,432
2024-11-21,22:14:00,394
2024-11-21,22:15:01,357
2024-11-21,22:16:01,325
2024-11-21,22:17:01,297
2024-11-21,22:19:01,252
2024-11-21,22:20:01,233
2024-11-21,22:21:01,215
2024-11-21,22:23:01,182
2024-11-21,22:24:01,166
2024-11-21,22:25:01,151
2024-11-21,17:21:36,55
2024-11-21,17:19:36,88
2024-11-21,17:18:36,107
2024-11-21,15:49:36,151
2024-11-21,15:50:36,152
2024-11-21,15:51:36,154
2024-11-21,15:52:36,155
2024-11-21,15:53:36,157
2024-11-21,15:54:36,159
2024-11-21,15:57:35,164
2024-11-21,15:58:36,165
2024-11-21,15:59:35,167
2024-11-21,16:00:35,168
2024-11-21,16:01:36,170
2024-11-21,16:02:35,171
2024-11-21,16:04:35,174
2024-11-21,16:05:35,176
2024-11-21,16:06:35,177
2024-11-21,16:07:35,178
2024-11-21,16:08:36,180
2024-11-21,16:09:36,202
2024-11-21,16:10:36,203
2024-11-21,16:11:36,204
2024-11-21,16:13:36,207
2024-11-21,16:15:36,210
2024-11-21,16:16:36,212
2024-11-21,15:48:35,149
2024-11-21,16:17:36,213
2024-11-21,15:47:35,147
2024-11-21,15:45:36,144
2024-11-21,15:18:36,97
2024-11-21,15:19:36,99
2024-11-21,15:20:36,101
2024-11-21,15:21:36,103
2024-11-21,15:22:36,105
2024-11-21,15:23:36,107
2024-11-21,15:24:36,108
2024-11-21,15:26:36,112
2024-11-21,15:27:36,114
2024-11-21,15:29:36,117
2024-11-21,15:30:36,119
2024-11-21,15:32:36,122
2024-11-21,15:33:36,124
2024-11-21,15:34:35,125
2024-11-21,15:35:36,127
2024-11-21,15:36:36,129
2024-11-21,15:37:36,130
2024-11-21,15:38:36,132
2024-11-21,15:39:36,134
2024-11-21,15:41:36,137
2024-11-21,15:42:36,139
2024-11-21,15:43:36,141
2024-11-21,15:44:36,142
2024-11-21,15:46:36,146
2024-11-21,15:16:36,95
2024-11-21,16:18:36,214
2024-11-21,16:20:36,217
2024-11-21,16:51:35,256
2024-11-21,16:52:35,258
2024-11-21,16:53:36,259
2024-11-21,16:54:35,260
2024-11-21,16:55:35,261
2024-11-21,16:57:35,263
2024-11-21,16:58:35,265
2024-11-21,16:59:36,266
2024-11-21,17:00:35,267
2024-11-21,17:02:36,270
2024-11-21,17:03:36,271
2024-11-21,17:04:36,272
2024-11-21,17:05:36,273
2024-11-21,17:06:36,275
2024-11-21,17:07:36,276
2024-11-21,17:08:36,277
2024-11-21,17:09:36,278
2024-11-21,17:10:36,279
2024-11-21,17:12:36,273
2024-11-21,17:13:36,243
2024-11-21,17:14:36,207
2024-11-21,17:15:36,175
2024-11-21,17:17:36,127
2024-11-21,16:50:35,255
2024-11-21,16:19:36,216
2024-11-21,16:49:35,254
2024-11-21,16:47:36,251
2024-11-21,16:21:36,218
2024-11-21,16:22:36,220
2024-11-21,16:23:36,221
2024-11-21,16:24:36,222
2024-11-21,16:25:36,224
2024-11-21,16:26:36,225
2024-11-21,16:28:36,228
2024-11-21,16:29:36,229
2024-11-21,16:30:36,231
2024-11-21,16:31:36,232
2024-11-21,16:32:36,233
2024-11-21,16:33:36,235
2024-11-21,16:35:36,237
2024-11-21,16:36:36,239
2024-11-21,16:37:35,240
2024-11-21,16:38:36,241
2024-11-21,16:39:36,242
2024-11-21,16:40:35,243
2024-11-21,16:41:35,244
2024-11-21,16:43:36,247
2024-11-21,16:44:36,248
2024-11-21,16:45:35,249
2024-11-21,16:46:36,250
2024-11-21,16:48:35,253
2024-11-21,08:47:58,180
2024-11-21,08:48:57,172
2024-11-21,08:49:57,141
2024-11-21,08:50:57,108
2024-11-21,08:51:57,79
2024-11-21,08:52:57,55
2024-11-24,22:26:00,361
2024-11-24,22:25:00,375
2024-11-24,22:24:00,390
2024-11-24,22:23:00,405
2024-11-24,22:22:00,421
2024-11-24,22:21:00,437
2024-11-24,22:20:00,454
2024-11-24,22:19:00,472
2024-11-24,22:18:00,490
2024-11-24,22:17:00,510
2024-11-24,22:27:00,347
2024-11-24,22:15:00,556
2024-11-24,22:13:00,614
2024-11-24,22:12:01,649
2024-11-24,22:11:00,690
2024-11-24,22:10:01,735
2024-11-24,22:09:00,780
2024-11-24,22:08:01,814
2024-11-24,22:07:00,829
2024-11-24,22:06:00,831
2024-11-24,22:05:01,832
2024-11-24,22:14:00,583
2024-11-24,22:28:00,333
2024-11-24,22:16:00,532
2024-11-24,22:31:00,294
2024-11-24,22:57:01,59
2024-11-24,22:29:00,320
2024-11-24,22:54:01,85
2024-11-24,22:53:01,93
2024-11-24,22:52:01,102
2024-11-24,22:51:01,111
2024-11-24,22:50:01,121
2024-11-24,22:48:01,141
2024-11-24,22:47:01,152
2024-11-24,22:46:01,164
2024-11-24,22:45:01,177
2024-11-24,22:44:01,187
2024-11-24,22:49:01,131
2024-11-24,22:43:01,199
2024-11-24,22:32:00,283
2024-11-24,22:34:00,259
2024-11-24,22:35:00,248
2024-11-24,22:36:00,237
2024-11-24,22:38:01,235
2024-11-24,22:33:00,270
2024-11-24,22:40:01,238
2024-11-24,22:41:01,224
2024-11-24,22:42:01,211
2024-11-24,22:39:01,246
2024-11-25,22:16:00,404
2024-11-25,22:17:00,395
2024-11-25,22:18:00,367
2024-11-25,22:19:00,330
2024-11-25,22:20:00,295
2024-11-25,22:21:00,265
2024-11-25,22:22:00,239
2024-11-25,22:23:00,216
2024-11-25,22:24:00,196
2024-11-25,22:25:00,177
2024-11-25,22:26:00,159
2024-11-25,22:27:00,141
2024-11-25,22:28:00,125
2024-11-25,22:30:00,94
2024-11-25,22:31:00,80
2024-11-25,22:32:00,66
2024-11-25,22:33:00,52
2024-11-26,22:31:00,152
2024-11-26,22:32:00,138
2024-11-26,22:33:00,124
2024-11-26,22:34:00,111
2024-11-26,22:35:00,99
2024-11-26,22:36:00,87
2024-11-26,22:37:00,75
2024-11-26,22:38:00,64
2024-11-26,22:39:00,52
2024-11-26,22:30:00,167
2024-11-26,22:28:00,198
2024-11-26,22:26:00,233
2024-11-26,22:27:00,215
2024-11-26,17:45:13,217
2024-11-26,22:15:01,496
2024-11-26,22:19:00,420
2024-11-26,22:20:00,382
2024-11-26,22:21:00,349
2024-11-26,22:22:00,321
2024-11-26,22:24:00,274
2024-11-26,22:25:00,253
2024-11-26,16:17:54,224
2024-11-26,16:18:53,208
2024-11-26,16:19:53,190
2024-11-26,16:20:53,175
2024-11-26,16:21:53,146
2024-11-26,16:23:53,88
2024-11-26,16:24:53,65
2024-11-27,22:28:00,155
2024-11-27,22:29:01,139
2024-11-27,22:30:01,123
2024-11-27,22:31:01,109
2024-11-27,22:33:01,80
2024-11-27,22:34:01,67
2024-11-27,22:35:01,55
2024-11-27,22:26:00,191
2024-11-27,22:25:01,211
2024-11-27,22:23:00,256
2024-11-27,22:24:00,233
2024-11-27,17:15:32,89
2024-11-27,22:15:01,431
2024-11-27,22:16:01,430
2024-11-27,22:17:00,425
2024-11-27,22:18:01,414
2024-11-27,22:19:01,384
2024-11-27,22:20:01,347
2024-11-27,22:21:00,312
2024-11-27,01:24:20,57
2024-11-27,01:25:19,57
2024-11-28,22:20:00,389
2024-11-28,22:21:00,385
2024-11-28,22:22:00,382
2024-11-28,22:23:00,379
2024-11-28,22:24:00,377
2024-11-28,22:26:00,371
2024-11-28,22:27:00,369
2024-11-28,22:28:00,366
2024-11-28,22:29:00,364
2024-11-28,22:30:00,361
2024-11-28,22:32:00,357
2024-11-28,22:33:00,354
2024-11-28,22:34:00,352
2024-11-28,22:35:00,350
2024-11-28,22:36:00,347
2024-11-28,22:36:59,345
2024-11-28,22:37:59,343
2024-11-28,22:39:35,339
2024-11-28,22:40:35,324
2024-11-28,22:41:35,290
2024-11-28,22:42:35,257
2024-11-28,22:43:35,227
2024-11-28,22:44:35,203
2024-11-28,22:45:35,181
2024-11-28,22:46:35,160
2024-11-28,22:47:35,142
2024-11-28,22:48:35,124
2024-11-28,22:18:00,397
2024-11-28,22:17:00,401
2024-11-28,22:16:00,404
2024-11-28,22:15:01,406
2024-11-28,22:49:35,108
2024-11-28,22:50:35,93
2024-11-28,22:53:35,55
2024-11-28,22:52:35,64
2024-12-01,23:20:20,67
2024-12-01,23:18:20,113
2024-12-01,23:17:20,130
2024-12-01,23:16:20,149
2024-12-01,23:14:20,184
2024-12-01,23:13:20,196
2024-12-01,23:12:20,207
2024-12-01,23:10:20,234
2024-12-01,23:09:20,249
2024-12-01,23:19:20,96
2024-12-01,23:07:20,285
2024-12-01,23:05:20,336
2024-12-01,23:03:20,393
2024-12-01,22:21:00,399
2024-12-01,22:20:00,414
2024-12-01,22:19:00,429
2024-12-01,22:18:00,445
2024-12-01,22:16:00,477
2024-12-01,22:15:00,494
2024-12-01,22:14:00,511
2024-12-01,22:13:00,529
2024-12-01,22:12:00,549
2024-12-01,22:11:00,571
2024-12-01,22:10:00,596
2024-12-01,22:07:00,697
2024-12-01,22:06:00,740
2024-12-01,22:05:00,782
2024-12-01,22:04:00,813
2024-12-01,22:03:00,827
2024-12-01,22:02:00,829
2024-12-01,22:01:00,830
2024-12-01,23:04:20,367
2024-12-01,22:22:00,385
2024-12-01,22:23:00,372
2024-12-01,22:09:00,625
2024-12-01,22:25:00,347
2024-12-01,23:02:20,403
2024-12-01,22:24:00,359
2024-12-01,23:01:20,399
2024-12-01,22:45:14,196
2024-12-01,22:44:14,193
2024-12-01,22:42:00,195
2024-12-01,22:41:00,201
2024-12-01,22:40:00,208
2024-12-01,22:39:00,214
2024-12-01,22:43:00,188
2024-12-01,22:37:00,227
2024-12-01,22:36:00,232
2024-12-01,22:35:00,241
2024-12-01,22:34:00,250
2024-12-01,22:32:00,270
2024-12-01,22:30:00,292
2024-12-01,22:28:00,314
2024-12-01,22:38:00,221
2024-12-01,22:26:00,336
2024-12-01,22:27:00,325
2024-12-02,22:37:27,405
2024-12-02,22:38:27,390
2024-12-02,22:39:27,356
2024-12-02,22:40:27,320
2024-12-02,22:41:27,287
2024-12-02,22:42:27,259
2024-12-02,22:43:27,236
2024-12-02,22:44:27,214
2024-12-02,22:45:27,195
2024-12-02,22:46:27,176
2024-12-02,22:47:27,159
2024-12-02,22:48:27,143
2024-12-02,22:49:27,127
2024-12-02,22:52:27,85
2024-12-02,22:50:27,112
2024-12-02,22:53:27,72
2024-12-02,22:54:27,59
2024-12-02,22:51:27,98
2024-12-03,22:19:00,195
2024-12-03,22:20:00,177
2024-12-03,22:21:00,160
2024-12-03,22:22:00,145
2024-12-03,22:24:00,116
2024-12-03,22:25:00,103
2024-12-03,22:26:01,90
2024-12-03,22:27:01,78
2024-12-03,22:28:01,66
2024-12-03,22:29:01,55
2024-12-03,22:18:00,215
2024-12-03,22:17:00,237
2024-12-03,22:16:00,263
2024-12-03,22:15:01,291
2024-12-03,22:11:01,395
2024-12-03,22:13:00,361
2024-12-03,22:14:00,325
2024-12-04,22:20:00,408
2024-12-04,22:40:42,416
2024-12-04,22:49:02,426
2024-12-04,22:50:01,418
2024-12-04,22:51:01,393
2024-12-04,22:52:01,357
2024-12-04,22:53:01,323
2024-12-04,22:54:01,295
2024-12-04,22:55:02,270
2024-12-04,22:56:01,249
2024-12-04,22:57:01,230
2024-12-04,22:58:01,213
2024-12-04,22:59:01,196
2024-12-04,23:00:02,181
2024-12-04,23:01:01,166
2024-12-04,23:02:01,152
2024-12-04,23:03:01,139
2024-12-04,23:06:01,103
2024-12-04,23:07:01,93
2024-12-04,23:08:01,83
2024-12-04,23:09:01,72
2024-12-04,23:11:01,52
2024-12-04,23:10:01,62
2024-12-04,08:11:16,179
2024-12-04,08:12:16,160
2024-12-04,08:13:16,128
2024-12-04,08:15:17,71
2024-12-05,22:12:00,354
2024-12-05,22:13:00,328
2024-12-05,22:15:00,259
2024-12-05,22:16:00,231
2024-12-05,22:18:00,185
2024-12-05,22:19:00,165
2024-12-05,22:20:00,148
2024-12-05,22:21:00,131
2024-12-05,22:22:00,137
2024-12-05,22:23:00,125
2024-12-05,22:24:00,111
2024-12-05,22:26:00,85
2024-12-05,22:11:00,362
2024-12-05,22:27:00,73
2024-12-05,22:10:01,363
2024-12-09,22:26:29,376
2024-12-09,22:27:29,374
2024-12-09,22:29:29,329
2024-12-09,22:31:29,264
2024-12-09,22:32:29,238
2024-12-09,22:33:29,215
2024-12-09,22:34:28,195
2024-12-09,22:35:29,176
2024-12-09,22:36:28,158
2024-12-09,22:37:29,142
2024-12-09,22:38:29,126
2024-12-09,22:39:29,111
2024-12-09,22:40:29,97
2024-12-09,22:41:29,84
2024-12-09,22:43:28,60
